# time,average_distance,95CLI
0.000000000000000000e+00,2.800200628255932578e-05,7.949476341246561463e-07
2.000000000000000042e-03,2.787141024907137258e-05,8.884808234632081662e-07
4.000000000000000083e-03,2.781687904880892221e-05,1.018574320403094610e-06
6.000000000000000125e-03,2.771097161539488798e-05,1.235674359011989258e-06
8.000000000000000167e-03,2.759977457931786586e-05,1.520187251319831054e-06
1.000000000000000021e-02,2.749974004944646282e-05,1.749264341164838388e-06
1.200000000000000025e-02,2.741947039736452644e-05,2.031697272994715490e-06
1.400000000000000029e-02,2.734231659263692302e-05,2.368458150769576741e-06
1.600000000000000033e-02,2.725979672705337829e-05,2.702413565968126185e-06
1.799999999999999864e-02,2.718573830443753620e-05,3.009418902501160700e-06
2.000000000000000042e-02,2.713863402919753504e-05,3.334561642184528454e-06
2.199999999999999872e-02,2.707066571799539152e-05,3.777866518081128136e-06
2.400000000000000050e-02,2.700907304718706855e-05,4.131407841437676235e-06
2.599999999999999881e-02,2.697003262672024196e-05,4.517018810802977449e-06
2.800000000000000058e-02,2.691444421622725858e-05,4.936574132068348848e-06
2.999999999999999889e-02,2.691230948056462486e-05,5.406179398966435820e-06
3.200000000000000067e-02,2.686282290589018682e-05,5.879386006679517191e-06
3.400000000000000244e-02,2.686079264153101793e-05,6.377435861478303078e-06
3.599999999999999728e-02,2.684934503823278737e-05,6.892972550020334363e-06
3.799999999999999906e-02,2.683507949393889704e-05,7.473652806647703461e-06
4.000000000000000083e-02,2.685254620380740279e-05,8.140685095572737078e-06
4.200000000000000261e-02,2.688084945166090774e-05,8.837742770237762182e-06
4.399999999999999745e-02,2.690793922452289493e-05,9.689590107968185079e-06
4.599999999999999922e-02,2.695880624094067657e-05,1.068169312199721239e-05
4.800000000000000100e-02,2.700759233667047711e-05,1.179927082720764674e-05
5.000000000000000278e-02,2.705729916149038204e-05,1.305684562454599785e-05
5.199999999999999761e-02,2.714104238208655878e-05,1.444033539164199401e-05
5.399999999999999939e-02,2.722419438554559893e-05,1.604182727304433669e-05
5.600000000000000117e-02,2.730417048499322015e-05,1.782957397672396327e-05
5.800000000000000294e-02,2.742872417269033575e-05,1.977085603195660529e-05
5.999999999999999778e-02,2.755662636538579256e-05,2.196066793216920902e-05
6.199999999999999956e-02,2.767497266409990085e-05,2.427368405734672306e-05
6.400000000000000133e-02,2.782563780787951460e-05,2.682351381948634193e-05
6.600000000000000311e-02,2.798074827249572626e-05,2.957081819505273871e-05
6.800000000000000488e-02,2.813804750842655537e-05,3.228292154066491102e-05
7.000000000000000666e-02,2.831309141206144440e-05,3.499820965283227810e-05
7.199999999999999456e-02,2.850200864149511143e-05,3.766119285841517539e-05
7.399999999999999634e-02,2.867276313243314706e-05,4.026101379655211648e-05
7.599999999999999811e-02,2.887646865322494410e-05,4.270368921017502959e-05
7.799999999999999989e-02,2.909232451186289595e-05,4.500701656278170227e-05
8.000000000000000167e-02,2.928435523032876054e-05,4.710719444610234166e-05
8.200000000000000344e-02,2.949945654227743581e-05,4.886809028215272581e-05
8.400000000000000522e-02,2.972129019643192661e-05,5.046601884859249436e-05
8.599999999999999312e-02,2.996837129492257762e-05,5.191000712708455624e-05
8.799999999999999489e-02,3.019368970551849395e-05,5.325809147709639611e-05
8.999999999999999667e-02,3.043592624728541651e-05,5.448684462773179584e-05
9.199999999999999845e-02,3.068807195290752809e-05,5.559194395770874185e-05
9.400000000000000022e-02,3.093254636119086259e-05,5.649935982303528177e-05
