# time,average_distance,95CLI
0.000000000000000000e+00,2.799998737540971422e-02,8.005787569283835002e-07
2.000000000000000042e-03,2.830897580455011414e-02,5.206035510104519088e-04
4.000000000000000083e-03,2.862826068456970907e-02,1.058922946962168737e-03
6.000000000000000125e-03,2.895732266177362610e-02,1.614298406034126582e-03
8.000000000000000167e-03,2.929571571043117217e-02,2.186331931642152872e-03
1.000000000000000021e-02,2.964305101268013484e-02,2.774379622714507124e-03
1.200000000000000025e-02,2.999903076954761605e-02,3.378117266487983082e-03
1.400000000000000029e-02,3.036312888910707580e-02,3.996781593220670101e-03
1.600000000000000033e-02,3.073512620346581514e-02,4.629908659398771116e-03
1.799999999999999864e-02,3.111455031767748625e-02,5.277091501302483278e-03
2.000000000000000042e-02,3.150107059819503424e-02,5.937632618744487049e-03
2.199999999999999872e-02,3.189430507058423070e-02,6.610733788938154970e-03
2.400000000000000050e-02,3.229400527097201629e-02,7.295905626185172389e-03
2.599999999999999881e-02,3.269980860163076986e-02,7.992553557253046989e-03
2.800000000000000058e-02,3.311148153411765105e-02,8.700186807557545518e-03
2.999999999999999889e-02,3.352859667672194316e-02,9.418107964645939731e-03
3.200000000000000067e-02,3.395098846298820472e-02,1.014573792921088374e-02
3.400000000000000244e-02,3.437842828131038031e-02,1.088260850903570789e-02
3.599999999999999728e-02,3.481060653473705413e-02,1.162802105017271895e-02
3.799999999999999906e-02,3.524732385813107716e-02,1.238150809849325983e-02
4.000000000000000083e-02,3.568833700596973912e-02,1.314273702562157760e-02
4.200000000000000261e-02,3.613337368816529893e-02,1.391107501000426322e-02
4.399999999999999745e-02,3.658231499227075634e-02,1.468627927499521757e-02
4.599999999999999922e-02,3.703482651416066529e-02,1.546792430163818760e-02
4.800000000000000100e-02,3.749085754273692034e-02,1.625545042568793744e-02
5.000000000000000278e-02,3.795024359537283593e-02,1.704895819429154066e-02
5.199999999999999761e-02,3.841290706093833385e-02,1.784822295752423044e-02
5.399999999999999939e-02,3.887860302629479736e-02,1.865281984105545895e-02
5.600000000000000117e-02,3.934724363722189033e-02,1.946257834811035078e-02
5.800000000000000294e-02,3.981881314062708788e-02,2.027776951121419008e-02
5.999999999999999778e-02,4.029315799505451406e-02,2.109823339976788642e-02
6.199999999999999956e-02,4.077016218703885531e-02,2.192401368708796552e-02
6.400000000000000133e-02,4.124977867408188142e-02,2.275498043392590319e-02
6.600000000000000311e-02,4.173193551412923696e-02,2.359142347462202249e-02
6.800000000000000488e-02,4.221651248109495325e-02,2.443320911606150156e-02
7.000000000000000666e-02,4.270331830782815585e-02,2.528001928270628973e-02
7.199999999999999456e-02,4.319230114293336892e-02,2.613227337341130288e-02
7.399999999999999634e-02,4.368347458024918889e-02,2.698996795925563338e-02
7.599999999999999811e-02,4.417675341453441984e-02,2.785260062015557439e-02
7.799999999999999989e-02,4.467210179400351450e-02,2.872043584432347474e-02
8.000000000000000167e-02,4.516942439917495666e-02,2.959330125576209794e-02
8.200000000000000344e-02,4.566878092494521674e-02,3.047139691490023325e-02
8.400000000000000522e-02,4.617002020916346344e-02,3.135451880682078168e-02
8.599999999999999312e-02,4.667305314826310225e-02,3.224261108196685433e-02
8.799999999999999489e-02,4.717791152538188676e-02,3.313566705740655927e-02
8.999999999999999667e-02,4.768448284370178925e-02,3.403374345559733588e-02
9.199999999999999845e-02,4.819287782717437962e-02,3.493698217946612783e-02
9.400000000000000022e-02,4.870309338706894225e-02,3.584534807037615539e-02
9.600000000000000200e-02,4.921508230003786288e-02,3.675894403163327412e-02
9.800000000000000377e-02,4.972889919845929763e-02,3.767765681164181313e-02
1.000000000000000056e-01,5.024449909992469848e-02,3.860112307065362292e-02
1.019999999999999934e-01,5.076189905941984326e-02,3.952909185509622531e-02
1.039999999999999952e-01,5.128107442682879047e-02,4.046139486332778201e-02
1.059999999999999970e-01,5.180212063428271674e-02,4.139807948714876312e-02
1.079999999999999988e-01,5.232501603486286457e-02,4.233889747880650173e-02
1.100000000000000006e-01,5.284975745218040838e-02,4.328374657214505150e-02
1.120000000000000023e-01,5.337635306291783899e-02,4.423226555890984873e-02
1.140000000000000041e-01,5.390482516214561981e-02,4.518460283306469094e-02
1.160000000000000059e-01,5.443518912783969904e-02,4.614059405526411278e-02
1.179999999999999938e-01,5.496739736164966972e-02,4.710006666543720133e-02
1.199999999999999956e-01,5.550145196635990208e-02,4.806295794711314823e-02
1.219999999999999973e-01,5.603733059862071181e-02,4.902923523312673060e-02
1.239999999999999991e-01,5.657489049958364102e-02,4.999863550357609709e-02
1.260000000000000009e-01,5.711409614077456176e-02,5.097096867749954796e-02
1.280000000000000027e-01,5.765501871448233673e-02,5.194650744065553577e-02
1.300000000000000044e-01,5.819752684343821453e-02,5.292495720568717033e-02
1.320000000000000062e-01,5.874150745180892197e-02,5.390620050767547244e-02
1.340000000000000080e-01,5.928699522275356071e-02,5.489003558486543061e-02
1.360000000000000098e-01,5.983389918327132462e-02,5.587624902906577345e-02
1.380000000000000115e-01,6.038212320249935344e-02,5.686473961307374897e-02
1.400000000000000133e-01,6.093153628158853169e-02,5.785537201726669715e-02
1.419999999999999873e-01,6.148214555593554259e-02,5.884806005875859586e-02
1.439999999999999891e-01,6.203381268754588895e-02,5.984261705868711145e-02
1.459999999999999909e-01,6.258647318539503623e-02,6.083873982896077087e-02
1.479999999999999927e-01,6.314006299458774230e-02,6.183644077137769729e-02
1.499999999999999944e-01,6.369459180099247553e-02,6.283560163136868437e-02
1.519999999999999962e-01,6.424983107116993830e-02,6.383613663740800304e-02
1.539999999999999980e-01,6.480575081988299013e-02,6.483797063839905062e-02
1.559999999999999998e-01,6.536230717343005647e-02,6.584117678342853164e-02
1.580000000000000016e-01,6.591939816663572316e-02,6.684544044831078335e-02
1.600000000000000033e-01,6.647693371157362141e-02,6.785071705434285450e-02
1.620000000000000051e-01,6.703497744781058976e-02,6.885686764072580790e-02
1.640000000000000069e-01,6.759333998051851589e-02,6.986381151865000971e-02
1.660000000000000087e-01,6.815210732148041517e-02,7.087186521927085758e-02
1.680000000000000104e-01,6.871111022886348951e-02,7.188060685040070785e-02
1.700000000000000122e-01,6.927031566415857433e-02,7.289010899603969029e-02
1.719999999999999862e-01,6.982984350220031167e-02,7.390038076053398464e-02
1.739999999999999880e-01,7.038963110094186015e-02,7.491132958008320242e-02
1.759999999999999898e-01,7.094971787658088669e-02,7.592318369822408097e-02
1.779999999999999916e-01,7.151011721816195876e-02,7.693587441550707451e-02
1.799999999999999933e-01,7.207082647333053205e-02,7.794941147719459951e-02
1.819999999999999951e-01,7.263197536582055580e-02,7.896370703439324623e-02
1.839999999999999969e-01,7.319353691602303869e-02,7.997893319738604012e-02
1.859999999999999987e-01,7.375560121772831157e-02,8.099498398861063042e-02
1.880000000000000004e-01,7.431826757104104120e-02,8.201154682734579371e-02
1.900000000000000022e-01,7.488149284798578664e-02,8.302876823858966471e-02
1.920000000000000040e-01,7.544538481213208803e-02,8.404636111442746749e-02
1.940000000000000058e-01,7.600985150319812533e-02,8.506433021790575644e-02
1.960000000000000075e-01,7.657497715591909948e-02,8.608300564309082081e-02
1.980000000000000093e-01,7.714088493624512988e-02,8.710223254225285539e-02
2.000000000000000111e-01,7.770753450045228550e-02,8.812193369873544402e-02
2.020000000000000129e-01,7.827495028898916185e-02,8.914213897533108943e-02
2.039999999999999869e-01,7.884318622459746129e-02,9.016278984423452270e-02
2.059999999999999887e-01,7.941213777878518287e-02,9.118390224461456195e-02
2.079999999999999905e-01,7.998189234711886031e-02,9.220513092182983095e-02
2.099999999999999922e-01,8.055240894638572569e-02,9.322660137048302542e-02
2.119999999999999940e-01,8.112371139159717248e-02,9.424832405313182671e-02
2.139999999999999958e-01,8.169574349936151170e-02,9.527024962836963540e-02
2.159999999999999976e-01,8.226836213914923146e-02,9.629238821125836456e-02
2.179999999999999993e-01,8.284151977681471213e-02,9.731481176713098480e-02
2.200000000000000011e-01,8.341529325319689547e-02,9.833753391183995551e-02
2.220000000000000029e-01,8.398965536351346572e-02,9.936047533227418405e-02
2.240000000000000047e-01,8.456464192671492297e-02,1.003836599409741182e-01
2.260000000000000064e-01,8.514020389894812191e-02,1.014071809590702533e-01
2.280000000000000082e-01,8.571636917101493891e-02,1.024311755998256607e-01
2.300000000000000100e-01,8.629319788526912394e-02,1.034554786104382729e-01
2.320000000000000118e-01,8.687055031433389696e-02,1.044800426784512765e-01
2.340000000000000135e-01,8.744841849327078531e-02,1.055049604143163539e-01
2.359999999999999876e-01,8.802683415436829417e-02,1.065304933038890844e-01
2.379999999999999893e-01,8.860583386535764161e-02,1.075564276907848837e-01
2.399999999999999911e-01,8.918558003405299694e-02,1.085834007840008886e-01
2.419999999999999929e-01,8.976607436557038078e-02,1.096114416369827343e-01
2.439999999999999947e-01,9.034734556369655722e-02,1.106408175889431744e-01
2.459999999999999964e-01,9.092939241017877761e-02,1.116716380927150060e-01
2.479999999999999982e-01,9.151235948516961427e-02,1.127041664332229243e-01
2.500000000000000000e-01,9.209629649614886615e-02,1.137384170951612622e-01
2.520000000000000018e-01,9.268132256662835189e-02,1.147745262664195964e-01
2.540000000000000036e-01,9.326735037179179066e-02,1.158124557210297584e-01
2.560000000000000053e-01,9.385442274953544051e-02,1.168521546942480893e-01
2.580000000000000071e-01,9.444256015607438437e-02,1.178937711006831368e-01
2.600000000000000089e-01,9.503181507923344484e-02,1.189375188320412752e-01
2.620000000000000107e-01,9.562224183607712091e-02,1.199832888745378107e-01
2.640000000000000124e-01,9.621397405867891661e-02,1.210313828637798739e-01
2.660000000000000142e-01,9.680695110432539774e-02,1.220817062175608425e-01
2.680000000000000160e-01,9.740115856732456390e-02,1.231341094998217867e-01
2.700000000000000178e-01,9.799658096386525130e-02,1.241889542471024677e-01
2.720000000000000195e-01,9.859333795259705990e-02,1.252458188225384350e-01
2.740000000000000213e-01,9.919130965127878619e-02,1.263044228538937330e-01
2.760000000000000231e-01,9.979043728559973403e-02,1.273648752082129076e-01
2.780000000000000249e-01,1.003906973242454648e-01,1.284271781879086083e-01
2.800000000000000266e-01,1.009921672460468711e-01,1.294910650585098522e-01
2.819999999999999729e-01,1.015947638108052886e-01,1.305566339532318043e-01
2.839999999999999747e-01,1.021983006002732397e-01,1.316239000548205529e-01
2.859999999999999765e-01,1.028029178912138186e-01,1.326928150659697492e-01
2.879999999999999782e-01,1.034085389838449165e-01,1.337633830045236172e-01
2.899999999999999800e-01,1.040152295773621449e-01,1.348355611754217809e-01
2.919999999999999818e-01,1.046229375698530251e-01,1.359093366039891559e-01
2.939999999999999836e-01,1.052317047868394084e-01,1.369847009225932666e-01
2.959999999999999853e-01,1.058415696171818715e-01,1.380614539486453574e-01
2.979999999999999871e-01,1.064525218994410161e-01,1.391396617059361407e-01
2.999999999999999889e-01,1.070646434113681489e-01,1.402195056454469402e-01
3.019999999999999907e-01,1.076779005847551401e-01,1.413009211480722449e-01
3.039999999999999925e-01,1.082923559608979514e-01,1.423838188235821700e-01
3.059999999999999942e-01,1.089079987780380843e-01,1.434681025989967551e-01
3.079999999999999960e-01,1.095247122071230372e-01,1.445540545450538783e-01
3.099999999999999978e-01,1.101425900852164852e-01,1.456417215929997067e-01
3.119999999999999996e-01,1.107615371391714176e-01,1.467307502309534162e-01
3.140000000000000013e-01,1.113816713342579701e-01,1.478214334150494969e-01
3.160000000000000031e-01,1.120028708643319437e-01,1.489138640961700510e-01
3.180000000000000049e-01,1.126251342930870425e-01,1.500081110779688254e-01
