# time,average_distance,95CLI
0.000000000000000000e+00,2.799558999216591025e-05,8.180202337772809093e-07
2.000000000000000042e-03,2.757311816683536798e-05,9.587342340637558680e-07
4.000000000000000083e-03,2.713004612770622770e-05,1.302410987687574926e-06
6.000000000000000125e-03,2.670041582534630890e-05,1.698406095383415071e-06
8.000000000000000167e-03,2.628269215949213968e-05,2.049702745683232600e-06
1.000000000000000021e-02,2.590708206455255585e-05,2.410911786326279474e-06
1.200000000000000025e-02,2.552732794299590436e-05,2.717913634805028971e-06
1.400000000000000029e-02,2.518540092312348676e-05,2.985442288764504746e-06
1.600000000000000033e-02,2.483438502149765511e-05,3.218045096794530079e-06
1.799999999999999864e-02,2.452903999345524191e-05,3.432200863443660395e-06
2.000000000000000042e-02,2.422653140174753106e-05,3.664255575082276234e-06
2.199999999999999872e-02,2.397301562770756886e-05,3.883264605100528393e-06
2.400000000000000050e-02,2.371675789484135234e-05,4.060678420904581214e-06
2.599999999999999881e-02,2.349404479785102210e-05,4.335823278972825819e-06
2.800000000000000058e-02,2.329385100259562404e-05,4.659841712508346352e-06
2.999999999999999889e-02,2.311767635295842408e-05,5.003151427911392098e-06
3.200000000000000067e-02,2.296527370334130362e-05,5.466888511987296155e-06
3.400000000000000244e-02,2.283415859386219641e-05,5.934657276128032984e-06
3.599999999999999728e-02,2.273109577599560376e-05,6.512237470666487729e-06
3.799999999999999906e-02,2.264080661192711280e-05,7.075589020447968670e-06
4.000000000000000083e-02,2.256620747967691968e-05,7.683804737795082459e-06
4.200000000000000261e-02,2.250699090800979116e-05,8.392213159815506245e-06
4.399999999999999745e-02,2.250903447495622935e-05,9.109402582325107153e-06
4.599999999999999922e-02,2.248640785749981931e-05,9.824113694744841395e-06
4.800000000000000100e-02,2.249677141174286321e-05,1.054839218177176644e-05
5.000000000000000278e-02,2.254553028847831880e-05,1.136296317503522325e-05
5.199999999999999761e-02,2.260376987764300071e-05,1.214423281666140583e-05
5.399999999999999939e-02,2.267993387211869171e-05,1.297473858503588894e-05
5.600000000000000117e-02,2.275691083592569879e-05,1.383368389027890678e-05
5.800000000000000294e-02,2.284345553904056916e-05,1.472871810073034327e-05
5.999999999999999778e-02,2.295785352306706055e-05,1.560318338456828947e-05
6.199999999999999956e-02,2.311094127649364604e-05,1.655168562639811186e-05
6.400000000000000133e-02,2.327252467900365728e-05,1.755258139745675960e-05
6.600000000000000311e-02,2.344192442234974567e-05,1.855244277397188356e-05
6.800000000000000488e-02,2.361862971522082130e-05,1.959221571378015625e-05
7.000000000000000666e-02,2.384002423527942468e-05,2.075583679240113535e-05
7.199999999999999456e-02,2.405444441276169119e-05,2.186752925454980896e-05
7.399999999999999634e-02,2.427567291317275474e-05,2.299762596663245770e-05
7.599999999999999811e-02,2.452158753004144475e-05,2.422821516251656655e-05
7.799999999999999989e-02,2.478384396909385330e-05,2.544451684306339224e-05
8.000000000000000167e-02,2.505916802269274926e-05,2.673448573713393776e-05
8.200000000000000344e-02,2.533829606728193784e-05,2.803768846529237720e-05
8.400000000000000522e-02,2.565027893068457996e-05,2.939790768659410671e-05
8.599999999999999312e-02,2.596605601575671858e-05,3.083082919319317432e-05
8.799999999999999489e-02,2.626433064318722872e-05,3.223847504236971087e-05
8.999999999999999667e-02,2.661904317096919047e-05,3.368378457266743618e-05
9.199999999999999845e-02,2.694052251880135540e-05,3.513077269363710592e-05
9.400000000000000022e-02,2.728883862171611443e-05,3.659824346642266566e-05
9.600000000000000200e-02,2.764273661805774997e-05,3.802617402471447741e-05
9.800000000000000377e-02,2.800220797014877971e-05,3.950159098228058922e-05
1.000000000000000056e-01,2.840032086423743444e-05,4.100480037952189828e-05
1.019999999999999934e-01,2.878355056964543884e-05,4.258766675042377693e-05
1.039999999999999952e-01,2.917241660876809423e-05,4.414905318690149114e-05
1.059999999999999970e-01,2.957894400790436512e-05,4.577650347671011503e-05
1.079999999999999988e-01,2.998559430160383123e-05,4.739934345745287200e-05
