# time,average_distance,95CLI
0.000000000000000000e+00,2.800000008693172004e-01,8.014850807738449122e-07
2.000000000000000042e-03,2.799394326828596458e-01,1.568261018074510252e-03
4.000000000000000083e-03,2.798859164817082967e-01,3.133570195837882821e-03
6.000000000000000125e-03,2.798394026093801723e-01,4.695737886169451362e-03
8.000000000000000167e-03,2.797999069859873900e-01,6.255015422592513120e-03
1.000000000000000021e-02,2.797674343711392120e-01,7.811527217507647711e-03
1.200000000000000025e-02,2.797420097820076945e-01,9.365342408446943392e-03
1.400000000000000029e-02,2.797236505653123984e-01,1.091618500819701958e-02
1.600000000000000033e-02,2.797122518744561415e-01,1.246432884556004060e-02
1.799999999999999864e-02,2.797078406569915021e-01,1.401017302139575746e-02
2.000000000000000042e-02,2.797103995690840561e-01,1.555412591237858091e-02
2.199999999999999872e-02,2.797199954382617593e-01,1.709606849416625898e-02
2.400000000000000050e-02,2.797365331445188508e-01,1.863634157852116918e-02
2.599999999999999881e-02,2.797600450369121527e-01,2.017515069285953297e-02
2.800000000000000058e-02,2.797905872540089600e-01,2.171249125766253757e-02
2.999999999999999889e-02,2.798282172244342947e-01,2.324829615251446796e-02
3.200000000000000067e-02,2.798728940350127536e-01,2.478283425896340639e-02
3.400000000000000244e-02,2.799246300438187340e-01,2.631648658887048367e-02
3.599999999999999728e-02,2.799833687242686553e-01,2.784917292662345001e-02
3.799999999999999906e-02,2.800491313705547602e-01,2.938114113002378985e-02
4.000000000000000083e-02,2.801219384447748428e-01,3.091238433730142746e-02
4.200000000000000261e-02,2.802018062781046481e-01,3.244289129075227096e-02
4.399999999999999745e-02,2.802888723046277342e-01,3.397306242425399136e-02
4.599999999999999922e-02,2.803831190936273421e-01,3.550288999754033781e-02
4.800000000000000100e-02,2.804847914389309027e-01,3.703260985263794741e-02
5.000000000000000278e-02,2.805938076477026977e-01,3.856210019863651889e-02
5.199999999999999761e-02,2.807101017729340953e-01,4.009148892826955995e-02
5.399999999999999939e-02,2.808336555338767360e-01,4.162080476900319181e-02
5.600000000000000117e-02,2.809646409986270577e-01,4.315010513822908206e-02
5.800000000000000294e-02,2.811029024783811003e-01,4.467963802140878515e-02
5.999999999999999778e-02,2.812485864859527451e-01,4.620958392577743240e-02
6.199999999999999956e-02,2.814016460743842263e-01,4.774001160060391269e-02
6.400000000000000133e-02,2.815620871303856076e-01,4.927109849452002144e-02
6.600000000000000311e-02,2.817297891221615114e-01,5.080272376785942290e-02
6.800000000000000488e-02,2.819047220794794195e-01,5.233495411109619078e-02
7.000000000000000666e-02,2.820868070869299582e-01,5.386807028775409539e-02
7.199999999999999456e-02,2.822760760283565262e-01,5.540212275154317995e-02
7.399999999999999634e-02,2.824725140359534703e-01,5.693725107735502639e-02
7.599999999999999811e-02,2.826759576766137982e-01,5.847333151597666062e-02
7.799999999999999989e-02,2.828863591493928631e-01,6.001054502950850522e-02
8.000000000000000167e-02,2.831036567439496054e-01,6.154895041992537036e-02
8.200000000000000344e-02,2.833277624359449298e-01,6.308853091929297885e-02
8.400000000000000522e-02,2.835586210665316242e-01,6.462960377864421235e-02
8.599999999999999312e-02,2.837963113862200792e-01,6.617221174269508066e-02
8.799999999999999489e-02,2.840407885376751151e-01,6.771631632137906087e-02
8.999999999999999667e-02,2.842919845250890809e-01,6.926188117267990940e-02
9.199999999999999845e-02,2.845498001721627479e-01,7.080884796822410621e-02
9.400000000000000022e-02,2.848142376555492516e-01,7.235722079262306428e-02
9.600000000000000200e-02,2.850852923921919357e-01,7.390699391982896715e-02
9.800000000000000377e-02,2.853629024596889829e-01,7.545816602148318342e-02
1.000000000000000056e-01,2.856469791718696527e-01,7.701072280629454869e-02
1.019999999999999934e-01,2.859375495472996631e-01,7.856456632205613411e-02
1.039999999999999952e-01,2.862345284385679478e-01,8.011962476894823881e-02
1.059999999999999970e-01,2.865377261087810323e-01,8.167586840337445753e-02
1.079999999999999988e-01,2.868471897594454534e-01,8.323325910253806525e-02
1.100000000000000006e-01,2.871627758297258248e-01,8.479170855920088734e-02
1.120000000000000023e-01,2.874844267604282910e-01,8.635116187317432024e-02
1.140000000000000041e-01,2.878119999562008813e-01,8.791155114661687586e-02
1.160000000000000059e-01,2.881454890904203703e-01,8.947251105075433586e-02
1.179999999999999938e-01,2.884848080360118971e-01,9.103428312033184922e-02
1.199999999999999956e-01,2.888298577464272765e-01,9.259665934165907386e-02
1.219999999999999973e-01,2.891807050350975183e-01,9.415949942238771575e-02
1.239999999999999991e-01,2.895371643620272550e-01,9.572286306872825057e-02
1.260000000000000009e-01,2.898992248134322214e-01,9.728660936665577130e-02
1.280000000000000027e-01,2.902667977142381339e-01,9.885078834636210066e-02
1.300000000000000044e-01,2.906397917858724034e-01,1.004155527771161821e-01
1.320000000000000062e-01,2.910180922865783781e-01,1.019806695732567853e-01
1.340000000000000080e-01,2.914015621629285624e-01,1.035456706800202409e-01
1.360000000000000098e-01,2.917902420624856052e-01,1.051105381900410973e-01
1.380000000000000115e-01,2.921839472586643671e-01,1.066752478643521879e-01
1.400000000000000133e-01,2.925827280832752897e-01,1.082396393606334245e-01
1.419999999999999873e-01,2.929864429938968118e-01,1.098034893611987001e-01
1.439999999999999891e-01,2.933951609149225148e-01,1.113665932487568067e-01
1.459999999999999909e-01,2.938087727774820190e-01,1.129288398637197793e-01
1.479999999999999927e-01,2.942272867964619287e-01,1.144900345961189364e-01
1.499999999999999944e-01,2.946506208379839897e-01,1.160503130364139435e-01
1.519999999999999962e-01,2.950787961559001582e-01,1.176096830225029505e-01
1.539999999999999980e-01,2.955117320965067185e-01,1.191677569345082899e-01
1.559999999999999998e-01,2.959494106256724821e-01,1.207244542939155396e-01
1.580000000000000016e-01,2.963919255647728401e-01,1.222798645912290816e-01
1.600000000000000033e-01,2.968392715125278691e-01,1.238336567749930145e-01
1.620000000000000051e-01,2.972913886050719268e-01,1.253858879986957386e-01
1.640000000000000069e-01,2.977483227063050242e-01,1.269366916679524060e-01
1.660000000000000087e-01,2.982101519204078954e-01,1.284859840098633577e-01
1.680000000000000104e-01,2.986769429278623988e-01,1.300338514227163955e-01
1.700000000000000122e-01,2.991487316882519010e-01,1.315799994407733930e-01
1.719999999999999862e-01,2.996254512546479565e-01,1.331248309322770884e-01
1.739999999999999880e-01,3.001071579586278570e-01,1.346682533217586075e-01
1.759999999999999898e-01,3.005939037818519122e-01,1.362102081135126708e-01
1.779999999999999916e-01,3.010858249580694590e-01,1.377508873644780751e-01
1.799999999999999933e-01,3.015828203824663101e-01,1.392901203921632081e-01
1.819999999999999951e-01,3.020848401428286589e-01,1.408280835483675386e-01
1.839999999999999969e-01,3.025918928018327403e-01,1.423649695110276170e-01
1.859999999999999987e-01,3.031039279749663251e-01,1.439004544657473961e-01
1.880000000000000004e-01,3.036208262000194003e-01,1.454345297308938800e-01
1.900000000000000022e-01,3.041424440991017386e-01,1.469670570537532639e-01
1.920000000000000040e-01,3.046687622407551199e-01,1.484979613677368526e-01
1.940000000000000058e-01,3.051996811124274012e-01,1.500271823820893968e-01
1.960000000000000075e-01,3.057349646693086065e-01,1.515545032732076025e-01
1.980000000000000093e-01,3.062745717187937977e-01,1.530798469349278768e-01
2.000000000000000111e-01,3.068184044321012327e-01,1.546031594877322057e-01
2.020000000000000129e-01,3.073664285029121812e-01,1.561243651016779033e-01
2.039999999999999869e-01,3.079185053066520461e-01,1.576433855283015939e-01
2.059999999999999887e-01,3.084746391388076825e-01,1.591601963061841651e-01
2.079999999999999905e-01,3.090347854572815800e-01,1.606746887466683205e-01
2.099999999999999922e-01,3.095988906360011561e-01,1.621865295251640748e-01
2.119999999999999940e-01,3.101668375935797695e-01,1.636960141688968695e-01
2.139999999999999958e-01,3.107386717181110369e-01,1.652030501361764492e-01
2.159999999999999976e-01,3.113142986035102311e-01,1.667077188374244123e-01
2.179999999999999993e-01,3.118936528562950006e-01,1.682098594056106733e-01
2.200000000000000011e-01,3.124767237069717152e-01,1.697097385623004551e-01
2.220000000000000029e-01,3.130636195490937856e-01,1.712078087311962316e-01
2.240000000000000047e-01,3.136542840530714971e-01,1.727040452059382947e-01
2.260000000000000064e-01,3.142487515690828292e-01,1.741984868416053822e-01
2.280000000000000082e-01,3.148469428474995890e-01,1.756913663612953702e-01
2.300000000000000100e-01,3.154488796737959788e-01,1.771828225430901738e-01
2.320000000000000118e-01,3.160546214462858217e-01,1.786730234072017032e-01
2.340000000000000135e-01,3.166641389452178323e-01,1.801621177868252544e-01
2.359999999999999876e-01,3.172774459852743534e-01,1.816500553805096285e-01
2.379999999999999893e-01,3.178944656136675206e-01,1.831369034287455566e-01
2.399999999999999911e-01,3.185153023464435407e-01,1.846229702368011039e-01
2.419999999999999929e-01,3.191399564457741977e-01,1.861084123142484892e-01
2.439999999999999947e-01,3.197683270923140642e-01,1.875929164553840345e-01
2.459999999999999964e-01,3.204004885445677075e-01,1.890767529051126661e-01
2.479999999999999982e-01,3.210363746021006603e-01,1.905599310177371053e-01
2.500000000000000000e-01,3.216759013296658365e-01,1.920427801166626758e-01
2.520000000000000018e-01,3.223190220820471574e-01,1.935252919437422392e-01
2.540000000000000036e-01,3.229658024879333289e-01,1.950075798572596386e-01
2.560000000000000053e-01,3.236160821905089691e-01,1.964895834488068482e-01
2.580000000000000071e-01,3.242698883496759610e-01,1.979715987289620005e-01
2.600000000000000089e-01,3.249272069871340651e-01,1.994534582215888030e-01
