# time,average_distance,95CLI
0.000000000000000000e+00,2.800036656497329477e-04,8.020150303859601991e-07
2.000000000000000042e-03,2.855504749653732673e-04,7.479394216712524223e-06
4.000000000000000083e-03,2.912543572923449752e-04,1.538746325201346417e-05
6.000000000000000125e-03,2.970944434591417209e-04,2.371629467534585933e-05
8.000000000000000167e-03,3.030464138795767814e-04,3.250658390974511683e-05
1.000000000000000021e-02,3.091114190477283093e-04,4.172342397892298780e-05
1.200000000000000025e-02,3.152945501384943642e-04,5.143309778870841915e-05
1.400000000000000029e-02,3.215602859340884498e-04,6.151851605950547507e-05
1.600000000000000033e-02,3.279318567554517414e-04,7.215563420354191267e-05
1.799999999999999864e-02,3.343723334687371510e-04,8.319684772829540585e-05
2.000000000000000042e-02,3.409264852298769712e-04,9.478901719790850592e-05
2.199999999999999872e-02,3.475251833720676429e-04,1.068087406510531543e-04
2.400000000000000050e-02,3.541865711110866316e-04,1.193108069556587692e-04
2.599999999999999881e-02,3.609160435624990653e-04,1.323264274043862629e-04
2.800000000000000058e-02,3.677246133111465977e-04,1.457564935470951251e-04
2.999999999999999889e-02,3.745751485302175688e-04,1.596382827281250696e-04
3.200000000000000067e-02,3.814708070098014512e-04,1.741399272521951865e-04
3.400000000000000244e-02,3.884550544731701764e-04,1.891881503937354616e-04
3.599999999999999728e-02,3.954750443040234531e-04,2.047089778834399734e-04
3.799999999999999906e-02,4.025394147768836728e-04,2.205711577882759342e-04
4.000000000000000083e-02,4.096441534392169766e-04,2.370308769492305981e-04
4.200000000000000261e-02,4.168074841821096574e-04,2.540303424872917605e-04
4.399999999999999745e-02,4.240315894907396486e-04,2.717821292625544711e-04
4.599999999999999922e-02,4.313072085989870649e-04,2.898913162724632629e-04
4.800000000000000100e-02,4.386251758866452507e-04,3.084578429568606093e-04
5.000000000000000278e-02,4.460168956753782460e-04,3.273999857908970195e-04
5.199999999999999761e-02,4.534198753043905362e-04,3.464727574593876513e-04
5.399999999999999939e-02,4.608972015791039834e-04,3.654314906571106357e-04
5.600000000000000117e-02,4.684259197485411783e-04,3.847087632903126186e-04
5.800000000000000294e-02,4.760031294499569550e-04,4.043012367951376198e-04
5.999999999999999778e-02,4.836803043489164072e-04,4.243376898634068509e-04
6.199999999999999956e-02,4.914335515262778769e-04,4.450015930530210701e-04
