# time,average_distance,95CLI
0.000000000000000000e+00,2.799991175641057626e-03,7.875430160597872432e-07
2.000000000000000042e-03,2.855892735268336299e-03,7.703833215128223061e-05
4.000000000000000083e-03,2.913254489008204259e-03,1.591105014874254111e-04
6.000000000000000125e-03,2.972004232687242183e-03,2.462249319736990803e-04
8.000000000000000167e-03,3.032005491326790828e-03,3.374704689454614348e-04
1.000000000000000021e-02,3.093159511478916351e-03,4.327040235604132329e-04
1.200000000000000025e-02,3.155362245287324837e-03,5.317327425923901781e-04
1.400000000000000029e-02,3.218649691801962146e-03,6.349934370633097350e-04
1.600000000000000033e-02,3.282845104544914773e-03,7.419606926647872398e-04
1.799999999999999864e-02,3.348021893695976667e-03,8.527999540988929952e-04
2.000000000000000042e-02,3.414039480527075385e-03,9.666814904203325414e-04
2.199999999999999872e-02,3.480904889312309500e-03,1.083675876470773869e-03
2.400000000000000050e-02,3.548593568838979452e-03,1.204032699198565644e-03
2.599999999999999881e-02,3.616970177325319526e-03,1.327391330533154480e-03
2.800000000000000058e-02,3.686051705916824212e-03,1.453806766590903798e-03
2.999999999999999889e-02,3.755710419684836574e-03,1.582572087828644286e-03
3.200000000000000067e-02,3.825958552735474107e-03,1.713794936142018976e-03
3.400000000000000244e-02,3.896825219238969455e-03,1.847736192549325872e-03
3.599999999999999728e-02,3.968299942800613406e-03,1.984964304339581834e-03
3.799999999999999906e-02,4.040363705504972092e-03,2.125873419292291771e-03
4.000000000000000083e-02,4.113071134999632394e-03,2.270454264115429922e-03
4.200000000000000261e-02,4.186444908853122204e-03,2.418859577705156048e-03
4.399999999999999745e-02,4.260396725842159442e-03,2.571303007464703812e-03
4.599999999999999922e-02,4.334942618748407160e-03,2.727624019548745976e-03
4.800000000000000100e-02,4.410032998402979576e-03,2.887732244065503544e-03
5.000000000000000278e-02,4.485801961040137426e-03,3.051709252415857852e-03
5.199999999999999761e-02,4.562226342880369885e-03,3.219686476677765218e-03
5.399999999999999939e-02,4.639202046417096985e-03,3.391271206381858173e-03
5.600000000000000117e-02,4.716776437499074943e-03,3.566356913371631927e-03
5.800000000000000294e-02,4.794951271209811974e-03,3.744845131643165237e-03
5.999999999999999778e-02,4.873754028985202366e-03,3.926625342353479327e-03
6.199999999999999956e-02,4.953195917370372889e-03,4.111596486294373173e-03
6.400000000000000133e-02,5.033212111396029136e-03,4.299859489261749664e-03
6.600000000000000311e-02,5.113934085019203150e-03,4.491522210525309387e-03
6.800000000000000488e-02,5.195268210698869224e-03,4.686596414039621503e-03
7.000000000000000666e-02,5.277263624425893723e-03,4.885711987607202662e-03
7.199999999999999456e-02,5.360041668914359951e-03,5.088933000926380845e-03
7.399999999999999634e-02,5.443613612428831530e-03,5.297038748486814635e-03
