# time,average_distance,95CLI
0.000000000000000000e+00,2.800001546658235224e-02,7.963832545717088449e-07
2.000000000000000042e-03,2.793214036271783954e-02,4.020762308151039181e-04
4.000000000000000083e-03,2.786859038618594298e-02,8.030564810094502782e-04
6.000000000000000125e-03,2.780947341841789183e-02,1.203154398858944469e-03
8.000000000000000167e-03,2.775485581182437003e-02,1.602374139343720749e-03
1.000000000000000021e-02,2.770484177755847335e-02,2.000880738649848771e-03
1.200000000000000025e-02,2.765954325708143424e-02,2.398692731302543707e-03
1.400000000000000029e-02,2.761914645138220659e-02,2.796655698156098359e-03
1.600000000000000033e-02,2.758375193634314548e-02,3.194927460239146023e-03
1.799999999999999864e-02,2.755343763652450331e-02,3.593682064630004860e-03
2.000000000000000042e-02,2.752831878972904905e-02,3.993300814971939734e-03
2.199999999999999872e-02,2.750840659338755004e-02,4.394315897399780554e-03
2.400000000000000050e-02,2.749379534797207619e-02,4.796818840833326145e-03
2.599999999999999881e-02,2.748459040957867971e-02,5.201366363043195135e-03
2.800000000000000058e-02,2.748083409744715017e-02,5.608925994725945559e-03
2.999999999999999889e-02,2.748249583234279106e-02,6.020201808062662120e-03
3.200000000000000067e-02,2.748958921920907628e-02,6.435348150526657568e-03
3.400000000000000244e-02,2.750224970681492201e-02,6.854803350980521147e-03
3.599999999999999728e-02,2.752043664207086057e-02,7.279260463587971033e-03
3.799999999999999906e-02,2.754423742230398611e-02,7.709052570226092999e-03
4.000000000000000083e-02,2.757363982968447091e-02,8.144219366829649406e-03
4.200000000000000261e-02,2.760867882829111039e-02,8.585129412100052371e-03
4.399999999999999745e-02,2.764942299802131132e-02,9.031856070958754062e-03
4.599999999999999922e-02,2.769575496855354590e-02,9.484283126697986774e-03
4.800000000000000100e-02,2.774768479464059107e-02,9.942315088426308123e-03
5.000000000000000278e-02,2.780511088127021746e-02,1.040624381708383367e-02
5.199999999999999761e-02,2.786809453534163511e-02,1.087606627064399700e-02
5.399999999999999939e-02,2.793656672045582989e-02,1.135171667002760933e-02
5.600000000000000117e-02,2.801035473361262323e-02,1.183286224388589020e-02
5.800000000000000294e-02,2.808950697667374902e-02,1.231935081743627987e-02
5.999999999999999778e-02,2.817390695894862740e-02,1.281106823853179685e-02
6.199999999999999956e-02,2.826358844311350690e-02,1.330813077056479908e-02
6.400000000000000133e-02,2.835852651673480967e-02,1.381000534070265379e-02
6.600000000000000311e-02,2.845874364041778293e-02,1.431641212439832903e-02
6.800000000000000488e-02,2.856418785242641201e-02,1.482692518196309858e-02
7.000000000000000666e-02,2.867465488540286295e-02,1.534209790213859718e-02
7.199999999999999456e-02,2.879029373172237172e-02,1.586191975853071603e-02
7.399999999999999634e-02,2.891090925409190576e-02,1.638662486594847506e-02
7.599999999999999811e-02,2.903638810785851704e-02,1.691634667658422492e-02
7.799999999999999989e-02,2.916682839628445198e-02,1.745153453909552635e-02
8.000000000000000167e-02,2.930213194406142835e-02,1.799237682114870548e-02
8.200000000000000344e-02,2.944231332768459941e-02,1.853934951166415906e-02
8.400000000000000522e-02,2.958731597646979683e-02,1.909261173812957027e-02
8.599999999999999312e-02,2.973704660427152827e-02,1.965212233062241937e-02
8.799999999999999489e-02,2.989157018142465233e-02,2.021857641957179944e-02
8.999999999999999667e-02,3.005081846684228702e-02,2.079185218360221285e-02
9.199999999999999845e-02,3.021471181386377325e-02,2.137177195805796404e-02
9.400000000000000022e-02,3.038329253703327820e-02,2.195836657432420277e-02
9.600000000000000200e-02,3.055654439226286254e-02,2.255186702837492022e-02
9.800000000000000377e-02,3.073437696429041910e-02,2.315213110971633959e-02
1.000000000000000056e-01,3.091674730630345619e-02,2.375895280763407752e-02
1.019999999999999934e-01,3.110359239038384613e-02,2.437222475410620592e-02
1.039999999999999952e-01,3.129487698803177370e-02,2.499168285571242917e-02
1.059999999999999970e-01,3.149048999859750675e-02,2.561715501797520375e-02
1.079999999999999988e-01,3.169043809833636816e-02,2.624879367811899095e-02
1.100000000000000006e-01,3.189455289239582353e-02,2.688602832257001168e-02
1.120000000000000023e-01,3.210293935807446986e-02,2.752926921802242508e-02
1.140000000000000041e-01,3.231558550337689656e-02,2.817887928601670033e-02
1.160000000000000059e-01,3.253247537755483976e-02,2.883444846252667532e-02
1.179999999999999938e-01,3.275345014942444150e-02,2.949553988343868449e-02
1.199999999999999956e-01,3.297856538116783476e-02,3.016229367819505541e-02
1.219999999999999973e-01,3.320777510220954826e-02,3.083434242786276328e-02
1.239999999999999991e-01,3.344103170654885715e-02,3.151194724351134846e-02
1.260000000000000009e-01,3.367826078262871337e-02,3.219501393748835927e-02
1.280000000000000027e-01,3.391926965541781219e-02,3.288335994239368482e-02
1.300000000000000044e-01,3.416404104740725090e-02,3.357667968048159979e-02
1.320000000000000062e-01,3.441247537009486240e-02,3.427497042594493393e-02
1.340000000000000080e-01,3.466436840566945732e-02,3.497792953912762237e-02
1.360000000000000098e-01,3.491973827081274601e-02,3.568567207774817063e-02
1.380000000000000115e-01,3.517846012667724676e-02,3.639741649139782709e-02
1.400000000000000133e-01,3.544044431253653982e-02,3.711275755853886416e-02
1.419999999999999873e-01,3.570563036685679703e-02,3.783139424047628901e-02
1.439999999999999891e-01,3.597386856006631189e-02,3.855299605862280710e-02
1.459999999999999909e-01,3.624507054716140375e-02,3.927730373327235208e-02
1.479999999999999927e-01,3.651911596581854103e-02,4.000424316509757633e-02
1.499999999999999944e-01,3.679598036122801175e-02,4.073412171477221178e-02
1.519999999999999962e-01,3.707560025330473852e-02,4.146663735276829438e-02
1.539999999999999980e-01,3.735801563313755069e-02,4.220161779311967787e-02
1.559999999999999998e-01,3.764315140219080119e-02,4.293938270222454751e-02
1.580000000000000016e-01,3.793092981367950783e-02,4.367945506428799057e-02
1.600000000000000033e-01,3.822134984695782500e-02,4.442186651549844684e-02
1.620000000000000051e-01,3.851434200964860832e-02,4.516637470719481878e-02
1.640000000000000069e-01,3.880992252399409481e-02,4.591360248772405339e-02
1.660000000000000087e-01,3.910806277761302852e-02,4.666335687011297084e-02
1.680000000000000104e-01,3.940867741076819336e-02,4.741531760551190300e-02
1.700000000000000122e-01,3.971180196667953299e-02,4.816946038709161992e-02
1.719999999999999862e-01,4.001726633904032632e-02,4.892584346841254844e-02
1.739999999999999880e-01,4.032513266905558835e-02,4.968472416246344503e-02
1.759999999999999898e-01,4.063529958026497468e-02,5.044604852849673277e-02
1.779999999999999916e-01,4.094768751796691586e-02,5.120964266821147193e-02
1.799999999999999933e-01,4.126228705723457985e-02,5.197577849860512272e-02
1.819999999999999951e-01,4.157899633695404107e-02,5.274480836942247591e-02
1.839999999999999969e-01,4.189782689918690461e-02,5.351659511251084800e-02
1.859999999999999987e-01,4.221858585244359086e-02,5.429092285033967902e-02
1.880000000000000004e-01,4.254116874012265487e-02,5.506773530580889864e-02
1.900000000000000022e-01,4.286561294070516392e-02,5.584723181565597050e-02
1.920000000000000040e-01,4.319185407661074033e-02,5.662943016671521251e-02
1.940000000000000058e-01,4.351972490392309184e-02,5.741479358925147269e-02
1.960000000000000075e-01,4.384922054531889546e-02,5.820333918036012938e-02
1.980000000000000093e-01,4.418026595122478972e-02,5.899520355444326514e-02
2.000000000000000111e-01,4.451291721474009977e-02,5.979057913873891961e-02
2.020000000000000129e-01,4.484718309063876612e-02,6.058974874060099602e-02
2.039999999999999869e-01,4.518299732640142230e-02,6.139295724753061206e-02
2.059999999999999887e-01,4.552034615850718280e-02,6.220032275689262730e-02
2.079999999999999905e-01,4.585917827487132753e-02,6.301192427700076648e-02
2.099999999999999922e-01,4.619951324666131398e-02,6.382784787559625528e-02
2.119999999999999940e-01,4.654135020286902930e-02,6.464809830266379787e-02
2.139999999999999958e-01,4.688463484650172430e-02,6.547268566864279660e-02
2.159999999999999976e-01,4.722934950275045618e-02,6.630172365187771144e-02
