# time,average_distance,95CLI
0.000000000000000000e+00,2.799900212446491954e-04,8.023878588284626358e-07
2.000000000000000042e-03,2.755935163933843001e-04,5.249790079460606587e-06
4.000000000000000083e-03,2.713100177559865981e-04,1.005782958535111859e-05
6.000000000000000125e-03,2.671319592760845523e-04,1.450477405286451139e-05
8.000000000000000167e-03,2.631000593160777641e-04,1.853041781332482167e-05
1.000000000000000021e-02,2.592486059302274428e-04,2.215486847073483965e-05
1.200000000000000025e-02,2.555744802483939527e-04,2.529632317862934841e-05
1.400000000000000029e-02,2.520737683624320671e-04,2.806880212948819345e-05
1.600000000000000033e-02,2.487590610419932726e-04,3.052760209090414617e-05
1.799999999999999864e-02,2.456762079730948111e-04,3.278152162917727456e-05
2.000000000000000042e-02,2.427929898154475438e-04,3.497010992959031833e-05
2.199999999999999872e-02,2.401301158274411914e-04,3.713380105159833625e-05
2.400000000000000050e-02,2.376925914947222750e-04,3.951111718955652245e-05
2.599999999999999881e-02,2.354447837583661951e-04,4.201173586353925993e-05
2.800000000000000058e-02,2.334314367415621675e-04,4.483546794708965366e-05
2.999999999999999889e-02,2.316485107704246418e-04,4.798757408463122576e-05
3.200000000000000067e-02,2.300858726878014890e-04,5.151398025171415013e-05
3.400000000000000244e-02,2.287345063049891136e-04,5.539314144498889650e-05
3.599999999999999728e-02,2.275965802204189055e-04,5.963522801190276223e-05
3.799999999999999906e-02,2.266742664623578262e-04,6.427425316670389737e-05
4.000000000000000083e-02,2.259611963324646092e-04,6.936481125050536641e-05
4.200000000000000261e-02,2.254549683118634040e-04,7.486218797836059530e-05
4.399999999999999745e-02,2.251721124823095367e-04,8.078248624818024309e-05
4.599999999999999922e-02,2.250316633286249864e-04,8.702793088562749808e-05
4.800000000000000100e-02,2.251159082113994396e-04,9.372034085372613445e-05
5.000000000000000278e-02,2.253841782265007462e-04,1.006849036401682675e-04
5.199999999999999761e-02,2.258370435188254244e-04,1.080238675386875678e-04
5.399999999999999939e-02,2.264522950691379936e-04,1.158555391377537363e-04
5.600000000000000117e-02,2.272407165855910762e-04,1.240712524588354515e-04
5.800000000000000294e-02,2.282259561043512128e-04,1.328082829300436985e-04
5.999999999999999778e-02,2.293838977688984434e-04,1.418513649274422627e-04
6.199999999999999956e-02,2.306814345489978553e-04,1.512302572761795819e-04
6.400000000000000133e-02,2.321530368007314327e-04,1.610481161434356692e-04
6.600000000000000311e-02,2.337793652992513913e-04,1.712849417640682141e-04
6.800000000000000488e-02,2.355790913654579261e-04,1.822839516987007926e-04
7.000000000000000666e-02,2.375341542776645838e-04,1.938569289239351775e-04
7.199999999999999456e-02,2.396350745399570843e-04,2.058092537868511475e-04
7.399999999999999634e-02,2.418996198184062178e-04,2.180576707916048415e-04
7.599999999999999811e-02,2.443011725196673795e-04,2.310873504459205654e-04
7.799999999999999989e-02,2.468519818965029871e-04,2.446671090970941047e-04
8.000000000000000167e-02,2.495657671965907480e-04,2.588448741282749080e-04
