# time,average_distance,95CLI
0.000000000000000000e+00,2.799986964183145619e-04,7.927655920082044359e-07
2.000000000000000042e-03,2.789728710848602203e-04,3.148566624320928785e-06
4.000000000000000083e-03,2.779370561817261199e-04,6.093568002893519976e-06
6.000000000000000125e-03,2.769254871881006485e-04,9.035181539992596792e-06
8.000000000000000167e-03,2.759307505391154179e-04,1.184680277676562856e-05
1.000000000000000021e-02,2.749632254162850606e-04,1.461490467706911742e-05
1.200000000000000025e-02,2.740272299734746548e-04,1.738832232378610397e-05
1.400000000000000029e-02,2.731323658035396265e-04,2.014294589556459407e-05
1.600000000000000033e-02,2.722829659721649883e-04,2.289100372551443248e-05
1.799999999999999864e-02,2.714536087705574606e-04,2.570062001057339768e-05
2.000000000000000042e-02,2.707048967851143507e-04,2.852603063823845131e-05
2.199999999999999872e-02,2.700341712585160999e-04,3.139888311454190259e-05
2.400000000000000050e-02,2.693794108061786088e-04,3.437476527846733897e-05
2.599999999999999881e-02,2.687854056244977580e-04,3.752213496675646423e-05
2.800000000000000058e-02,2.682656199159679043e-04,4.078682263144984920e-05
2.999999999999999889e-02,2.677881397109166959e-04,4.416435162571405931e-05
3.200000000000000067e-02,2.673859252767469066e-04,4.768995449682913350e-05
3.400000000000000244e-02,2.670419464024326390e-04,5.138463368469637195e-05
3.599999999999999728e-02,2.667748672312050926e-04,5.526275263830127186e-05
3.799999999999999906e-02,2.665820143464548678e-04,5.925244521067200701e-05
4.000000000000000083e-02,2.664425424638068736e-04,6.343362343038699998e-05
4.200000000000000261e-02,2.664059758648783206e-04,6.787987051338521751e-05
4.399999999999999745e-02,2.663938455035685482e-04,7.247938555944258992e-05
4.599999999999999922e-02,2.665050207698201057e-04,7.736068199837199276e-05
4.800000000000000100e-02,2.666940752488909856e-04,8.250486887552213057e-05
5.000000000000000278e-02,2.669409694965050109e-04,8.794004356769674743e-05
5.199999999999999761e-02,2.672777097798605464e-04,9.370826395335414647e-05
5.399999999999999939e-02,2.676760397463538894e-04,9.994793601702359784e-05
5.600000000000000117e-02,2.681986164539947666e-04,1.066733802327514939e-04
5.800000000000000294e-02,2.687989486840495004e-04,1.137329657895433518e-04
5.999999999999999778e-02,2.694668118639121420e-04,1.214196107073486214e-04
6.199999999999999956e-02,2.702729811963752379e-04,1.293224529769212918e-04
6.400000000000000133e-02,2.711277984351207751e-04,1.375421580240554216e-04
6.600000000000000311e-02,2.721103599639865646e-04,1.463186076293865486e-04
6.800000000000000488e-02,2.731379817948551155e-04,1.551812276013139931e-04
7.000000000000000666e-02,2.742648246494568771e-04,1.645068539112009719e-04
7.199999999999999456e-02,2.754546816317987026e-04,1.741141718216816727e-04
7.399999999999999634e-02,2.767806942781877999e-04,1.840074219684641329e-04
7.599999999999999811e-02,2.781230692618213963e-04,1.944000534151449832e-04
7.799999999999999989e-02,2.795837959920055137e-04,2.051803843009492013e-04
8.000000000000000167e-02,2.811284626773510311e-04,2.167855937405748726e-04
