# u_2,pdf
-3.034053104735883188e+00,2.182757298478711920e-05
-3.022879314207650214e+00,0.000000000000000000e+00
-3.011705523679417240e+00,0.000000000000000000e+00
-3.000531733151183822e+00,0.000000000000000000e+00
-2.989357942622950404e+00,2.182757298478711920e-05
-2.978184152094717874e+00,0.000000000000000000e+00
-2.967010361566484455e+00,0.000000000000000000e+00
-2.955836571038251037e+00,0.000000000000000000e+00
-2.944662780510018063e+00,2.182757298478625184e-05
-2.933488989981785089e+00,0.000000000000000000e+00
-2.922315199453551671e+00,2.182757298478711920e-05
-2.911141408925318697e+00,0.000000000000000000e+00
-2.899967618397085722e+00,2.182757298478711920e-05
-2.888793827868852304e+00,2.182757298478625184e-05
-2.877620037340618886e+00,0.000000000000000000e+00
-2.866446246812386356e+00,0.000000000000000000e+00
-2.855272456284152938e+00,2.182757298478625184e-05
-2.844098665755919519e+00,4.365514596957423840e-05
-2.832924875227686545e+00,4.365514596957250368e-05
-2.821751084699453571e+00,4.365514596957423840e-05
-2.810577294171220153e+00,6.548271895436135761e-05
-2.799403503642987179e+00,4.365514596957250368e-05
-2.788229713114754205e+00,2.182757298478711920e-05
-2.777055922586520786e+00,2.182757298478711920e-05
-2.765882132058287812e+00,4.365514596957250368e-05
-2.754708341530054838e+00,8.731029193914847681e-05
-2.743534551001821420e+00,4.365514596957250368e-05
-2.732360760473588002e+00,2.182757298478711920e-05
-2.721186969945355028e+00,2.182757298478625184e-05
-2.710013179417122053e+00,2.182757298478711920e-05
-2.698839388888888635e+00,1.091378649239356096e-04
-2.687665598360655661e+00,4.365514596957250368e-05
-2.676491807832422687e+00,6.548271895436135761e-05
-2.665318017304189269e+00,8.731029193914847681e-05
-2.654144226775956295e+00,1.527930108935037629e-04
-2.642970436247723320e+00,4.365514596957423840e-05
-2.631796645719489902e+00,6.548271895435875552e-05
-2.620622855191256484e+00,4.365514596957423840e-05
-2.609449064663023510e+00,0.000000000000000000e+00
-2.598275274134790536e+00,1.746205838782969536e-04
-2.587101483606557117e+00,1.527930108935098344e-04
-2.575927693078324143e+00,1.091378649239312728e-04
-2.564753902550091169e+00,1.964481568630840728e-04
-2.553580112021857751e+00,2.619308758174454304e-04
-2.542406321493624777e+00,2.182757298478625455e-04
-2.531232530965391803e+00,2.619308758174454304e-04
-2.520058740437158384e+00,2.401033028326487974e-04
-2.508884949908924966e+00,2.182757298478712191e-04
-2.497711159380691992e+00,2.401033028326487974e-04
-2.486537368852459018e+00,3.055860217870196688e-04
-2.475363578324225600e+00,3.710687407413809993e-04
-2.464189787795992626e+00,2.619308758174350221e-04
-2.453015997267759651e+00,1.746205838782969536e-04
-2.441842206739526233e+00,3.492411677565939072e-04
-2.430668416211293259e+00,2.837584488022213010e-04
-2.419494625683060285e+00,2.619308758174454304e-04
-2.408320835154826867e+00,3.710687407413662542e-04
-2.397147044626593448e+00,4.147238867109552377e-04
-2.385973254098360474e+00,2.837584488022213010e-04
-2.374799463570127500e+00,5.456893246196779530e-04
-2.363625673041894082e+00,6.329996165588265382e-04
-2.352451882513661108e+00,4.583790326805113158e-04
