# u_2,pdf
-2.725490866499999942e+00,4.440319558871823466e-04
-2.719992599500000274e+00,0.000000000000000000e+00
-2.714494332500000162e+00,4.440319558871823466e-04
-2.708996065500000050e+00,0.000000000000000000e+00
-2.703497798499999938e+00,0.000000000000000000e+00
-2.697999531499999826e+00,0.000000000000000000e+00
-2.692501264500000158e+00,4.440319558871823466e-04
-2.687002997500000046e+00,0.000000000000000000e+00
-2.681504730499999933e+00,0.000000000000000000e+00
-2.676006463500000265e+00,4.440319558872181252e-04
-2.670508196500000153e+00,0.000000000000000000e+00
-2.665009929500000041e+00,0.000000000000000000e+00
-2.659511662499999929e+00,0.000000000000000000e+00
-2.654013395499999817e+00,0.000000000000000000e+00
-2.648515128500000149e+00,0.000000000000000000e+00
-2.643016861500000037e+00,8.880639117743646931e-04
-2.637518594499999924e+00,0.000000000000000000e+00
-2.632020327500000256e+00,0.000000000000000000e+00
-2.626522060500000144e+00,0.000000000000000000e+00
-2.621023793500000032e+00,4.440319558871823466e-04
-2.615525526499999920e+00,0.000000000000000000e+00
-2.610027259499999808e+00,0.000000000000000000e+00
-2.604528992500000140e+00,0.000000000000000000e+00
-2.599030725500000027e+00,0.000000000000000000e+00
-2.593532458499999915e+00,0.000000000000000000e+00
-2.588034191500000247e+00,0.000000000000000000e+00
-2.582535924500000135e+00,8.880639117743646931e-04
-2.577037657500000023e+00,0.000000000000000000e+00
-2.571539390499999911e+00,4.440319558871823466e-04
-2.566041123499999799e+00,0.000000000000000000e+00
-2.560542856500000131e+00,4.440319558871823466e-04
-2.555044589500000018e+00,0.000000000000000000e+00
-2.549546322499999906e+00,4.440319558871823466e-04
-2.544048055500000238e+00,0.000000000000000000e+00
-2.538549788500000126e+00,0.000000000000000000e+00
-2.533051521500000014e+00,0.000000000000000000e+00
-2.527553254499999902e+00,0.000000000000000000e+00
-2.522054987499999790e+00,0.000000000000000000e+00
-2.516556720500000122e+00,0.000000000000000000e+00
-2.511058453500000009e+00,1.332095867661546931e-03
-2.505560186499999897e+00,0.000000000000000000e+00
-2.500061919500000229e+00,0.000000000000000000e+00
-2.494563652500000117e+00,4.440319558871823466e-04
-2.489065385500000005e+00,0.000000000000000000e+00
-2.483567118499999893e+00,4.440319558871823466e-04
-2.478068851499999781e+00,0.000000000000000000e+00
-2.472570584500000113e+00,0.000000000000000000e+00
-2.467072317500000000e+00,8.880639117743646931e-04
-2.461574050499999888e+00,0.000000000000000000e+00
-2.456075783500000220e+00,4.440319558872181252e-04
-2.450577516500000108e+00,0.000000000000000000e+00
-2.445079249499999996e+00,0.000000000000000000e+00
-2.439580982499999884e+00,8.880639117743646931e-04
-2.434082715499999772e+00,4.440319558872181252e-04
-2.428584448500000104e+00,0.000000000000000000e+00
-2.423086181499999991e+00,0.000000000000000000e+00
-2.417587914499999879e+00,0.000000000000000000e+00
-2.412089647500000211e+00,0.000000000000000000e+00
-2.406591380500000099e+00,0.000000000000000000e+00
-2.401093113499999987e+00,0.000000000000000000e+00
-2.395594846499999875e+00,4.440319558871823466e-04
-2.390096579499999763e+00,4.440319558872181252e-04
-2.384598312500000095e+00,4.440319558871823466e-04
-2.379100045499999982e+00,4.440319558871823466e-04
-2.373601778499999870e+00,0.000000000000000000e+00
-2.368103511500000202e+00,0.000000000000000000e+00
-2.362605244500000090e+00,0.000000000000000000e+00
-2.357106977499999978e+00,4.440319558871823466e-04
-2.351608710499999866e+00,8.880639117743646931e-04
-2.346110443499999754e+00,4.440319558872181252e-04
-2.340612176500000086e+00,4.440319558871823466e-04
-2.335113909499999973e+00,0.000000000000000000e+00
-2.329615642499999861e+00,4.440319558871823466e-04
-2.324117375500000193e+00,8.880639117744362505e-04
-2.318619108500000081e+00,0.000000000000000000e+00
-2.313120841499999969e+00,8.880639117743646931e-04
-2.307622574499999857e+00,1.776127823548729386e-03
-2.302124307499999745e+00,4.440319558872181252e-04
-2.296626040500000077e+00,4.440319558871823466e-04
-2.291127773499999964e+00,2.220159779435911408e-03
-2.285629506499999852e+00,8.880639117743646931e-04
-2.280131239500000184e+00,1.332095867661654484e-03
-2.274632972500000072e+00,8.880639117743646931e-04
-2.269134705499999960e+00,2.220159779435911408e-03
-2.263636438499999848e+00,4.440319558871823466e-04
-2.258138171499999736e+00,2.664191735323308968e-03
-2.252639904500000068e+00,8.880639117743646931e-04
-2.247141637499999955e+00,8.880639117743646931e-04
-2.241643370499999843e+00,1.332095867661546931e-03
-2.236145103500000175e+00,2.220159779436090951e-03
-2.230646836500000063e+00,1.776127823548729386e-03
-2.225148569499999951e+00,3.552255647097458773e-03
-2.219650302499999839e+00,8.880639117743646931e-04
-2.214152035499999727e+00,8.880639117744362505e-04
-2.208653768500000059e+00,4.440319558871823466e-04
-2.203155501499999946e+00,8.880639117743646931e-04
-2.197657234500000278e+00,1.332095867661654484e-03
-2.192158967500000166e+00,1.776127823548729386e-03
-2.186660700500000054e+00,2.220159779435911408e-03
-2.181162433499999942e+00,1.776127823548729386e-03
-2.175664166499999830e+00,1.332095867661546931e-03
-2.170165899499999718e+00,1.332095867661654484e-03
-2.164667632500000050e+00,1.332095867661546931e-03
-2.159169365499999937e+00,1.776127823548729386e-03
-2.153671098500000269e+00,1.332095867661654484e-03
-2.148172831500000157e+00,1.332095867661546931e-03
-2.142674564500000045e+00,2.664191735323093863e-03
-2.137176297499999933e+00,1.332095867661546931e-03
-2.131678030499999821e+00,2.220159779435911408e-03
-2.126179763499999709e+00,3.108223691210526985e-03
-2.120681496500000041e+00,1.776127823548729386e-03
-2.115183229499999928e+00,8.880639117743646931e-04
-2.109684962500000260e+00,1.776127823548872501e-03
-2.104186695500000148e+00,3.108223691210276318e-03
-2.098688428500000036e+00,1.776127823548729386e-03
-2.093190161499999924e+00,1.332095867661546931e-03
-2.087691894499999812e+00,2.220159779435911408e-03
-2.082193627499999700e+00,3.552255647097745002e-03
-2.076695360500000032e+00,2.220159779435911408e-03
-2.071197093499999919e+00,4.440319558871822815e-03
-2.065698826500000251e+00,2.664191735323308968e-03
-2.060200559500000139e+00,3.108223691210276318e-03
-2.054702292500000027e+00,1.776127823548729386e-03
-2.049204025499999915e+00,3.108223691210276318e-03
-2.043705758499999803e+00,4.884351514759005704e-03
-2.038207491499999691e+00,4.884351514759399486e-03
-2.032709224500000023e+00,3.552255647097458773e-03
-2.027210957499999910e+00,3.552255647097458773e-03
-2.021712690500000242e+00,3.552255647097745002e-03
-2.016214423500000130e+00,3.552255647097458773e-03
-2.010716156500000018e+00,3.552255647097458773e-03
-2.005217889499999906e+00,5.772415426533370614e-03
-1.999719622499999794e+00,3.996287602984802123e-03
-1.994221355500000126e+00,3.996287602984802123e-03
-1.988723088500000014e+00,3.108223691210276318e-03
-1.983224821499999901e+00,4.440319558871822815e-03
-1.977726554499999789e+00,4.884351514759202595e-03
-1.972228287500000121e+00,8.436607161856804482e-03
-1.966730020500000009e+00,6.216447382420552635e-03
-1.961231753499999897e+00,3.552255647097458773e-03
-1.955733486499999785e+00,7.548543250082404878e-03
-1.950235219500000117e+00,3.996287602984802123e-03
-1.944736952500000005e+00,7.104511294194917545e-03
-1.939238685499999892e+00,6.216447382420552635e-03
-1.933740418499999780e+00,5.772415426533603934e-03
-1.928242151500000112e+00,3.552255647097601887e-03
-1.922743884500000000e+00,6.216447382420552635e-03
-1.917245617499999888e+00,6.216447382420552635e-03
-1.911747350499999776e+00,8.880639117744004718e-03
-1.906249083500000108e+00,5.328383470646402831e-03
-1.900750816499999996e+00,7.104511294194917545e-03
-1.895252549499999883e+00,8.436607161856464476e-03
-1.889754282499999771e+00,7.548543250082404878e-03
-1.884256015500000103e+00,8.436607161856804482e-03
-1.878757748499999991e+00,1.110079889717955834e-02
-1.873259481499999879e+00,7.104511294194917545e-03
-1.867761214499999767e+00,1.110079889718000590e-02
-1.862262947500000099e+00,1.021273498540560543e-02
-1.856764680499999987e+00,6.660479338307734656e-03
-1.851266413499999874e+00,1.065676694129237545e-02
-1.845768146499999762e+00,1.198886280895440637e-02
-1.840269879500000094e+00,7.548543250082404878e-03
-1.834771612499999982e+00,1.198886280895392238e-02
-1.829273345499999870e+00,8.436607161856464476e-03
-1.823775078499999758e+00,1.021273498540560543e-02
-1.818276811500000090e+00,1.332095867661600881e-02
-1.812778544499999978e+00,1.420902258838983509e-02
-1.807280277499999865e+00,1.198886280895392238e-02
-1.801782010499999753e+00,1.065676694129280566e-02
-1.796283743500000085e+00,1.332095867661600881e-02
-1.790785476499999973e+00,1.687321432371292895e-02
-1.785287209499999861e+00,1.154483085306674123e-02
-1.779788942499999749e+00,1.021273498540560543e-02
-1.774290675500000081e+00,1.198886280895440637e-02
-1.768792408499999969e+00,1.687321432371292895e-02
-1.763294141499999856e+00,1.376499063250265220e-02
-1.757795874499999744e+00,1.509708650016480976e-02
-1.752297607500000076e+00,1.598515041193920849e-02
-1.746799340499999964e+00,1.332095867661546931e-02
-1.741301073499999852e+00,1.598515041193856318e-02
-1.735802806499999740e+00,2.308966170613441574e-02
-1.730304539500000072e+00,1.243289476484160661e-02
-1.724806272499999960e+00,1.731724627960010837e-02
-1.719308005499999847e+00,1.953740605903681038e-02
-1.713809738499999957e+00,1.687321432371292895e-02
-1.708311471500000067e+00,1.953740605903681038e-02
-1.702813204499999955e+00,2.131353388258475090e-02
-1.697314937499999843e+00,1.731724627960080920e-02
-1.691816670499999953e+00,1.776127823548729126e-02
