# u_1,pdf
2.086190445512820624e+00,9.782490945485172382e-03
2.099753434829059628e+00,9.368892982716496912e-03
2.113316424145299077e+00,8.415819416335955025e-03
2.126879413461538526e+00,8.182046654771605101e-03
2.140442402777777531e+00,8.523714537058770663e-03
2.154005392094016980e+00,7.103095447548510646e-03
2.167568381410256428e+00,6.437742203095021473e-03
2.181131370726495433e+00,5.448703596474278009e-03
2.194694360042734882e+00,5.556598717196175978e-03
2.208257349358974331e+00,4.657472711177682023e-03
2.221820338675213335e+00,4.495630030094287764e-03
2.235383327991452784e+00,4.459664989853242244e-03
2.248946317307692233e+00,4.189927188047876290e-03
2.262509306623931238e+00,3.920189386242219770e-03
2.276072295940170687e+00,3.416678822871435303e-03
2.289635285256410135e+00,3.021063380223361957e-03
2.303198274572649140e+00,2.931150779621475872e-03
2.316761263888888589e+00,2.499570296732260295e-03
2.330324253205128038e+00,2.661412977815818919e-03
2.343887242521367043e+00,2.373692655889784054e-03
2.357450231837606491e+00,2.175884934565493027e-03
2.371013221153845940e+00,1.798252012037715409e-03
2.384576210470085389e+00,1.834217052278349584e-03
2.398139199786324838e+00,1.348689009028286503e-03
2.411702189102563842e+00,1.528514210232058022e-03
2.425265178418803291e+00,1.294741448667070371e-03
2.438828167735042740e+00,1.384654049269040807e-03
2.452391157051281745e+00,1.258776408426400852e-03
2.465954146367521194e+00,9.530735663799267104e-04
2.479517135683760642e+00,1.168863807824514984e-03
2.493080124999999647e+00,1.258776408426400852e-03
2.506643114316239096e+00,9.350910462595507511e-04
2.520206103632478545e+00,1.025003646861497768e-03
2.533769092948717550e+00,7.013182846947090335e-04
2.547332082264956998e+00,6.114056840927831584e-04
2.560895071581196447e+00,5.574581237316917097e-04
2.574458060897435452e+00,4.855280432501831020e-04
2.588021050213674901e+00,5.934231639724071991e-04
2.601584039529914349e+00,4.315804828890517004e-04
2.615147028846153354e+00,5.035105633705602539e-04
2.628710018162392803e+00,5.214930834909032534e-04
2.642273007478632252e+00,4.135979627686744943e-04
2.655835996794871701e+00,2.157902414445117014e-04
2.669398986111111149e+00,2.517552816852801269e-04
2.682961975427350154e+00,2.157902414445258502e-04
2.696524964743589603e+00,2.517552816852636471e-04
2.710087954059829052e+00,2.157902414445258502e-04
2.723650943376068057e+00,3.416678822871658866e-04
2.737213932692307505e+00,2.697378018056396606e-04
2.750776922008546954e+00,1.618426810833943673e-04
2.764339911324785959e+00,3.596504024075431063e-05
2.777902900641025408e+00,1.618426810833837963e-04
2.791465889957264856e+00,3.596504024075431063e-05
2.805028879273503861e+00,3.596504024075431063e-05
2.818591868589743310e+00,1.258776408426318235e-04
2.832154857905982759e+00,7.193008048150862125e-05
2.845717847222221764e+00,7.193008048150862125e-05
2.859280836538461212e+00,8.991260060187987783e-05
2.872843825854700661e+00,7.193008048150862125e-05
2.886406815170939666e+00,7.193008048150862125e-05
2.899969804487179115e+00,5.394756036112792534e-05
2.913532793803418564e+00,1.258776408426400635e-04
2.927095783119658012e+00,3.596504024075195249e-05
2.940658772435897461e+00,3.596504024075431063e-05
2.954221761752136466e+00,3.596504024075431063e-05
2.967784751068375915e+00,8.991260060187987783e-05
2.981347740384615363e+00,7.193008048150862125e-05
2.994910729700854368e+00,3.596504024075431063e-05
3.008473719017093817e+00,1.798252012037597624e-05
3.022036708333333266e+00,1.798252012037715531e-05
3.035599697649572271e+00,1.798252012037715531e-05
3.049162686965811719e+00,1.798252012037597624e-05
3.062725676282051168e+00,3.596504024075431063e-05
3.076288665598290173e+00,0.000000000000000000e+00
3.089851654914529622e+00,1.798252012037597624e-05
3.103414644230769071e+00,0.000000000000000000e+00
3.116977633547008075e+00,7.193008048150862125e-05
3.130540622863247524e+00,1.798252012037597624e-05
3.144103612179486973e+00,0.000000000000000000e+00
3.157666601495725978e+00,0.000000000000000000e+00
3.171229590811965426e+00,0.000000000000000000e+00
3.184792580128204875e+00,0.000000000000000000e+00
3.198355569444444324e+00,1.798252012037597624e-05
3.211918558760683773e+00,1.798252012037715531e-05
3.225481548076922778e+00,0.000000000000000000e+00
3.239044537393162226e+00,0.000000000000000000e+00
3.252607526709401675e+00,0.000000000000000000e+00
3.266170516025640680e+00,0.000000000000000000e+00
3.279733505341880129e+00,1.798252012037597624e-05
