# u_0,pdf
-2.999123672000000074e+00,3.969249511636245169e-05
-2.992979016000000048e+00,0.000000000000000000e+00
-2.986834360000000022e+00,0.000000000000000000e+00
-2.980689703999999995e+00,3.969249511636245169e-05
-2.974545047999999969e+00,0.000000000000000000e+00
-2.968400391999999943e+00,0.000000000000000000e+00
-2.962255735999999917e+00,0.000000000000000000e+00
-2.956111079999999891e+00,0.000000000000000000e+00
-2.949966424000000309e+00,0.000000000000000000e+00
-2.943821768000000283e+00,0.000000000000000000e+00
-2.937677112000000257e+00,0.000000000000000000e+00
-2.931532456000000231e+00,0.000000000000000000e+00
-2.925387800000000205e+00,0.000000000000000000e+00
-2.919243144000000179e+00,0.000000000000000000e+00
-2.913098488000000152e+00,0.000000000000000000e+00
-2.906953832000000126e+00,0.000000000000000000e+00
-2.900809176000000100e+00,0.000000000000000000e+00
-2.894664520000000074e+00,0.000000000000000000e+00
-2.888519864000000048e+00,0.000000000000000000e+00
-2.882375208000000022e+00,0.000000000000000000e+00
-2.876230551999999996e+00,0.000000000000000000e+00
-2.870085895999999970e+00,0.000000000000000000e+00
-2.863941239999999944e+00,0.000000000000000000e+00
-2.857796583999999918e+00,0.000000000000000000e+00
-2.851651927999999891e+00,0.000000000000000000e+00
-2.845507271999999865e+00,0.000000000000000000e+00
-2.839362616000000283e+00,0.000000000000000000e+00
-2.833217960000000257e+00,0.000000000000000000e+00
-2.827073304000000231e+00,3.969249511636245169e-05
-2.820928648000000205e+00,0.000000000000000000e+00
-2.814783992000000179e+00,3.969249511636245169e-05
-2.808639336000000153e+00,0.000000000000000000e+00
-2.802494680000000127e+00,3.969249511636245169e-05
-2.796350024000000101e+00,0.000000000000000000e+00
-2.790205368000000075e+00,1.587699804654498067e-04
-2.784060712000000049e+00,1.190774853490873618e-04
-2.777916056000000022e+00,0.000000000000000000e+00
-2.771771399999999996e+00,3.969249511636245169e-05
-2.765626743999999970e+00,3.969249511636245169e-05
-2.759482087999999944e+00,0.000000000000000000e+00
-2.753337432000000362e+00,7.938499023273064964e-05
-2.747192776000000336e+00,7.938499023272490337e-05
-2.741048120000000310e+00,0.000000000000000000e+00
-2.734903464000000284e+00,0.000000000000000000e+00
-2.728758808000000258e+00,0.000000000000000000e+00
-2.722614152000000232e+00,3.969249511636245169e-05
-2.716469496000000206e+00,7.938499023272490337e-05
-2.710324840000000179e+00,0.000000000000000000e+00
-2.704180184000000153e+00,3.969249511636245169e-05
-2.698035528000000127e+00,0.000000000000000000e+00
-2.691890872000000101e+00,7.938499023272490337e-05
-2.685746216000000075e+00,1.190774853490873618e-04
-2.679601560000000049e+00,3.969249511636245169e-05
-2.673456904000000023e+00,0.000000000000000000e+00
-2.667312247999999997e+00,0.000000000000000000e+00
-2.661167591999999971e+00,1.190774853490873618e-04
-2.655022935999999945e+00,1.190774853490873618e-04
-2.648878279999999918e+00,3.969249511636245169e-05
-2.642733623999999892e+00,0.000000000000000000e+00
-2.636588968000000310e+00,0.000000000000000000e+00
-2.630444312000000284e+00,1.190774853490873618e-04
-2.624299656000000258e+00,7.938499023272490337e-05
-2.618155000000000232e+00,7.938499023272490337e-05
-2.612010344000000206e+00,3.969249511636245169e-05
-2.605865688000000180e+00,7.938499023272490337e-05
-2.599721032000000154e+00,1.190774853490873618e-04
-2.593576376000000128e+00,1.190774853490873618e-04
-2.587431720000000102e+00,7.938499023272490337e-05
-2.581287064000000075e+00,1.190774853490873618e-04
-2.575142408000000049e+00,1.190774853490873618e-04
-2.568997752000000023e+00,2.381549706981747237e-04
-2.562853095999999997e+00,1.190774853490873618e-04
-2.556708439999999971e+00,7.938499023272490337e-05
-2.550563784000000389e+00,1.190774853490959677e-04
-2.544419128000000363e+00,3.969249511636245169e-05
-2.538274472000000337e+00,1.190774853490873618e-04
-2.532129816000000311e+00,1.587699804654498067e-04
-2.525985160000000285e+00,1.190774853490873618e-04
-2.519840504000000259e+00,2.778474658145371279e-04
-2.513695848000000233e+00,1.190774853490873618e-04
-2.507551192000000206e+00,1.190774853490873618e-04
-2.501406536000000180e+00,1.587699804654498067e-04
-2.495261880000000154e+00,1.587699804654498067e-04
-2.489117224000000128e+00,2.381549706981747237e-04
-2.482972568000000102e+00,1.984624755818122652e-04
-2.476827912000000076e+00,1.190774853490873618e-04
-2.470683256000000050e+00,1.587699804654498067e-04
-2.464538600000000024e+00,2.381549706981747237e-04
-2.458393943999999998e+00,2.381549706981747237e-04
-2.452249287999999972e+00,2.778474658145371279e-04
-2.446104631999999945e+00,2.381549706981747237e-04
-2.439959975999999919e+00,3.175399609308996135e-04
-2.433815319999999893e+00,1.587699804654612993e-04
-2.427670664000000311e+00,1.587699804654498067e-04
-2.421526008000000285e+00,3.175399609308996135e-04
-2.415381352000000259e+00,1.984624755818122652e-04
-2.409236696000000233e+00,1.190774853490873618e-04
-2.403092040000000207e+00,3.175399609308996135e-04
-2.396947384000000181e+00,4.763099413963494473e-04
-2.390802728000000155e+00,1.587699804654498067e-04
-2.384658072000000129e+00,2.381549706981747237e-04
-2.378513416000000102e+00,3.175399609308996135e-04
-2.372368760000000076e+00,3.175399609308996135e-04
-2.366224104000000050e+00,3.572324560472620448e-04
-2.360079448000000024e+00,3.969249511636245304e-04
-2.353934792000000442e+00,5.556949316291144797e-04
-2.347790136000000416e+00,5.556949316290742558e-04
-2.341645480000000390e+00,6.350799218617992270e-04
-2.335500824000000364e+00,4.763099413963494473e-04
-2.329356168000000338e+00,5.556949316290742558e-04
-2.323211512000000312e+00,5.556949316290742558e-04
-2.317066856000000286e+00,6.350799218617992270e-04
-2.310922200000000259e+00,7.541574072108866295e-04
-2.304777544000000233e+00,3.175399609308996135e-04
-2.298632888000000207e+00,1.984624755818122652e-04
-2.292488232000000181e+00,3.969249511636245304e-04
-2.286343576000000155e+00,5.160024365127118245e-04
-2.280198920000000129e+00,2.778474658145371279e-04
-2.274054264000000103e+00,3.969249511636245304e-04
-2.267909608000000077e+00,4.763099413963494473e-04
-2.261764952000000051e+00,5.556949316290742558e-04
-2.255620296000000025e+00,3.175399609308996135e-04
-2.249475639999999999e+00,8.732348925599739235e-04
-2.243330983999999972e+00,6.747724169781616583e-04
-2.237186327999999946e+00,1.111389863258148512e-03
-2.231041671999999920e+00,2.381549706981919354e-04
-2.224897016000000338e+00,5.556949316290742558e-04
-2.218752360000000312e+00,4.366174462799869618e-04
-2.212607704000000286e+00,1.111389863258148512e-03
-2.206463048000000260e+00,8.335423974436114922e-04
-2.200318392000000234e+00,7.938499023272490608e-04
-2.194173736000000208e+00,6.747724169781616583e-04
-2.188029080000000182e+00,7.541574072108866295e-04
-2.181884424000000156e+00,7.541574072108866295e-04
-2.175739768000000129e+00,8.335423974436114922e-04
