# u_1,pdf
-3.004159114000000130e+00,4.071879734586373646e-04
-2.998163341999999787e+00,0.000000000000000000e+00
-2.992167569999999888e+00,0.000000000000000000e+00
-2.986171797999999988e+00,0.000000000000000000e+00
-2.980176025999999645e+00,0.000000000000000000e+00
-2.974180254000000190e+00,0.000000000000000000e+00
-2.968184481999999846e+00,0.000000000000000000e+00
-2.962188709999999503e+00,0.000000000000000000e+00
-2.956192938000000048e+00,0.000000000000000000e+00
-2.950197165999999704e+00,0.000000000000000000e+00
-2.944201394000000249e+00,0.000000000000000000e+00
-2.938205621999999906e+00,0.000000000000000000e+00
-2.932209849999999562e+00,0.000000000000000000e+00
-2.926214078000000107e+00,0.000000000000000000e+00
-2.920218305999999764e+00,0.000000000000000000e+00
-2.914222533999999865e+00,0.000000000000000000e+00
-2.908226761999999965e+00,0.000000000000000000e+00
-2.902230989999999622e+00,0.000000000000000000e+00
-2.896235218000000167e+00,0.000000000000000000e+00
-2.890239445999999823e+00,0.000000000000000000e+00
-2.884243673999999480e+00,0.000000000000000000e+00
-2.878247902000000025e+00,0.000000000000000000e+00
-2.872252129999999681e+00,0.000000000000000000e+00
-2.866256358000000226e+00,4.071879734586373646e-04
-2.860260585999999883e+00,0.000000000000000000e+00
-2.854264813999999539e+00,0.000000000000000000e+00
-2.848269042000000084e+00,0.000000000000000000e+00
-2.842273269999999741e+00,0.000000000000000000e+00
-2.836277497999999841e+00,0.000000000000000000e+00
-2.830281725999999942e+00,0.000000000000000000e+00
-2.824285953999999599e+00,0.000000000000000000e+00
-2.818290182000000144e+00,0.000000000000000000e+00
-2.812294409999999800e+00,0.000000000000000000e+00
-2.806298637999999457e+00,0.000000000000000000e+00
-2.800302866000000002e+00,0.000000000000000000e+00
-2.794307093999999658e+00,0.000000000000000000e+00
-2.788311322000000203e+00,0.000000000000000000e+00
-2.782315549999999860e+00,0.000000000000000000e+00
-2.776319777999999516e+00,4.071879734586373646e-04
-2.770324006000000061e+00,0.000000000000000000e+00
-2.764328233999999718e+00,0.000000000000000000e+00
-2.758332462000000262e+00,0.000000000000000000e+00
-2.752336689999999919e+00,0.000000000000000000e+00
-2.746340917999999576e+00,4.071879734586373646e-04
-2.740345146000000121e+00,0.000000000000000000e+00
-2.734349373999999777e+00,0.000000000000000000e+00
-2.728353601999999878e+00,0.000000000000000000e+00
-2.722357829999999979e+00,0.000000000000000000e+00
-2.716362057999999635e+00,4.071879734586373646e-04
-2.710366286000000180e+00,0.000000000000000000e+00
-2.704370513999999837e+00,0.000000000000000000e+00
-2.698374741999999493e+00,0.000000000000000000e+00
-2.692378970000000038e+00,0.000000000000000000e+00
-2.686383197999999695e+00,0.000000000000000000e+00
-2.680387426000000239e+00,0.000000000000000000e+00
-2.674391653999999896e+00,4.071879734586071695e-04
-2.668395881999999553e+00,4.071879734586373646e-04
-2.662400110000000097e+00,4.071879734586373646e-04
-2.656404337999999754e+00,0.000000000000000000e+00
-2.650408565999999855e+00,4.071879734586071695e-04
-2.644412793999999955e+00,0.000000000000000000e+00
-2.638417021999999612e+00,4.071879734586373646e-04
-2.632421250000000157e+00,4.071879734586373646e-04
-2.626425477999999814e+00,0.000000000000000000e+00
-2.620429705999999470e+00,0.000000000000000000e+00
-2.614433934000000015e+00,0.000000000000000000e+00
-2.608438161999999672e+00,8.143759469172747291e-04
-2.602442390000000216e+00,0.000000000000000000e+00
-2.596446617999999873e+00,4.071879734586071695e-04
-2.590450845999999530e+00,0.000000000000000000e+00
-2.584455074000000074e+00,4.071879734586373646e-04
-2.578459301999999731e+00,0.000000000000000000e+00
-2.572463530000000276e+00,0.000000000000000000e+00
-2.566467757999999932e+00,4.071879734586071695e-04
-2.560471985999999589e+00,0.000000000000000000e+00
-2.554476214000000134e+00,0.000000000000000000e+00
-2.548480441999999790e+00,0.000000000000000000e+00
-2.542484669999999447e+00,0.000000000000000000e+00
-2.536488897999999992e+00,4.071879734586373646e-04
-2.530493125999999648e+00,0.000000000000000000e+00
-2.524497354000000193e+00,0.000000000000000000e+00
-2.518501581999999850e+00,8.143759469172143391e-04
-2.512505809999999506e+00,4.071879734586373646e-04
-2.506510038000000051e+00,0.000000000000000000e+00
-2.500514265999999708e+00,4.071879734586373646e-04
-2.494518494000000253e+00,4.071879734586373646e-04
-2.488522721999999909e+00,0.000000000000000000e+00
-2.482526949999999566e+00,4.071879734586373646e-04
-2.476531178000000111e+00,4.071879734586373646e-04
-2.470535405999999767e+00,0.000000000000000000e+00
-2.464539633999999868e+00,0.000000000000000000e+00
-2.458543861999999969e+00,8.143759469172143391e-04
-2.452548089999999625e+00,4.071879734586373646e-04
-2.446552318000000170e+00,0.000000000000000000e+00
-2.440556545999999827e+00,8.143759469172143391e-04
-2.434560773999999483e+00,1.628751893834549458e-03
-2.428565002000000028e+00,8.143759469172747291e-04
-2.422569229999999685e+00,4.071879734586373646e-04
-2.416573458000000230e+00,8.143759469172747291e-04
-2.410577685999999886e+00,0.000000000000000000e+00
-2.404581913999999543e+00,8.143759469172747291e-04
