# u_0,pdf
-2.937856922562141371e+00,2.207578831174766083e-05
-2.926808767686424506e+00,2.207578831174677314e-05
-2.915760612810707642e+00,0.000000000000000000e+00
-2.904712457934990333e+00,0.000000000000000000e+00
-2.893664303059273468e+00,2.207578831174677314e-05
-2.882616148183556604e+00,2.207578831174766083e-05
-2.871567993307839295e+00,0.000000000000000000e+00
-2.860519838432122430e+00,0.000000000000000000e+00
-2.849471683556405566e+00,0.000000000000000000e+00
-2.838423528680688257e+00,0.000000000000000000e+00
-2.827375373804971392e+00,2.207578831174677314e-05
-2.816327218929254528e+00,0.000000000000000000e+00
-2.805279064053537219e+00,0.000000000000000000e+00
-2.794230909177820354e+00,0.000000000000000000e+00
-2.783182754302103490e+00,0.000000000000000000e+00
-2.772134599426386181e+00,2.207578831174677314e-05
-2.761086444550668872e+00,4.415157662349532166e-05
-2.750038289674952452e+00,4.415157662349532166e-05
-2.738990134799235143e+00,0.000000000000000000e+00
-2.727941979923517835e+00,2.207578831174766083e-05
-2.716893825047801414e+00,8.830315324699064333e-05
-2.705845670172084105e+00,2.207578831174677314e-05
-2.694797515296366797e+00,2.207578831174766083e-05
-2.683749360420650376e+00,6.622736493524296894e-05
-2.672701205544933067e+00,8.830315324698709257e-05
-2.661653050669215759e+00,6.622736493524296894e-05
-2.650604895793499338e+00,6.622736493524296894e-05
-2.639556740917782029e+00,8.830315324698709257e-05
-2.628508586042064721e+00,8.830315324699064333e-05
-2.617460431166348300e+00,4.415157662349532166e-05
-2.606412276290630992e+00,1.103789415587338589e-04
-2.595364121414913683e+00,1.103789415587382906e-04
-2.584315966539196818e+00,8.830315324698709257e-05
-2.573267811663479954e+00,6.622736493524296894e-05
-2.562219656787762645e+00,6.622736493524296894e-05
-2.551171501912045780e+00,4.415157662349354628e-05
-2.540123347036328916e+00,1.545305181822336123e-04
-2.529075192160611607e+00,6.622736493524296894e-05
-2.518027037284894742e+00,1.324547298704806253e-04
-2.506978882409177878e+00,1.103789415587382906e-04
-2.495930727533460569e+00,2.207578831174765812e-04
-2.484882572657743705e+00,1.324547298704806253e-04
-2.473834417782026840e+00,1.103789415587382906e-04
