# u_2,pdf
-3.135861474999999565e+00,4.185595254403536638e-05
-3.130034424999999842e+00,0.000000000000000000e+00
-3.124207375000000120e+00,0.000000000000000000e+00
-3.118380324999999953e+00,0.000000000000000000e+00
-3.112553274999999786e+00,0.000000000000000000e+00
-3.106726225000000063e+00,0.000000000000000000e+00
-3.100899174999999897e+00,0.000000000000000000e+00
-3.095072124999999730e+00,0.000000000000000000e+00
-3.089245075000000007e+00,8.371190508807073276e-05
-3.083418024999999840e+00,0.000000000000000000e+00
-3.077590974999999673e+00,0.000000000000000000e+00
-3.071763924999999951e+00,0.000000000000000000e+00
-3.065936875000000228e+00,0.000000000000000000e+00
-3.060109824999999617e+00,0.000000000000000000e+00
-3.054282774999999894e+00,0.000000000000000000e+00
-3.048455725000000172e+00,4.185595254403536638e-05
-3.042628674999999561e+00,8.371190508807073276e-05
-3.036801624999999838e+00,0.000000000000000000e+00
-3.030974575000000115e+00,0.000000000000000000e+00
-3.025147524999999948e+00,4.185595254403855800e-05
-3.019320474999999782e+00,4.185595254403536638e-05
-3.013493425000000059e+00,4.185595254403536638e-05
-3.007666374999999892e+00,0.000000000000000000e+00
-3.001839324999999725e+00,0.000000000000000000e+00
-2.996012275000000002e+00,0.000000000000000000e+00
-2.990185224999999836e+00,4.185595254403855800e-05
-2.984358174999999669e+00,4.185595254403536638e-05
-2.978531124999999946e+00,8.371190508807711600e-05
-2.972704075000000223e+00,0.000000000000000000e+00
-2.966877024999999612e+00,4.185595254403536638e-05
-2.961049974999999890e+00,4.185595254403855800e-05
-2.955222925000000167e+00,0.000000000000000000e+00
-2.949395874999999556e+00,0.000000000000000000e+00
-2.943568824999999833e+00,4.185595254403855800e-05
-2.937741775000000111e+00,0.000000000000000000e+00
-2.931914724999999944e+00,4.185595254403855800e-05
-2.926087674999999777e+00,4.185595254403536638e-05
-2.920260625000000054e+00,8.371190508807073276e-05
-2.914433574999999887e+00,4.185595254403855800e-05
-2.908606524999999721e+00,8.371190508807073276e-05
-2.902779474999999998e+00,4.185595254403536638e-05
-2.896952424999999831e+00,0.000000000000000000e+00
-2.891125374999999664e+00,4.185595254403536638e-05
-2.885298324999999942e+00,0.000000000000000000e+00
-2.879471275000000219e+00,4.185595254403536638e-05
-2.873644224999999608e+00,8.371190508807073276e-05
-2.867817174999999885e+00,0.000000000000000000e+00
-2.861990125000000162e+00,0.000000000000000000e+00
-2.856163074999999996e+00,8.371190508807711600e-05
-2.850336024999999829e+00,0.000000000000000000e+00
-2.844508975000000106e+00,4.185595254403536638e-05
-2.838681924999999939e+00,0.000000000000000000e+00
-2.832854874999999772e+00,1.255678576321061059e-04
-2.827027825000000050e+00,0.000000000000000000e+00
-2.821200774999999883e+00,4.185595254403855800e-05
-2.815373724999999716e+00,8.371190508807073276e-05
-2.809546674999999993e+00,0.000000000000000000e+00
-2.803719624999999827e+00,1.255678576321156740e-04
-2.797892574999999660e+00,4.185595254403536638e-05
-2.792065524999999937e+00,1.674238101761542320e-04
-2.786238475000000214e+00,0.000000000000000000e+00
-2.780411424999999603e+00,1.255678576321061059e-04
-2.774584374999999881e+00,4.185595254403855800e-05
-2.768757325000000158e+00,4.185595254403536638e-05
-2.762930274999999991e+00,1.255678576321156740e-04
-2.757103224999999824e+00,8.371190508807073276e-05
-2.751276175000000102e+00,4.185595254403536638e-05
-2.745449124999999935e+00,8.371190508807711600e-05
-2.739622074999999768e+00,4.185595254403536638e-05
-2.733795025000000045e+00,4.185595254403536638e-05
-2.727967974999999878e+00,8.371190508807711600e-05
-2.722140924999999712e+00,4.185595254403536638e-05
