# time,average_distance,95CLI,average_effective_velocity,95CLI
0.000000000000000000e+00,1.880910583496093330e-02,1.382993167293679291e-08,0.000000000000000000e+00,0.000000000000000000e+00
2.550000000000000044e-01,2.250987120361327976e-01,1.362981252917525770e-03,-8.089788478477327738e-01,5.345024521245199216e-03
5.100000000000000089e-01,4.511515500488281205e-01,3.323853922937844950e-03,-8.477302827722885681e-01,6.517360633211460516e-03
7.620000000000000107e-01,6.461134750976562646e-01,5.069905151329983685e-03,-8.232340803972378884e-01,6.653418833766382677e-03
1.016999999999999904e+00,8.091607426757811972e-01,6.020902268691409251e-03,-7.771402525475126222e-01,5.920257884652320099e-03
1.272000000000000020e+00,9.462753499755859332e-01,6.875510961415467678e-03,-7.291401290413718206e-01,5.405275913062474770e-03
1.526999999999999913e+00,1.001420081665039152e+00,7.755143697195311832e-03,-6.434911433071893727e-01,5.078679565943229786e-03
1.778999999999999915e+00,9.781550593261718607e-01,8.148840820017884401e-03,-5.392613566561050842e-01,4.580573816761037385e-03
2.033999999999999808e+00,1.027696715698242169e+00,8.677467055815159258e-03,-4.960116076023998732e-01,4.266207992042851671e-03
2.289000000000000146e+00,1.096012802490234250e+00,9.286332612110582280e-03,-4.706001296003815004e-01,4.056938668462464585e-03
2.544000000000000039e+00,1.130889684448242116e+00,9.527337496024723337e-03,-4.371385922222017495e-01,3.745022600638649255e-03
2.795999999999999819e+00,1.167902525146484516e+00,9.834621412629229384e-03,-4.109776177795149144e-01,3.517389632556949201e-03
3.051000000000000156e+00,1.207705695068359120e+00,1.018052493018317510e-02,-3.896743983065873995e-01,3.336782999076753561e-03
3.306000000000000050e+00,1.268825836547851527e+00,1.061901794307906419e-02,-3.781054841841774428e-01,3.212044144911997603e-03
3.560999999999999943e+00,1.382647746826171975e+00,1.127507437364487324e-02,-3.829931595032887159e-01,3.166266322281626779e-03
3.813000000000000167e+00,1.431243980712890718e+00,1.163056463442015478e-02,-3.704261408019747792e-01,3.050239872651495932e-03
4.067999999999999616e+00,1.440880247070312592e+00,1.182004945330649912e-02,-3.495750101365171503e-01,2.905616876427360128e-03
4.323000000000000398e+00,1.469631795043945477e+00,1.206082247303692963e-02,-3.356055260719371658e-01,2.789919609770281656e-03
4.578000000000000291e+00,1.546831769287109415e+00,1.252738714664583530e-02,-3.337751558436322652e-01,2.736432316873271126e-03
4.830000000000000071e+00,1.631671736206054657e+00,1.306333958692467399e-02,-3.339260104287978814e-01,2.704625173276329914e-03
5.084999999999999964e+00,1.635926517211914177e+00,1.327218073786054497e-02,-3.180171900446319144e-01,2.610065041860480748e-03
5.339999999999999858e+00,1.628881487060546807e+00,1.344086555024088733e-02,-3.015116818774505325e-01,2.517016020644361179e-03
5.594999999999999751e+00,1.636479585815429738e+00,1.374689405522471451e-02,-2.891278784594225049e-01,2.456996256519162602e-03
5.847000000000000419e+00,1.604413026123046926e+00,1.370591630369804095e-02,-2.711824731123800292e-01,2.344093775217725301e-03
6.102000000000000313e+00,1.526516475708007636e+00,1.331610501406210907e-02,-2.470841314115120868e-01,2.182252542455278155e-03
6.357000000000000206e+00,1.512894670288086107e+00,1.336991884835928533e-02,-2.350299771044714880e-01,2.103180564473695717e-03
6.612000000000000099e+00,1.573025220825195358e+00,1.387720653477469111e-02,-2.350599084982205877e-01,2.098791066965319165e-03
6.863999999999999879e+00,1.584480808471679492e+00,1.398717662175077286e-02,-2.280990242769112275e-01,2.037758831840147736e-03
7.118999999999999773e+00,1.649822822998046945e+00,1.444454796238131555e-02,-2.291071382445689086e-01,2.029013620224935730e-03
7.373999999999999666e+00,1.662182323974609410e+00,1.467040868555479632e-02,-2.228604852372726708e-01,1.989477717053810338e-03
