# distance__t_0.0,pdf__t_0.0,distance__t_1.842,pdf__t_1.842,distance__t_3.687,pdf__t_3.687,distance__t_5.532,pdf__t_5.532,distance__t_7.374,pdf__t_7.374
1.880900500000000017e-02,7.318115233148969710e+07,1.121975999999999703e-02,5.421727382508074317e-02,1.689807000000000115e-02,3.731879854381546860e-03,2.215687499999999949e-02,2.892952785529348016e-03,2.953680000000000194e-02,6.304676847617997869e-03
1.880901499999999837e-02,0.000000000000000000e+00,3.148327999999999544e-02,2.590380860531635854e-01,4.960820999999999981e-02,2.612315898067082628e-02,6.435262500000001051e-02,8.678858356588043180e-03,8.762240000000000306e-02,4.203117898411999447e-03
1.880902500000000005e-02,0.000000000000000000e+00,5.174679999999999558e-02,3.855450583116852292e-01,8.231834999999999847e-02,1.865939927190773256e-02,1.065483750000000146e-01,1.735771671317608983e-02,1.457080000000000042e-01,8.406235796823998893e-03
1.880903500000000172e-02,0.000000000000000000e+00,7.201031999999998878e-02,5.783175874675278161e-01,1.150284899999999833e-01,7.463759708763097189e-02,1.487441250000000048e-01,2.025066949870543698e-02,2.037935999999999914e-01,1.681247159364799085e-02
1.880904499999999993e-02,0.000000000000000000e+00,9.227383999999999586e-02,7.590418335511305292e-01,1.477386299999999819e-01,7.463759708763093026e-02,1.909398750000000367e-01,3.760838621188152681e-02,2.618791999999999787e-01,3.152338423808997980e-02
1.880905499999999814e-02,0.000000000000000000e+00,1.125373599999999891e-01,7.469935504788899339e-01,1.804487699999999806e-01,1.119563956314463954e-01,2.331356250000000130e-01,3.471543342635220047e-02,3.199647999999999937e-01,5.253897373015001954e-02
1.880906499999999981e-02,0.000000000000000000e+00,1.328008799999999823e-01,7.891625412317315735e-01,2.131589099999999792e-01,1.119563956314463954e-01,2.753313750000000448e-01,9.257448913693908099e-02,3.780504000000000087e-01,7.145300427300396717e-02
1.880907500000000149e-02,0.000000000000000000e+00,1.530643999999999894e-01,8.975970888818918247e-01,2.458690499999999779e-01,1.268839150489724787e-01,3.175271250000000212e-01,1.012533474935272543e-01,4.361359999999999681e-01,9.246859376506394446e-02
1.880908499999999969e-02,0.000000000000000000e+00,1.733279199999999687e-01,8.915729473457717491e-01,2.785791899999999766e-01,2.127171516997481693e-01,3.597228749999999975e-01,1.388617337054088019e-01,4.942215999999999831e-01,1.092810653587120429e-01
1.880909499999999790e-02,0.000000000000000000e+00,1.935914399999999758e-01,8.614522396651725922e-01,3.112893300000000307e-01,2.612315898067082420e-01,4.019186249999999738e-01,1.475405920619966560e-01,5.523071999999999981e-01,1.639215980380677451e-01
1.880910499999999957e-02,0.000000000000000000e+00,2.138549599999999828e-01,9.337419380986123896e-01,3.439994699999999739e-01,2.649634696610898010e-01,4.441143750000000612e-01,1.909348838449368424e-01,6.103928000000000686e-01,1.870387464793340782e-01
1.880911500000000125e-02,0.000000000000000000e+00,2.341184799999999622e-01,1.006031636532053408e+00,3.767096100000000281e-01,2.910866286417606585e-01,4.863101250000000375e-01,2.256503172712890082e-01,6.684783999999999171e-01,1.912418643777460681e-01
1.880912499999999946e-02,0.000000000000000000e+00,2.543819999999999415e-01,9.518143627069751700e-01,4.094197499999999712e-01,2.836228689329975405e-01,5.285058750000000138e-01,2.430080339844654103e-01,7.265639999999999876e-01,2.542886328539256113e-01
1.880913499999999766e-02,0.000000000000000000e+00,2.746455199999999208e-01,1.048200627284895381e+00,4.421298900000000254e-01,3.769198652925362381e-01,5.707016250000001012e-01,2.487939395555234523e-01,7.846496000000000581e-01,2.479839560063080983e-01
1.880914499999999934e-02,0.000000000000000000e+00,2.949090399999999557e-01,1.168683458007293785e+00,4.748400299999999685e-01,4.702168616520748801e-01,6.128973750000001885e-01,2.950811841239937006e-01,8.427352000000000176e-01,3.215385192285175053e-01
1.880915500000000101e-02,0.000000000000000000e+00,3.151725599999999350e-01,1.012055778068174705e+00,5.075501700000000227e-01,5.000719004871281292e-01,6.550931250000000539e-01,3.616190981911687197e-01,9.008207999999999771e-01,3.635696982126381260e-01
1.880916499999999922e-02,0.000000000000000000e+00,3.354360799999999143e-01,9.759109288514542513e-01,5.402603099999999658e-01,5.784413774291387034e-01,6.972888750000001412e-01,3.789768149043448719e-01,9.589064000000000476e-01,3.593665803142261361e-01
1.880917499999999742e-02,0.000000000000000000e+00,3.556995999999998936e-01,1.210852448760134425e+00,5.729704499999999090e-01,6.082964162641931738e-01,7.394846250000000065e-01,4.165852011162263779e-01,1.016991999999999896e+00,4.013977592983461462e-01
1.880918499999999910e-02,0.000000000000000000e+00,3.759631199999999285e-01,1.240973156440738023e+00,6.056805899999999632e-01,5.896370169922853233e-01,7.816803750000000939e-01,4.079063427596372748e-01,1.075077599999999967e+00,3.908899645523153943e-01
1.880919500000000077e-02,0.000000000000000000e+00,3.962266399999999078e-01,1.006031636532054740e+00,6.383907299999999063e-01,5.859051371379018214e-01,8.238761250000001812e-01,4.339429178294024747e-01,1.133163200000000037e+00,5.148819425554692630e-01
1.880920499999999898e-02,0.000000000000000000e+00,4.164901599999999426e-01,1.301214571801935449e+00,6.711008699999999605e-01,6.680064939342956754e-01,8.660718750000000465e-01,5.612328403926939435e-01,1.191248799999999886e+00,4.602414098761150596e-01
1.880921499999999719e-02,0.000000000000000000e+00,4.367536799999999220e-01,1.168683458007297116e+00,7.038110099999999036e-01,6.120282961185746773e-01,9.082676250000001339e-01,6.104130377466912005e-01,1.249334399999999956e+00,4.686476456729373186e-01
1.880922499999999886e-02,0.000000000000000000e+00,4.570171999999999013e-01,1.265069722585218548e+00,7.365211499999999578e-01,6.530789745167717708e-01,9.504633750000002212e-01,5.351962653229297429e-01,1.307420000000000027e+00,4.980694709618212479e-01
1.880923500000000054e-02,0.000000000000000000e+00,4.772807199999998806e-01,1.180731741079533936e+00,7.692312899999999010e-01,7.724991298569788833e-01,9.926591250000000866e-01,6.046271321756356842e-01,1.365505600000000097e+00,5.443037678443553018e-01
1.880924499999999874e-02,0.000000000000000000e+00,4.975442399999999155e-01,1.289166288729698850e+00,8.019414299999999551e-01,8.023541686920311333e-01,1.034854875000000174e+00,5.612328403926923892e-01,1.423591199999999946e+00,5.590146804887952126e-01
