# time,average_distance,95CLI,average_effective_velocity,95CLI
0.000000000000000000e+00,1.880910351562499819e-02,6.596831878336220452e-09,0.000000000000000000e+00,0.000000000000000000e+00
2.550000000000000044e-01,1.055385705566406207e-01,7.435085771066590483e-04,-3.401155570235906977e-01,2.915719910222192100e-03
5.100000000000000089e-01,2.483001031494140864e-01,2.334407722431100334e-03,-4.499823522231158335e-01,4.577270043982549844e-03
7.620000000000000107e-01,3.828943652343750337e-01,3.730234549891167564e-03,-4.778021807332678006e-01,4.895320931615705466e-03
1.016999999999999904e+00,4.969283864746093515e-01,4.555272605094153569e-03,-4.701271218869069735e-01,4.479127438637319457e-03
1.272000000000000020e+00,5.984767399902344298e-01,5.373340227833653740e-03,-4.557135506875860109e-01,4.224324078485577200e-03
1.526999999999999913e+00,7.013289929199217898e-01,6.359870690782299524e-03,-4.469678385096901296e-01,4.164944787676686314e-03
1.778999999999999915e+00,8.057124414062499795e-01,7.357832501303206325e-03,-4.423290263578555370e-01,4.135937325072066607e-03
2.033999999999999808e+00,9.159483089599609329e-01,8.363731565286606703e-03,-4.410713891073431703e-01,4.111962421478174666e-03
2.289000000000000146e+00,9.836326470947266420e-01,8.934067877374586575e-03,-4.215043877584541687e-01,3.903044070500037710e-03
2.544000000000000039e+00,1.046241254760742034e+00,9.419325052037814255e-03,-4.038648393259107738e-01,3.702564878945681631e-03
2.795999999999999819e+00,1.096009348510742054e+00,9.686736628060403642e-03,-3.852647514288687902e-01,3.464498078705437883e-03
3.051000000000000156e+00,1.154342552856445270e+00,1.008950628381855008e-02,-3.721840214161980520e-01,3.306950601054916249e-03
3.306000000000000050e+00,1.234036077392578257e+00,1.060142184611024586e-02,-3.675822667504395902e-01,3.206721671539699333e-03
3.560999999999999943e+00,1.228882745361328022e+00,1.063688145938484868e-02,-3.398128733068528362e-01,2.987048991683473580e-03
3.813000000000000167e+00,1.204974792480468793e+00,1.063776481505966480e-02,-3.110846286296469199e-01,2.789867509850423293e-03
4.067999999999999616e+00,1.210367890991211004e+00,1.079981294555105477e-02,-2.929102230765944226e-01,2.654821274717565453e-03
4.323000000000000398e+00,1.212722505981445487e+00,1.095376429793399470e-02,-2.761770535428684781e-01,2.533833980553780625e-03
4.578000000000000291e+00,1.229001258056640733e+00,1.114942568237508105e-02,-2.643495313545250469e-01,2.435435928871795570e-03
4.830000000000000071e+00,1.282368416503906206e+00,1.163365721754365881e-02,-2.616064830203480573e-01,2.408624682721254365e-03
5.084999999999999964e+00,1.318237046142578084e+00,1.203093840882873793e-02,-2.555413849807183779e-01,2.365966255423547493e-03
5.339999999999999858e+00,1.320587549804687511e+00,1.211486267031227845e-02,-2.437787352601240576e-01,2.268700874590314463e-03
5.594999999999999751e+00,1.313123242065429741e+00,1.197470864215629746e-02,-2.313340730205191709e-01,2.140251768035084448e-03
5.847000000000000419e+00,1.341085732299804878e+00,1.219052200930435641e-02,-2.261461653470463185e-01,2.084919105405225962e-03
6.102000000000000313e+00,1.389125709594726477e+00,1.270751390505042884e-02,-2.245684375744184391e-01,2.082516208628388838e-03
6.357000000000000206e+00,1.409247116333007810e+00,1.294185601203526499e-02,-2.187255014656886432e-01,2.035843324215079984e-03
6.612000000000000099e+00,1.430945035522460884e+00,1.305390431460887873e-02,-2.135716775569927173e-01,1.974274699729110412e-03
6.863999999999999879e+00,1.458580291259765627e+00,1.320417802853402801e-02,-2.097568746713491528e-01,1.923685610217661405e-03
7.118999999999999773e+00,1.483779512451171900e+00,1.351154886985241922e-02,-2.057831730489600996e-01,1.897956014869001118e-03
7.373999999999999666e+00,1.523768566162109428e+00,1.386147259450192307e-02,-2.040899732365723529e-01,1.879776592690795200e-03
