# distance__t_0.0,pdf__t_0.0,distance__t_1.842,pdf__t_1.842,distance__t_3.687,pdf__t_3.687,distance__t_5.532,pdf__t_5.532,distance__t_7.374,pdf__t_7.374
1.880801000000000001e-02,7.830810546921505593e+06,1.468593999999999976e-02,4.969504512316457942e-03,1.756542499999999909e-02,3.505063262970955010e-03,2.221300000000000358e-02,3.019599082273784121e-03,2.324432500000000318e-02,2.763857175040443283e-03
1.880802999999999642e-02,0.000000000000000000e+00,3.924981999999999777e-02,4.969504512316458809e-03,5.239227500000000204e-02,0.000000000000000000e+00,6.263900000000000023e-02,0.000000000000000000e+00,6.741097499999999798e-02,2.763857175040443717e-03
1.880804999999999977e-02,0.000000000000000000e+00,6.381370000000000098e-02,9.939009024632912415e-03,8.721912500000000845e-02,1.752531631485476984e-02,1.030650000000000177e-01,1.811759449364270386e-02,1.115776249999999997e-01,1.381928587520221685e-02
1.880806999999999618e-02,0.000000000000000000e+00,8.837758000000001113e-02,4.969504512316458809e-03,1.220459750000000010e-01,1.752531631485476984e-02,1.434910000000000074e-01,3.019599082273784121e-03,1.557442749999999876e-01,2.763857175040443370e-02
1.880808999999999953e-02,0.000000000000000000e+00,1.129414599999999935e-01,9.939009024632922823e-03,1.568728249999999935e-01,3.505063262970955357e-02,1.839170000000000249e-01,1.509799541136891410e-02,1.999109250000000171e-01,2.211085740032354627e-02
1.880810999999999594e-02,0.000000000000000000e+00,1.375053399999999759e-01,2.484752256158228104e-02,1.916996750000000138e-01,2.453544284079666946e-02,2.243430000000000146e-01,2.415679265819027990e-02,2.440775750000000188e-01,4.422171480064706478e-02
1.880812999999999929e-02,0.000000000000000000e+00,1.620692199999999861e-01,6.460355866011399661e-02,2.265265250000000341e-01,3.154556936673860029e-02,2.647690000000000321e-01,6.643117981002326367e-02,2.882442250000000206e-01,4.974942915072794875e-02
1.880814999999999571e-02,0.000000000000000000e+00,1.866330999999999962e-01,6.460355866011392723e-02,2.613533749999999989e-01,5.257594894456437545e-02,3.051949999999999941e-01,4.529398623410674229e-02,3.324108750000000501e-01,5.251328632576845318e-02
1.880816999999999906e-02,0.000000000000000000e+00,2.111969799999999786e-01,1.242376128079114017e-01,2.961802249999999637e-01,6.309113873347714507e-02,3.456210000000000671e-01,6.643117981002322203e-02,3.765775250000000240e-01,7.738800090113245878e-02
1.880818999999999547e-02,0.000000000000000000e+00,2.357608599999999888e-01,1.590241443941267652e-01,3.310070749999999840e-01,4.907088568159341524e-02,3.860470000000000290e-01,7.247037797457078767e-02,4.207441750000000535e-01,1.133181441766581005e-01
1.880820999999999882e-02,0.000000000000000000e+00,2.603247399999999989e-01,7.951207219706329932e-02,3.658339250000000042e-01,8.762658157427381800e-02,4.264730000000000465e-01,1.026663687973087546e-01,4.649108250000000275e-01,8.844342960129412956e-02
1.880822999999999523e-02,0.000000000000000000e+00,2.848886200000000368e-01,1.888411714680251208e-01,4.006607749999999690e-01,1.296873407299252434e-01,4.668990000000000640e-01,1.238035623732250956e-01,5.090774750000000015e-01,1.326651444019415205e-01
1.880824999999999858e-02,0.000000000000000000e+00,3.094525000000000192e-01,2.385362165911901755e-01,4.354876249999999893e-01,1.822632896744898479e-01,5.073250000000000259e-01,1.298427605377726612e-01,5.532441249999999755e-01,1.630675733273862504e-01
1.880827000000000193e-02,0.000000000000000000e+00,3.340163800000000016e-01,3.428958113498358773e-01,4.703144750000000096e-01,1.577278468336928696e-01,5.477510000000000989e-01,1.509799541136893630e-01,5.974107749999999495e-01,1.989977166029115452e-01
1.880828999999999834e-02,0.000000000000000000e+00,3.585802599999999840e-01,3.180482887882528087e-01,5.051413250000000854e-01,1.927784794634020971e-01,5.881770000000000609e-01,2.083523366768907370e-01,6.415774250000000345e-01,2.349278598784378391e-01
1.880831000000000169e-02,0.000000000000000000e+00,3.831441400000000219e-01,4.124688745222663266e-01,5.399681750000000502e-01,1.962835427263736610e-01,6.286030000000000229e-01,2.143915348414388855e-01,6.857440750000000085e-01,2.902050033792467065e-01
1.880832999999999811e-02,0.000000000000000000e+00,4.077080200000000043e-01,5.168284692809119729e-01,5.747950250000000150e-01,2.103037957782575018e-01,6.690290000000000958e-01,1.721171476896058705e-01,7.299107249999999825e-01,2.708580031539636335e-01
1.880835000000000146e-02,0.000000000000000000e+00,4.322719000000000422e-01,5.714930189163918151e-01,6.096218749999999797e-01,3.084455671414433331e-01,7.094550000000000578e-01,3.079991063919254590e-01,7.740773749999999565e-01,2.598025744538018378e-01
1.880836999999999787e-02,0.000000000000000000e+00,4.568357800000000246e-01,4.969504512316461620e-01,6.444487250000000556e-01,3.154556936673862388e-01,7.498810000000000198e-01,2.868619128160097564e-01,8.182440250000000415e-01,3.758845758054995545e-01
1.880839000000000122e-02,0.000000000000000000e+00,4.813996600000000070e-01,5.367064873301778949e-01,6.792755750000000203e-01,3.154556936673862388e-01,7.903070000000000928e-01,2.989403091451041106e-01,8.624106750000000154e-01,3.952315760307836268e-01
1.880840999999999763e-02,0.000000000000000000e+00,5.059635399999999894e-01,6.659136046504073869e-01,7.141024250000000961e-01,3.925670854527461007e-01,8.307330000000001657e-01,3.714106871196757864e-01,9.065773249999999894e-01,4.422171480064712168e-01
1.880843000000000098e-02,0.000000000000000000e+00,5.305274199999998608e-01,7.007001362366210850e-01,7.489292750000000609e-01,4.135974650305730971e-01,8.711590000000000167e-01,3.412146962969379582e-01,9.507439749999999634e-01,4.118147190810252933e-01
1.880844999999999739e-02,0.000000000000000000e+00,5.550912999999999542e-01,6.162185595272384742e-01,7.837561250000000257e-01,4.556582241862245919e-01,9.115850000000000897e-01,3.925478806955912114e-01,9.949106250000000484e-01,4.145785762560667553e-01
1.880847000000000074e-02,0.000000000000000000e+00,5.796551800000000476e-01,6.360965775765070607e-01,8.185829749999999905e-01,4.556582241862231486e-01,9.520110000000001627e-01,3.532930926260330895e-01,1.039077274999999911e+00,5.306605776077654157e-01
1.880848999999999716e-02,0.000000000000000000e+00,6.042190599999999190e-01,7.305171633105198570e-01,8.534098250000000663e-01,4.661734139751374517e-01,9.924370000000000136e-01,3.985870788601398873e-01,1.083243925000000107e+00,3.979954332058240896e-01
1.880851000000000051e-02,0.000000000000000000e+00,6.287829400000000124e-01,6.211880640395577302e-01,8.882366750000000311e-01,5.117392363937599553e-01,1.032863000000000087e+00,4.227438715183290396e-01,1.127410574999999859e+00,5.030220058573610098e-01
1.880852999999999692e-02,0.000000000000000000e+00,6.533468199999998838e-01,6.808221181873552741e-01,9.230635249999999958e-01,5.502949322864404413e-01,1.073289000000000160e+00,5.193710421510899788e-01,1.171577225000000055e+00,5.417160063079272669e-01
1.880855000000000027e-02,0.000000000000000000e+00,6.779106999999999772e-01,8.050597309952668423e-01,9.578903750000000716e-01,6.133860710199158239e-01,1.113715000000000011e+00,5.495670329738308046e-01,1.215743875000000029e+00,5.693545780583287863e-01
1.880856999999999668e-02,0.000000000000000000e+00,7.024745799999999596e-01,8.448157670937946895e-01,9.927172250000000364e-01,7.080227791201335608e-01,1.154141000000000084e+00,5.495670329738276960e-01,1.259910525000000003e+00,5.306605776077654157e-01
1.880859000000000003e-02,0.000000000000000000e+00,7.270384599999999420e-01,9.193583347785454496e-01,1.027544075000000001e+00,6.274063240718015244e-01,1.194567000000000156e+00,5.193710421510899788e-01,1.304077175000000199e+00,5.472437206580080815e-01
1.880860999999999644e-02,0.000000000000000000e+00,7.516023400000000354e-01,9.789923889263429935e-01,1.062370924999999966e+00,7.641037913276689242e-01,1.234993000000000229e+00,5.435278348092831280e-01,1.348243824999999951e+00,5.887015782836148015e-01
1.880862999999999979e-02,0.000000000000000000e+00,7.761662199999999068e-01,1.028687434049507576e+00,1.097197774999999931e+00,6.309113873347724777e-01,1.275419000000000080e+00,5.284298393979113273e-01,1.392410475000000147e+00,5.887015782836148015e-01
1.880864999999999621e-02,0.000000000000000000e+00,8.007301000000000002e-01,9.988704069756088044e-01,1.132024624999999896e+00,6.799822730163659346e-01,1.315845000000000153e+00,6.069394155370295696e-01,1.436577124999999899e+00,4.781472912819970111e-01
1.880866999999999956e-02,0.000000000000000000e+00,8.252939799999998716e-01,9.789923889263429935e-01,1.166851474999999860e+00,7.080227791201335608e-01,1.356271000000000004e+00,5.797630237965687439e-01,1.480743775000000095e+00,5.472437206580080815e-01
1.880868999999999597e-02,0.000000000000000000e+00,8.498578599999999650e-01,1.088321488197305120e+00,1.201678324999999825e+00,6.239012608088305711e-01,1.396697000000000077e+00,5.616454293029228273e-01,1.524910424999999847e+00,5.665907208832912101e-01
1.880870999999999932e-02,0.000000000000000000e+00,8.744217399999999474e-01,9.939009024632878830e-01,1.236505175000000012e+00,7.185379689090418687e-01,1.437123000000000150e+00,6.280766091129459383e-01,1.569077075000000043e+00,5.361882919578463413e-01
1.880872999999999573e-02,0.000000000000000000e+00,8.989856199999999298e-01,1.083351983684988751e+00,1.271332024999999977e+00,6.344164505977434310e-01,1.477549000000000223e+00,6.582725999356874302e-01,1.613243725000000017e+00,5.804100067584905265e-01
1.880874999999999908e-02,0.000000000000000000e+00,9.235495000000000232e-01,1.038626443074140537e+00,1.306158874999999941e+00,7.045177158571626075e-01,1.517975000000000074e+00,6.009002173724820040e-01,1.657410374999999991e+00,5.196051489076036756e-01
1.880877000000000243e-02,0.000000000000000000e+00,9.481133799999998946e-01,1.053534956611089868e+00,1.340985724999999906e+00,6.239012608088305711e-01,1.558401000000000147e+00,6.371354063597672868e-01,1.701577025000000187e+00,5.278967204327249529e-01
1.880878999999999884e-02,0.000000000000000000e+00,9.726772599999999880e-01,1.023717929537191207e+00,1.375812574999999871e+00,6.799822730163659346e-01,1.598827000000000220e+00,6.612921990179575493e-01,1.745743674999999939e+00,5.472437206580080815e-01
1.880881000000000219e-02,0.000000000000000000e+00,9.972411400000000814e-01,9.292973438031699729e-01,1.410639424999999836e+00,8.026594872203495212e-01,1.639253000000000071e+00,6.129786137015804659e-01,1.789910325000000135e+00,5.361882919578463413e-01
1.880882999999999861e-02,0.000000000000000000e+00,1.021805019999999953e+00,9.292973438031825184e-01,1.445466274999999801e+00,6.729721464904196981e-01,1.679679000000000144e+00,6.733705953470526806e-01,1.834076974999999887e+00,5.196051489076036756e-01
1.880885000000000196e-02,0.000000000000000000e+00,1.046368900000000046e+00,9.243278392908577112e-01,1.480293124999999987e+00,7.045177158571626075e-01,1.720105000000000217e+00,5.284298393979113273e-01,1.878243625000000083e+00,5.030220058573610098e-01
1.880886999999999837e-02,0.000000000000000000e+00,1.070932780000000140e+00,7.752427039213715121e-01,1.515119974999999952e+00,5.923556914420919917e-01,1.760531000000000290e+00,5.103122449042714059e-01,1.922410275000000057e+00,5.251328632576819366e-01
1.880889000000000172e-02,0.000000000000000000e+00,1.095496660000000011e+00,8.249377490445288785e-01,1.549946824999999917e+00,6.729721464904240280e-01,1.800957000000000141e+00,5.827826228788393070e-01,1.966576925000000031e+00,4.477448623565520869e-01
1.880890999999999813e-02,0.000000000000000000e+00,1.120060540000000104e+00,8.895413077046426809e-01,1.584773674999999882e+00,7.080227791201335608e-01,1.841383000000000214e+00,4.861554522460783678e-01,2.010743575000000227e+00,4.947304343322371789e-01
1.880893000000000148e-02,0.000000000000000000e+00,1.144624419999999976e+00,9.640838753893978819e-01,1.619600524999999847e+00,7.010126525941916542e-01,1.881809000000000065e+00,5.223906412333665372e-01,2.054910225000000423e+00,4.477448623565543628e-01
1.880894999999999789e-02,0.000000000000000000e+00,1.169188300000000069e+00,7.205781542858836763e-01,1.654427375000000033e+00,6.414265771236813407e-01,1.922235000000000138e+00,5.314494384801851101e-01,2.099076875000000175e+00,4.256340049562263861e-01
1.880897000000000124e-02,0.000000000000000000e+00,1.193752180000000163e+00,7.354866678228396681e-01,1.689254224999999998e+00,5.818405016531791318e-01,1.962661000000000211e+00,5.223906412333637617e-01,2.143243525000000371e+00,4.035231475559029612e-01
1.880898999999999766e-02,0.000000000000000000e+00,1.218316060000000034e+00,6.857916226996686460e-01,1.724081074999999963e+00,6.028708812310048515e-01,2.003086999999999840e+00,4.469006641765241872e-01,2.187410175000000123e+00,4.062870047309474764e-01
1.880901000000000101e-02,2.904663085954750329e+07,1.242879939999999905e+00,7.951207219706374341e-01,1.758907924999999928e+00,5.257594894456437684e-01,2.043512999999999913e+00,4.197242724360552568e-01,2.231576825000000319e+00,3.675930042803773334e-01
1.880902999999999742e-02,0.000000000000000000e+00,1.267443819999999999e+00,7.007001362366179764e-01,1.793734774999999892e+00,4.942139200789051334e-01,2.083938999999999986e+00,4.861554522460783678e-01,2.275743475000000515e+00,3.758845758055024411e-01
1.880905000000000077e-02,0.000000000000000000e+00,1.292007700000000092e+00,7.653036948967316677e-01,1.828561624999999857e+00,4.626683507121664984e-01,2.124365000000000059e+00,4.106654751892339084e-01,2.319910125000000267e+00,3.123158607795687436e-01
1.880906999999999718e-02,0.000000000000000000e+00,1.316571580000000186e+00,7.603341903844220706e-01,1.863388474999999822e+00,4.907088568159341802e-01,2.164791000000000132e+00,3.955674797778649943e-01,2.364076775000000019e+00,3.206074323046932406e-01
