# time,average_distance,95CLI,average_effective_velocity,95CLI
0.000000000000000000e+00,1.880926818847655779e-02,9.593581692969395339e-09,0.000000000000000000e+00,0.000000000000000000e+00
2.550000000000000044e-01,3.875060278320312246e-02,4.098393354225886884e-04,-7.820131213618260191e-02,1.607213080088583032e-03
5.100000000000000089e-01,8.348716137695312567e-02,1.152309402885887644e-03,-1.268193984087775950e-01,2.259430201737034401e-03
7.620000000000000107e-01,1.520151895751953308e-01,2.345738838883665647e-03,-1.748109204550115092e-01,3.078397426356516576e-03
1.016999999999999904e+00,2.419481679687500164e-01,3.683355400381032284e-03,-2.194089476698854180e-01,3.621785054455292467e-03
1.272000000000000020e+00,3.459398624267577826e-01,5.044569516978959257e-03,-2.571781401244349063e-01,3.965856538505471360e-03
1.526999999999999913e+00,4.505840183105468966e-01,6.126272321591755277e-03,-2.827601507020762184e-01,4.011966156903573090e-03
1.778999999999999915e+00,5.537953525390625353e-01,6.973678459797410731e-03,-3.007229254359674031e-01,3.919999134231259320e-03
2.033999999999999808e+00,6.522225286865234173e-01,7.748472055505376509e-03,-3.114126157807507456e-01,3.809474953542466534e-03
2.289000000000000146e+00,7.566807822265624317e-01,8.520231975779260850e-03,-3.223554015020033692e-01,3.722250753944630983e-03
2.544000000000000039e+00,8.411547854003905700e-01,9.051695900516134111e-03,-3.232490240612869714e-01,3.558056564668291705e-03
2.795999999999999819e+00,9.106649238281250280e-01,9.536785716223327922e-03,-3.189755563804179128e-01,3.410867566603479565e-03
3.051000000000000156e+00,9.793775755615234946e-01,1.001406641122255456e-02,-3.148372033343319609e-01,3.282224323573436093e-03
3.306000000000000050e+00,1.047436262207031232e+00,1.045832255811783920e-02,-3.111394416269070429e-01,3.163436950428868358e-03
3.560999999999999943e+00,1.103783629150390633e+00,1.075594235970730311e-02,-3.046824939516747932e-01,3.020483673043331593e-03
3.813000000000000167e+00,1.151679160278320291e+00,1.113385544627139463e-02,-2.971072363204415590e-01,2.919972579667294479e-03
4.067999999999999616e+00,1.195581669799804736e+00,1.149952783088138870e-02,-2.892754182918702566e-01,2.826825917129151960e-03
4.323000000000000398e+00,1.237707878417968699e+00,1.178032256387529474e-02,-2.819566528405024197e-01,2.725034134599882765e-03
4.578000000000000291e+00,1.282446136352539012e+00,1.211220100238771108e-02,-2.760237807260948473e-01,2.645740716991636359e-03
4.830000000000000071e+00,1.334596716674804728e+00,1.254587732139652440e-02,-2.724197615913722670e-01,2.597490128653524508e-03
5.084999999999999964e+00,1.384229824951171750e+00,1.299230146810812468e-02,-2.685192835324867744e-01,2.555024870817723844e-03
5.339999999999999858e+00,1.434740805175781286e+00,1.339869292726580431e-02,-2.651557185369484704e-01,2.509118525705207083e-03
5.594999999999999751e+00,1.483164702148437541e+00,1.374005737279923589e-02,-2.617257254620126705e-01,2.455774329365368290e-03
5.847000000000000419e+00,1.528088491943359273e+00,1.402270866484231666e-02,-2.581288222601132998e-01,2.398274100366395902e-03
6.102000000000000313e+00,1.570061403564453117e+00,1.435366739477676561e-02,-2.542202778393930496e-01,2.352288986361318265e-03
6.357000000000000206e+00,1.611451938354492075e+00,1.471379103161769668e-02,-2.505336904461248348e-01,2.314580939376702402e-03
6.612000000000000099e+00,1.652445858398437384e+00,1.508520049562435579e-02,-2.470714746234060344e-01,2.281488278225099128e-03
6.863999999999999879e+00,1.697390378540039046e+00,1.548660843455920005e-02,-2.445485300628733316e-01,2.256207522517365838e-03
7.118999999999999773e+00,1.743785806884765588e+00,1.591544638398297365e-02,-2.423060175159838514e-01,2.235629496275175297e-03
7.373999999999999666e+00,1.785908738037109256e+00,1.631270853538782303e-02,-2.396392012270996408e-01,2.212192641088666072e-03
