# x,y,dx,dy
3.242934465408325195e+00,0.000000000000000000e+00,9.340073504770991519e-01,3.506906911818162831e-01
4.053668022155761719e+00,-9.998999834060668945e-01,9.869238466536355281e-01,-1.566062243628490724e-01
4.053668022155761719e+00,-9.998152256011962891e-01,9.830488852038971048e-01,-1.776102679543176410e-01
4.053668022155761719e+00,-9.996585249900817871e-01,9.729502266131883070e-01,-2.234773136178478947e-01
4.053668022155761719e+00,-9.993690252304077148e-01,9.415491260529958994e-01,-3.270540083675912979e-01
4.053668022155761719e+00,-9.988340735435485840e-01,9.007876050667882328e-01,-4.238137932626803162e-01
4.053668022155761719e+00,-9.978455901145935059e-01,9.894908124981599551e-01,-1.419277693505341942e-01
4.053668022155761719e+00,-9.960189461708068848e-01,9.997611557989366515e-01,-5.599103832854204245e-03
4.053668022155761719e+00,-9.926435947418212891e-01,9.998155865986866342e-01,-6.822720609257881125e-03
4.053668022155761719e+00,-9.864064455032348633e-01,9.988198869993363260e-01,-4.737928214404524968e-02
4.053668022155761719e+00,-9.748811125755310059e-01,9.905217809164886811e-01,-1.328635369561423640e-01
4.053668022155761719e+00,-9.535841345787048340e-01,9.709452595748880865e-01,-2.333087836674135329e-01
4.053668022155761719e+00,-9.142304062843322754e-01,8.103435787422101910e-01,-1.429914212613997149e-01
4.053668022155761719e+00,-8.415106534957885742e-01,8.194570358800615795e-01,1.524769585127353777e-01
4.053668022155761719e+00,-7.071355581283569336e-01,6.122370208940739467e-01,3.578978145821937740e-01
4.053668022155761719e+00,-4.588304758071899414e-01,6.566122886855918495e-01,-7.063926953417007937e-01
4.053668022155761719e+00,0.000000000000000000e+00,8.380603475590359119e-01,-1.126433567329773733e-01
4.864401340484619141e+00,-9.998999834060668945e-01,9.921628696305256900e-01,-1.063350349864847638e-01
4.864401340484619141e+00,-9.998152256011962891e-01,9.912651108935011113e-01,-1.155577017372522997e-01
4.864401340484619141e+00,-9.996585249900817871e-01,9.893830378028506400e-01,-1.329171396905838021e-01
4.864401340484619141e+00,-9.993690252304077148e-01,9.857507520029671344e-01,-1.618201831805992363e-01
4.864401340484619141e+00,-9.988340735435485840e-01,9.846119701890720943e-01,-1.740726649948741156e-01
4.864401340484619141e+00,-9.978455901145935059e-01,9.959855295273594145e-01,-8.860166898137479541e-02
4.864401340484619141e+00,-9.960189461708068848e-01,9.998786929364198439e-01,-1.547409586729438756e-02
4.864401340484619141e+00,-9.926435947418212891e-01,9.998452547024653247e-01,-1.711797689034049233e-02
4.864401340484619141e+00,-9.864064455032348633e-01,9.989839376118749836e-01,-3.096065075216621748e-02
4.864401340484619141e+00,-9.748811125755310059e-01,9.942691355308888035e-01,-1.044871429854503514e-01
4.864401340484619141e+00,-9.535841345787048340e-01,9.986248418028208507e-01,3.462797109452960681e-02
4.864401340484619141e+00,-9.142304062843322754e-01,9.850830316486857141e-01,-2.549853164895790614e-02
4.864401340484619141e+00,-8.415106534957885742e-01,9.370041479017356956e-01,-2.916133590859341096e-01
4.864401340484619141e+00,-7.071355581283569336e-01,-4.633441411667563736e-01,2.030015439440243374e-01
4.864401340484619141e+00,-4.588304758071899414e-01,7.788643187599390005e-01,3.604315625032856740e-01
4.864401340484619141e+00,0.000000000000000000e+00,7.109858197416983883e-01,3.680786902512676040e-01
5.675135135650634766e+00,-9.998999834060668945e-01,9.951328714355307525e-01,-9.791017831486087397e-02
5.675135135650634766e+00,-9.998152256011962891e-01,9.942954768985124980e-01,-1.063819790858154257e-01
5.675135135650634766e+00,-9.996585249900817871e-01,9.927381508505267460e-01,-1.202940654006593169e-01
5.675135135650634766e+00,-9.993690252304077148e-01,9.906170246292236303e-01,-1.355992835867486090e-01
5.675135135650634766e+00,-9.988340735435485840e-01,9.921709840196141217e-01,-1.213956618665688186e-01
5.675135135650634766e+00,-9.978455901145935059e-01,9.979732764695482539e-01,-6.276299923154747551e-02
5.675135135650634766e+00,-9.960189461708068848e-01,9.996608205649930579e-01,-2.586466120371599953e-02
5.675135135650634766e+00,-9.926435947418212891e-01,9.999084053217194290e-01,-1.252344778800533812e-02
5.675135135650634766e+00,-9.864064455032348633e-01,9.988659912226670601e-01,-4.027201967966835550e-02
5.675135135650634766e+00,-9.748811125755310059e-01,9.936555701182891998e-01,-1.039322029542714271e-01
5.675135135650634766e+00,-9.535841345787048340e-01,9.884691419591919992e-01,-1.491289014078726882e-01
5.675135135650634766e+00,-9.142304062843322754e-01,7.043650138134408545e-01,-5.757127452999287742e-01
5.675135135650634766e+00,-8.415106534957885742e-01,5.601520836639216627e-01,1.154249384930292888e-01
5.675135135650634766e+00,-7.071355581283569336e-01,9.543425409752473998e-01,-2.533927664996119544e-01
5.675135135650634766e+00,-4.588304758071899414e-01,5.289452125736650023e-01,8.351765314515366967e-01
5.675135135650634766e+00,0.000000000000000000e+00,8.669738362398209386e-01,-4.518026907238470447e-01
6.485868930816650391e+00,-9.998999834060668945e-01,9.903603234715278036e-01,-1.346845805095613080e-01
6.485868930816650391e+00,-9.998152256011962891e-01,9.879809669781112191e-01,-1.496746250171806514e-01
6.485868930816650391e+00,-9.996585249900817871e-01,9.826026663864805277e-01,-1.788142260885975388e-01
6.485868930816650391e+00,-9.993690252304077148e-01,9.716869974936735987e-01,-2.270900977995416181e-01
6.485868930816650391e+00,-9.988340735435485840e-01,9.740903403327192400e-01,-2.220157229347348715e-01
6.485868930816650391e+00,-9.978455901145935059e-01,9.965561769860218355e-01,-8.071820393789996828e-02
6.485868930816650391e+00,-9.960189461708068848e-01,9.995994933660539150e-01,-1.915475891927974350e-02
6.485868930816650391e+00,-9.926435947418212891e-01,9.998736114640526251e-01,-1.281122957254899122e-02
6.485868930816650391e+00,-9.864064455032348633e-01,9.989049401689443775e-01,-4.675790971391379641e-02
6.485868930816650391e+00,-9.748811125755310059e-01,9.915648899542213179e-01,-1.211355253369496426e-01
6.485868930816650391e+00,-9.535841345787048340e-01,9.366405567719882086e-01,-3.175952097370110527e-01
6.485868930816650391e+00,-9.142304062843322754e-01,9.572564118295191493e-01,4.314734154536666207e-03
6.485868930816650391e+00,-8.415106534957885742e-01,9.884555053029723259e-01,8.707343561520262953e-02
6.485868930816650391e+00,-7.071355581283569336e-01,7.189997244255499353e-01,-6.938285724870836280e-01
6.485868930816650391e+00,-4.588304758071899414e-01,8.274986377192833364e-01,-3.288896526358616734e-01
6.485868930816650391e+00,0.000000000000000000e+00,6.210647254786566540e-01,7.181655276311580405e-01
7.296602249145507812e+00,-9.998999834060668945e-01,9.949017073638323216e-01,-8.699495067466010700e-02
7.296602249145507812e+00,-9.998152256011962891e-01,9.943574036948261696e-01,-9.336920083765459788e-02
7.296602249145507812e+00,-9.996585249900817871e-01,9.933717777550270522e-01,-1.050522441841074128e-01
7.296602249145507812e+00,-9.993690252304077148e-01,9.917522438413424180e-01,-1.244100503622349446e-01
7.296602249145507812e+00,-9.988340735435485840e-01,9.902822251836934653e-01,-1.386136280390350972e-01
7.296602249145507812e+00,-9.978455901145935059e-01,9.957599929240313896e-01,-8.916289476661556912e-02
7.296602249145507812e+00,-9.960189461708068848e-01,9.996347512011020120e-01,-2.691481166766549610e-02
7.296602249145507812e+00,-9.926435947418212891e-01,9.998578810814113815e-01,-1.157090892340985160e-02
7.296602249145507812e+00,-9.864064455032348633e-01,9.966332806695896718e-01,-6.286481291622522671e-02
7.296602249145507812e+00,-9.748811125755310059e-01,9.860619411659073963e-01,-1.655601565695327682e-01
7.296602249145507812e+00,-9.535841345787048340e-01,9.980597872420462480e-01,-5.906722930330261107e-02
7.296602249145507812e+00,-9.142304062843322754e-01,9.729084278026212118e-01,-1.029949963565975068e-02
7.296602249145507812e+00,-8.415106534957885742e-01,8.151553042551571426e-01,-1.084762315630462687e-01
7.296602249145507812e+00,-7.071355581283569336e-01,6.480112753297128103e-01,-7.031431225081460346e-01
7.296602249145507812e+00,-4.588304758071899414e-01,6.105103913658397330e-01,-4.805810163003078062e-01
7.296602249145507812e+00,0.000000000000000000e+00,9.773213876098364450e-01,-1.331787722890813708e-01
8.107336044311523438e+00,-9.998999834060668945e-01,9.809809637428761331e-01,-7.363347747829945833e-02
8.107336044311523438e+00,-9.998152256011962891e-01,9.833901278662788847e-01,-7.857234594814806183e-02
8.107336044311523438e+00,-9.996585249900817871e-01,9.874136976683152156e-01,-8.807665632079821061e-02
8.107336044311523438e+00,-9.993690252304077148e-01,9.921870421159758591e-01,-1.048286452703409422e-01
8.107336044311523438e+00,-9.988340735435485840e-01,9.921442096055163029e-01,-1.205280975588236408e-01
8.107336044311523438e+00,-9.978455901145935059e-01,9.955035551709672248e-01,-7.516650814259967506e-02
8.107336044311523438e+00,-9.960189461708068848e-01,9.995849272509226280e-01,-2.114931592568335128e-02
8.107336044311523438e+00,-9.926435947418212891e-01,9.997355335126923981e-01,-2.263892762466387237e-02
8.107336044311523438e+00,-9.864064455032348633e-01,9.989274509639474164e-01,-4.466086027318010021e-02
8.107336044311523438e+00,-9.748811125755310059e-01,9.975689073140435736e-01,-5.929933954713502431e-02
8.107336044311523438e+00,-9.535841345787048340e-01,9.712554028695974395e-01,-4.095840429799386950e-02
8.107336044311523438e+00,-9.142304062843322754e-01,9.115371907357667780e-01,4.104856185563399151e-01
8.107336044311523438e+00,-8.415106534957885742e-01,3.987017914107761629e-01,3.567407309960153317e-01
8.107336044311523438e+00,-7.071355581283569336e-01,5.613553949811838084e-01,-4.839090741461503087e-01
8.107336044311523438e+00,-4.588304758071899414e-01,-3.445754226257537467e-01,3.084893600336592878e-01
8.107336044311523438e+00,0.000000000000000000e+00,7.246611910324135541e-01,4.196534635425634430e-01
8.918069839477539062e+00,-9.998999834060668945e-01,9.930044016587428191e-01,-1.157467852406268288e-01
8.918069839477539062e+00,-9.998152256011962891e-01,9.916117679459957035e-01,-1.248298788903687145e-01
8.918069839477539062e+00,-9.996585249900817871e-01,9.887520455381347828e-01,-1.409018471286887786e-01
8.918069839477539062e+00,-9.993690252304077148e-01,9.840331665821130391e-01,-1.631485964412247025e-01
8.918069839477539062e+00,-9.988340735435485840e-01,9.857130546305082897e-01,-1.546095387740241411e-01
8.918069839477539062e+00,-9.978455901145935059e-01,9.973607996186724112e-01,-7.152845714642824815e-02
8.918069839477539062e+00,-9.960189461708068848e-01,9.997769251898854792e-01,-1.868572132170039438e-02
8.918069839477539062e+00,-9.926435947418212891e-01,9.997643465901331350e-01,-2.130054471071904723e-02
8.918069839477539062e+00,-9.864064455032348633e-01,9.985000109612472974e-01,-5.455498451564120416e-02
8.918069839477539062e+00,-9.748811125755310059e-01,9.876537993796726811e-01,-1.563847466323317892e-01
8.918069839477539062e+00,-9.535841345787048340e-01,9.623621030062712300e-01,-2.675915440055375849e-01
8.918069839477539062e+00,-9.142304062843322754e-01,9.403836331609499721e-01,-3.241594795128955875e-01
8.918069839477539062e+00,-8.415106534957885742e-01,8.899388716802071331e-01,-1.074926923762833803e-01
8.918069839477539062e+00,-7.071355581283569336e-01,9.681243094198773713e-01,1.457434353400254567e-01
8.918069839477539062e+00,-4.588304758071899414e-01,5.863585353423416135e-01,2.823287598788949415e-01
8.918069839477539062e+00,0.000000000000000000e+00,8.984746058512245170e-01,2.368020526379104873e-01
9.728802680969238281e+00,-9.998999834060668945e-01,9.981549292057901868e-01,-5.049389921998782144e-02
9.728802680969238281e+00,-9.998152256011962891e-01,9.979615120718408061e-01,-5.518153258702979819e-02
9.728802680969238281e+00,-9.996585249900817871e-01,9.975550160543342759e-01,-6.376438917576025822e-02
9.728802680969238281e+00,-9.993690252304077148e-01,9.967775701308728697e-01,-7.700815121981759159e-02
9.728802680969238281e+00,-9.988340735435485840e-01,9.965156864550386295e-01,-8.188392395226022635e-02
9.728802680969238281e+00,-9.978455901145935059e-01,9.986962628933864217e-01,-5.095266664608014834e-02
9.728802680969238281e+00,-9.960189461708068848e-01,9.998106275051676928e-01,-1.692414671097238615e-02
9.728802680969238281e+00,-9.926435947418212891e-01,9.999439721754169730e-01,-1.018411827079713887e-02
9.728802680969238281e+00,-9.864064455032348633e-01,9.977234215791053185e-01,-5.022936070493668609e-02
9.728802680969238281e+00,-9.748811125755310059e-01,9.957645121260768617e-01,-8.701349187419744891e-02
9.728802680969238281e+00,-9.535841345787048340e-01,8.581739286926423071e-01,-4.531145771767608466e-01
9.728802680969238281e+00,-9.142304062843322754e-01,9.181935748091371030e-01,-3.960046605844591561e-01
9.728802680969238281e+00,-8.415106534957885742e-01,3.640602738032822083e-01,-9.055933702316253386e-01
9.728802680969238281e+00,-7.071355581283569336e-01,9.599340188844492916e-01,1.842757037844297840e-01
9.728802680969238281e+00,-4.588304758071899414e-01,7.494628428640107698e-01,-5.757820040633199188e-01
9.728802680969238281e+00,0.000000000000000000e+00,-7.835929409860709072e-01,6.143667563158586864e-01
1.053953647613525391e+01,-9.998999834060668945e-01,9.974653305868877995e-01,-7.043639736095541615e-02
1.053953647613525391e+01,-9.998152256011962891e-01,9.968790989896197940e-01,-7.762323529233051966e-02
1.053953647613525391e+01,-9.996585249900817871e-01,9.955930349033428328e-01,-9.118288946370729786e-02
1.053953647613525391e+01,-9.993690252304077148e-01,9.929469446454235459e-01,-1.143011115880951806e-01
1.053953647613525391e+01,-9.988340735435485840e-01,9.912059278241701632e-01,-1.300840590317444700e-01
1.053953647613525391e+01,-9.978455901145935059e-01,9.969567465018194241e-01,-7.697460873819289562e-02
1.053953647613525391e+01,-9.960189461708068848e-01,9.998792946067163179e-01,-1.504211251970080827e-02
1.053953647613525391e+01,-9.926435947418212891e-01,9.998052336516125571e-01,-1.703970216705552945e-02
1.053953647613525391e+01,-9.864064455032348633e-01,9.955295542195190528e-01,-9.329006056305987060e-02
1.053953647613525391e+01,-9.748811125755310059e-01,9.945988400120849837e-01,-7.709773040754490381e-02
1.053953647613525391e+01,-9.535841345787048340e-01,9.902504360035345732e-01,-1.163162010262689394e-01
1.053953647613525391e+01,-9.142304062843322754e-01,7.931727270457836765e-01,3.604970785823491397e-01
1.053953647613525391e+01,-8.415106534957885742e-01,8.023003765173266633e-01,-5.790785659952204512e-01
1.053953647613525391e+01,-7.071355581283569336e-01,-5.290837139461238570e-01,-7.535163471126665735e-01
1.053953647613525391e+01,-4.588304758071899414e-01,6.508332923774780010e-01,6.546467236623807473e-01
1.053953647613525391e+01,0.000000000000000000e+00,9.568518299079741274e-01,-2.734903048732256758e-01
1.135027027130126953e+01,-9.998999834060668945e-01,9.932444482526165963e-01,-1.009981232529671008e-01
1.135027027130126953e+01,-9.998152256011962891e-01,9.925994073756487790e-01,-1.078867908689813554e-01
1.135027027130126953e+01,-9.996585249900817871e-01,9.914182344890007936e-01,-1.201649855264693145e-01
1.135027027130126953e+01,-9.993690252304077148e-01,9.895717923829733254e-01,-1.388085700082941354e-01
1.135027027130126953e+01,-9.988340735435485840e-01,9.894023366343460690e-01,-1.451076376967587456e-01
1.135027027130126953e+01,-9.978455901145935059e-01,9.956766001633452490e-01,-8.692798135013155014e-02
1.135027027130126953e+01,-9.960189461708068848e-01,9.997103580071698969e-01,-2.212645721756632128e-02
1.135027027130126953e+01,-9.926435947418212891e-01,9.997616977784904435e-01,-2.098621461316422729e-02
1.135027027130126953e+01,-9.864064455032348633e-01,9.991302242317673388e-01,-3.639766178796893098e-02
1.135027027130126953e+01,-9.748811125755310059e-01,9.924694225421629712e-01,-1.124228748466687550e-01
1.135027027130126953e+01,-9.535841345787048340e-01,9.810197311742785420e-01,2.207309009713978587e-02
1.135027027130126953e+01,-9.142304062843322754e-01,8.364739814425824482e-01,-1.555091672888081478e-01
1.135027027130126953e+01,-8.415106534957885742e-01,8.520921793472667760e-01,-5.233817127630178145e-01
1.135027027130126953e+01,-7.071355581283569336e-01,6.166797249054177810e-01,-6.763928298204288092e-01
1.135027027130126953e+01,-4.588304758071899414e-01,8.644995035646946269e-01,6.511169203129822669e-02
1.135027027130126953e+01,0.000000000000000000e+00,5.791204502380332686e-01,-6.149472661310714239e-01
1.216100406646728516e+01,-9.998999834060668945e-01,9.894699715314546618e-01,-1.416227779871039594e-01
1.216100406646728516e+01,-9.998152256011962891e-01,9.881167903641872030e-01,-1.525877103966133408e-01
1.216100406646728516e+01,-9.996585249900817871e-01,9.851749447672522031e-01,-1.714898912737436165e-01
1.216100406646728516e+01,-9.993690252304077148e-01,9.799283649491040693e-01,-1.937215280410763962e-01
1.216100406646728516e+01,-9.988340735435485840e-01,9.812909702362758724e-01,-1.730715693468335148e-01
1.216100406646728516e+01,-9.978455901145935059e-01,9.947316180746759162e-01,-8.600230884970376521e-02
1.216100406646728516e+01,-9.960189461708068848e-01,9.995928394473687639e-01,-2.223692353268591146e-02
1.216100406646728516e+01,-9.926435947418212891e-01,9.996251595559068059e-01,-2.176481944535432755e-02
1.216100406646728516e+01,-9.864064455032348633e-01,9.984338692147275429e-01,-5.553570564962947292e-02
1.216100406646728516e+01,-9.748811125755310059e-01,9.943306104158854408e-01,-1.062936239661099042e-01
1.216100406646728516e+01,-9.535841345787048340e-01,9.460069329941133143e-01,-3.190383296528154222e-01
1.216100406646728516e+01,-9.142304062843322754e-01,7.746678382175351540e-01,-6.302682943817489170e-01
1.216100406646728516e+01,-8.415106534957885742e-01,8.245363797225295777e-01,-5.248124754552639937e-01
1.216100406646728516e+01,-7.071355581283569336e-01,2.455198412429009658e-01,6.502903955272067993e-01
1.216100406646728516e+01,-4.588304758071899414e-01,8.227981929937755456e-01,4.145938979387899237e-01
1.216100406646728516e+01,0.000000000000000000e+00,8.495697638631696247e-01,2.871397001417681505e-01
1.297173786163330078e+01,-9.998999834060668945e-01,9.940692143085213539e-01,-1.080942836664092604e-01
1.297173786163330078e+01,-9.998152256011962891e-01,9.930160339448101947e-01,-1.178480867125255016e-01
1.297173786163330078e+01,-9.996585249900817871e-01,9.908487918918816861e-01,-1.349567614736235099e-01
1.297173786163330078e+01,-9.993690252304077148e-01,9.876710912868030823e-01,-1.565275882199559099e-01
1.297173786163330078e+01,-9.988340735435485840e-01,9.897920629209324694e-01,-1.404976041577327972e-01
1.297173786163330078e+01,-9.978455901145935059e-01,9.977352670773605992e-01,-6.345540429199177102e-02
1.297173786163330078e+01,-9.960189461708068848e-01,9.996813223151180816e-01,-2.030870668835988574e-02
1.297173786163330078e+01,-9.926435947418212891e-01,9.998005274044672319e-01,-1.297823646384712627e-02
1.297173786163330078e+01,-9.864064455032348633e-01,9.986849438267506596e-01,-5.045546868173532429e-02
1.297173786163330078e+01,-9.748811125755310059e-01,9.940466961956059277e-01,-1.059036528993051035e-01
1.297173786163330078e+01,-9.535841345787048340e-01,9.397159636815856087e-01,-1.983803045746411198e-01
1.297173786163330078e+01,-9.142304062843322754e-01,9.569308532487611485e-01,-1.968240284143100982e-01
1.297173786163330078e+01,-8.415106534957885742e-01,4.281021678392097352e-01,7.064404419228326182e-01
1.297173786163330078e+01,-7.071355581283569336e-01,9.899203228455728532e-01,-1.143436982046507899e-01
1.297173786163330078e+01,-4.588304758071899414e-01,5.884567411329113540e-01,-7.539528435427450548e-01
1.297173786163330078e+01,0.000000000000000000e+00,6.861559301888163764e-01,-6.594825362658063295e-01
1.378247070312500000e+01,-9.998999834060668945e-01,9.971577421140341846e-01,-7.240709447041189517e-02
1.378247070312500000e+01,-9.998152256011962891e-01,9.968213750862824352e-01,-7.780865173876820584e-02
1.378247070312500000e+01,-9.996585249900817871e-01,9.961395231704202047e-01,-8.714978416445721965e-02
1.378247070312500000e+01,-9.993690252304077148e-01,9.949786491888771289e-01,-1.000873952844253123e-01
1.378247070312500000e+01,-9.988340735435485840e-01,9.948940672237017724e-01,-1.005185107922910576e-01
1.378247070312500000e+01,-9.978455901145935059e-01,9.982779332092914792e-01,-5.864845525308094720e-02
1.378247070312500000e+01,-9.960189461708068848e-01,9.997212304175905340e-01,-2.361023190526436583e-02
1.378247070312500000e+01,-9.926435947418212891e-01,9.997955504046682762e-01,-1.850513238737832439e-02
