# pos_1,average_velocity_axis
1.389139705019461386e-03,4.000866126161763958e-01
2.470278535103650856e-03,4.003205983720777295e-01
4.392845456035934966e-03,4.007377165207702263e-01
7.811706625951745156e-03,4.018004589975815999e-01
1.389139705019461560e-02,4.032552318132206493e-01
2.470278535103651030e-02,4.048896671094475153e-01
4.392845456035934792e-02,4.086568559886383234e-01
7.811706625951746197e-02,4.110170885163191845e-01
1.389139705019461490e-01,4.108293736030101395e-01
2.470278535103651030e-01,4.097651192478036219e-01
4.392845456035935348e-01,4.071062971443255574e-01
7.811706625951745364e-01,4.047576405364444185e-01
