# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,5.085312892846766131e-01
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,1.608117135601556391e-01
2.470278535103651030e-02,2.712932163286463361e-01
4.392845456035934792e-02,1.017062578569353087e-01
7.811706625951746197e-02,1.143872636468407367e-01
1.389139705019461490e-01,1.768928849161712225e-01
2.470278535103651030e-01,4.069398244929693931e-01
4.392845456035935348e-01,1.139110087997675658e+00
7.811706625951745364e-01,1.452718248314877281e+00
