# pos_1,average_velocity_axis
1.389139705019461386e-03,2.000839160839184283e-01
2.470278535103650856e-03,2.001004903754654285e-01
4.392845456035934966e-03,2.003228676085815618e-01
7.811706625951745156e-03,2.005247645924726485e-01
1.389139705019461560e-02,2.008922454589063267e-01
2.470278535103651030e-02,2.004645480850816286e-01
4.392845456035934792e-02,2.002195730225088954e-01
7.811706625951746197e-02,1.993567617066883124e-01
1.389139705019461490e-01,2.008240585325947736e-01
2.470278535103651030e-01,2.010829517783440101e-01
4.392845456035935348e-01,1.997581919151535101e-01
7.811706625951745364e-01,2.003161689820482372e-01
