# pos_1,average_velocity_axis
1.389139705019461386e-03,2.003096123844976817e-01
2.470278535103650856e-03,2.006791619103721891e-01
4.392845456035934966e-03,2.016504193877231010e-01
7.811706625951745156e-03,2.018613705146048987e-01
1.389139705019461560e-02,1.971985878087182953e-01
2.470278535103651030e-02,1.909604106712302352e-01
4.392845456035934792e-02,1.897725901084834910e-01
7.811706625951746197e-02,1.927243811713968413e-01
1.389139705019461490e-01,1.927357636572630817e-01
2.470278535103651030e-01,1.926421399518501443e-01
4.392845456035935348e-01,1.909877161276380964e-01
7.811706625951745364e-01,1.841493244446459343e-01
