# pos_1,average_velocity_axis
1.389139705019461386e-03,8.001662895927745822e-01
2.470278535103650856e-03,7.998819206271520210e-01
4.392845456035934966e-03,8.000561241333667972e-01
7.811706625951745156e-03,7.998348103509352880e-01
1.389139705019461560e-02,7.995668016194377170e-01
2.470278535103651030e-02,7.998449212841061140e-01
4.392845456035934792e-02,7.996489054891015025e-01
7.811706625951746197e-02,7.996377698256953437e-01
1.389139705019461490e-01,8.005438900513898171e-01
2.470278535103651030e-01,7.981170368541842253e-01
4.392845456035935348e-01,7.989367076581012084e-01
7.811706625951745364e-01,8.013932175546732983e-01
