# pos_1,concentration
1.389139705019461386e-03,4.842533635724787899e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,8.611377856830315647e-01
1.389139705019461560e-02,8.070889392874645019e-01
2.470278535103651030e-02,7.261751418646177347e-01
4.392845456035934792e-02,1.122985301890206511e+00
7.811706625951746197e-02,1.463934235661153549e+00
1.389139705019461490e-01,1.420476533145937692e+00
2.470278535103651030e-01,1.624816879922082125e+00
4.392845456035935348e-01,1.653851080965577314e+00
7.811706625951745364e-01,3.243618992739418783e-01
