# pos_1,average_velocity_axis
1.389139705019461386e-03,4.988656868237222042e-02
2.470278535103650856e-03,5.005185442423815828e-02
4.392845456035934966e-03,5.008138942633374308e-02
7.811706625951745156e-03,5.037254409451588644e-02
1.389139705019461560e-02,5.170552673513665459e-02
2.470278535103651030e-02,5.518399444071549198e-02
4.392845456035934792e-02,6.031013430169209627e-02
7.811706625951746197e-02,6.528346844858794185e-02
1.389139705019461490e-01,6.878748093029907196e-02
2.470278535103651030e-01,6.919901288001197026e-02
4.392845456035935348e-01,6.791373565088121289e-02
7.811706625951745364e-01,6.425680847596183798e-02
