# pos_1,average_velocity_axis
1.389139705019461386e-03,1.001092571818059523e-01
2.470278535103650856e-03,1.003568420116261600e-01
4.392845456035934966e-03,1.009050566244977937e-01
7.811706625951745156e-03,1.020512428035627445e-01
1.389139705019461560e-02,1.028078714040114305e-01
2.470278535103651030e-02,1.058292136357189273e-01
4.392845456035934792e-02,1.094951970290778398e-01
7.811706625951746197e-02,1.139311429541077503e-01
1.389139705019461490e-01,1.157378624416402907e-01
2.470278535103651030e-01,1.159718188310981252e-01
4.392845456035935348e-01,1.125412486642028975e-01
7.811706625951745364e-01,1.085043299045271720e-01
