# pos_1,average_velocity_axis
1.389139705019461386e-03,1.001397995885192627e-01
2.470278535103650856e-03,1.004609022011389435e-01
4.392845456035934966e-03,1.009413752338129133e-01
7.811706625951745156e-03,1.002593392960509783e-01
1.389139705019461560e-02,9.515367060325563564e-02
2.470278535103651030e-02,9.003883462856390740e-02
4.392845456035934792e-02,9.242163904932258756e-02
7.811706625951746197e-02,9.724269688056780270e-02
1.389139705019461490e-01,1.028835031201200401e-01
2.470278535103651030e-01,1.034169074758398699e-01
4.392845456035935348e-01,1.009787722731585180e-01
7.811706625951745364e-01,9.491232760371547117e-02
