# pos_1,average_velocity_axis
1.389139705019461386e-03,4.001548556430436498e-01
2.470278535103650856e-03,4.008157458979386134e-01
4.392845456035934966e-03,4.010339514536820915e-01
7.811706625951745156e-03,4.026514852335160710e-01
1.389139705019461560e-02,4.009789563939254453e-01
2.470278535103651030e-02,4.000031007964650054e-01
4.392845456035934792e-02,4.003766772251897699e-01
7.811706625951746197e-02,4.007251817110460967e-01
1.389139705019461490e-01,4.015016578355120602e-01
2.470278535103651030e-01,3.979401415520874008e-01
4.392845456035935348e-01,3.943778676072207667e-01
7.811706625951745364e-01,3.867008747537306612e-01
