# pos_1,average_velocity_axis
1.389139705019461386e-03,2.003253767279694619e-01
2.470278535103650856e-03,2.007216708023148721e-01
4.392845456035934966e-03,2.017285299606056403e-01
7.811706625951745156e-03,1.997719191999226818e-01
1.389139705019461560e-02,1.899851749277071677e-01
2.470278535103651030e-02,1.767390488793426084e-01
4.392845456035934792e-02,1.682704108928030073e-01
7.811706625951746197e-02,1.745148368937453620e-01
1.389139705019461490e-01,1.783244009738180202e-01
2.470278535103651030e-01,1.767531154135676130e-01
4.392845456035935348e-01,1.773355374960813025e-01
7.811706625951745364e-01,1.693584254072645345e-01
