# pos_1,average_velocity_axis
1.389139705019461386e-03,8.008243398392813628e-01
2.470278535103650856e-03,8.009312354312374538e-01
4.392845456035934966e-03,7.973407797681766329e-01
7.811706625951745156e-03,7.957917320774399172e-01
1.389139705019461560e-02,7.560492354920603786e-01
2.470278535103651030e-02,7.170753907447130482e-01
4.392845456035934792e-02,6.763720748193919885e-01
7.811706625951746197e-02,6.787900362435815849e-01
1.389139705019461490e-01,6.754429323696446996e-01
2.470278535103651030e-01,6.789044334689974258e-01
4.392845456035935348e-01,6.746686684660373468e-01
7.811706625951745364e-01,6.636129121814524634e-01
