# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,5.085312892846766131e-01
7.811706625951745156e-03,1.143872636468407311e+00
1.389139705019461560e-02,4.824351406804668896e-01
2.470278535103651030e-02,9.043107210954877406e-02
4.392845456035934792e-02,2.542656446423382510e-01
7.811706625951746197e-02,2.859681591171018278e-01
1.389139705019461490e-01,5.628409974605447230e-01
2.470278535103651030e-01,7.144054696654352776e-01
4.392845456035935348e-01,1.500167303389796425e+00
7.811706625951745364e-01,1.046643462368592736e+00
