# pos_1,average_velocity_axis
1.389139705019461386e-03,1.001214292448378423e-01
2.470278535103650856e-03,1.004047334845815376e-01
4.392845456035934966e-03,1.008321884757308884e-01
7.811706625951745156e-03,1.008113228516812898e-01
1.389139705019461560e-02,9.820201276419872338e-02
2.470278535103651030e-02,9.428670565758207056e-02
4.392845456035934792e-02,9.690816590725681579e-02
7.811706625951746197e-02,1.026343690337887804e-01
1.389139705019461490e-01,1.061672226937457608e-01
2.470278535103651030e-01,1.071018082495592966e-01
4.392845456035935348e-01,1.041466925787950387e-01
7.811706625951745364e-01,9.899546353877330951e-02
