# pos_1,concentration
1.389139705019461386e-03,1.709828184178156185e+00
2.470278535103650856e-03,1.640217903601060012e+00
4.392845456035934966e-03,1.717502231505022126e+00
7.811706625951745156e-03,2.128386578239777727e+00
1.389139705019461560e-02,1.558960991456553646e+00
2.470278535103651030e-02,1.821207465377729040e+00
4.392845456035934792e-02,1.653891037745576664e+00
7.811706625951746197e-02,1.429059559675279312e+00
1.389139705019461490e-01,1.385966610469116844e+00
2.470278535103651030e-01,1.277107595286618658e+00
4.392845456035935348e-01,1.058808320125966596e+00
7.811706625951745364e-01,6.787585768420131282e-01
