# pos_1,concentration
1.389139705019461386e-03,1.207599239986507422e+00
2.470278535103650856e-03,1.188395174597523862e+00
4.392845456035934966e-03,1.527505639618257804e+00
7.811706625951745156e-03,1.413737168830716318e+00
1.389139705019461560e-02,1.197535912986619433e+00
2.470278535103651030e-02,1.267621519570692579e+00
4.392845456035934792e-02,1.307926703923133038e+00
7.811706625951746197e-02,1.082672135623523157e+00
1.389139705019461490e-01,9.862060459889808728e-01
2.470278535103651030e-01,1.001081458982390426e+00
4.392845456035935348e-01,1.048568975529616809e+00
7.811706625951745364e-01,9.314559447802377434e-01
