# pos_1,concentration
1.389139705019461386e-03,2.414442075813925115e+00
2.470278535103650856e-03,2.036610834762809574e+00
4.392845456035934966e-03,2.672297683340929986e+00
7.811706625951745156e-03,1.788980262563140800e+00
1.389139705019461560e-02,1.971794361914704918e+00
2.470278535103651030e-02,2.059239844037952682e+00
4.392845456035934792e-02,1.794257015957481105e+00
7.811706625951746197e-02,1.695953288909857415e+00
1.389139705019461490e-01,1.533170718141842137e+00
2.470278535103651030e-01,1.479937206594308385e+00
4.392845456035935348e-01,1.193626298558948751e+00
7.811706625951745364e-01,4.586945393211893651e-01
