# pos_1,average_velocity_axis
1.389139705019461386e-03,4.988111904714115363e-02
2.470278535103650856e-03,5.004110558982440699e-02
4.392845456035934966e-03,5.014352649755958458e-02
7.811706625951745156e-03,5.051614170055236663e-02
1.389139705019461560e-02,5.142568224726306453e-02
2.470278535103651030e-02,5.430343556664321558e-02
4.392845456035934792e-02,5.910800554832355141e-02
7.811706625951746197e-02,6.524742563811558593e-02
1.389139705019461490e-01,6.903516807883849915e-02
2.470278535103651030e-01,6.960524355222283410e-02
4.392845456035935348e-01,6.807113885421942068e-02
7.811706625951745364e-01,6.360705603029999378e-02
