# pos_1,max_average_velocity_axis,parameter
1.389139705019461386e-03,2.003692126483646307e-01,2.500000000000000000e+00
2.470278535103650856e-03,2.007325500275371211e-01,2.000000000000000000e+00
4.392845456035934966e-03,2.017285299606056403e-01,2.250000000000000000e+00
7.811706625951745156e-03,2.021376263478986135e-01,1.250000000000000000e+00
1.389139705019461560e-02,2.034973781405321203e-01,7.500000000000000000e-01
2.470278535103651030e-02,2.066295497728825037e-01,7.500000000000000000e-01
4.392845456035934792e-02,2.120339584584187143e-01,7.500000000000000000e-01
7.811706625951746197e-02,2.172780348992424115e-01,7.500000000000000000e-01
1.389139705019461490e-01,2.178216288727667094e-01,5.000000000000000000e-01
2.470278535103651030e-01,2.161166222945424542e-01,5.000000000000000000e-01
4.392845456035935348e-01,2.132075269937684092e-01,5.000000000000000000e-01
7.811706625951745364e-01,2.084735192297705875e-01,5.000000000000000000e-01
