# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,3.649213465430780179e+00
4.392845456035934966e-03,4.104207072105622522e+00
7.811706625951745156e-03,5.769913109458696177e+00
1.389139705019461560e-02,6.489321168412340413e+00
2.470278535103651030e-02,2.554449425801546880e+00
4.392845456035934792e-02,3.693786364895059293e+00
7.811706625951746197e-02,3.115753079107695722e+00
1.389139705019461490e-01,2.465942043996689481e+00
2.470278535103651030e-01,1.788114598061082638e+00
4.392845456035935348e-01,7.182362376184839858e-01
7.811706625951745364e-01,6.923895731350435123e-02
