# pos_1,average_velocity_axis
1.389139705019461386e-03,4.990672935312158442e-02
2.470278535103650856e-03,5.008690950931744129e-02
4.392845456035934966e-03,5.017796976192278463e-02
7.811706625951745156e-03,5.043392263807923437e-02
1.389139705019461560e-02,5.032857241990058850e-02
2.470278535103651030e-02,5.172340481008278618e-02
4.392845456035934792e-02,5.723231706218809278e-02
7.811706625951746197e-02,6.405595506164608877e-02
1.389139705019461490e-01,6.816028242473107235e-02
2.470278535103651030e-01,6.882390561111419169e-02
4.392845456035935348e-01,6.667661140166404599e-02
7.811706625951745364e-01,6.281955141795400599e-02
