# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,3.174843726663983262e-02
7.811706625951745156e-03,7.141383314097964063e-02
1.389139705019461560e-02,4.015894956542095939e-02
2.470278535103651030e-02,4.516607383374243723e-02
4.392845456035934792e-02,4.444781217329576289e-02
7.811706625951746197e-02,5.177502902721023426e-02
1.389139705019461490e-01,1.003973739135523846e-01
2.470278535103651030e-01,1.648561694931598709e-01
4.392845456035935348e-01,5.571850740295292148e-01
7.811706625951745364e-01,1.890859766990288460e+00
