# pos_1,average_velocity_axis
1.389139705019461386e-03,4.002248010610097162e-01
2.470278535103650856e-03,4.000439560439614795e-01
4.392845456035934966e-03,4.008924239906965226e-01
7.811706625951745156e-03,4.005969416126022864e-01
1.389139705019461560e-02,3.962790127039838017e-01
2.470278535103651030e-02,3.878601253668612636e-01
4.392845456035934792e-02,3.884826825788049165e-01
7.811706625951746197e-02,3.915595223269261460e-01
1.389139705019461490e-01,3.887900650108368494e-01
2.470278535103651030e-01,3.880585469095733653e-01
4.392845456035935348e-01,3.847356740479253023e-01
7.811706625951745364e-01,3.757445096313188904e-01
