# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,3.174595672618615860e-02
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,5.019476487794528874e-02
2.470278535103651030e-02,4.516254495853080225e-02
4.392845456035934792e-02,2.857136105356753580e-02
7.811706625951746197e-02,2.856330139974240165e-02
1.389139705019461490e-01,7.027267082912340423e-02
2.470278535103651030e-01,1.033093215926391972e-01
4.392845456035935348e-01,4.834909209398152163e-01
7.811706625951745364e-01,1.960870641092315791e+00
