# pos_1,concentration
1.389139705019461386e-03,3.222283614659922080e+00
2.470278535103650856e-03,4.530058095017520436e+00
4.392845456035934966e-03,4.075902195746273549e+00
7.811706625951745156e-03,3.867831408547484529e+00
1.389139705019461560e-02,3.020890888743676062e+00
2.470278535103651030e-02,3.148390376037177418e+00
4.392845456035934792e-02,3.247984562235311401e+00
7.811706625951746197e-02,3.158728983647112187e+00
1.389139705019461490e-01,2.706718236314333392e+00
2.470278535103651030e-01,1.755397511819289491e+00
4.392845456035935348e-01,7.782425755003041790e-01
7.811706625951745364e-01,7.735662817094969557e-02
