# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,0.000000000000000000e+00
2.470278535103651030e-02,0.000000000000000000e+00
4.392845456035934792e-02,6.349191345237230853e-03
7.811706625951746197e-02,3.570412674967799599e-02
1.389139705019461490e-01,1.525920852289536778e-01
2.470278535103651030e-01,6.469534565309537077e-01
4.392845456035935348e-01,1.771106925753926031e+00
7.811706625951745364e-01,1.053271739115501093e+00
