# pos_1,average_velocity_axis
1.389139705019461386e-03,4.002572398190021308e-01
2.470278535103650856e-03,4.009276746242317890e-01
4.392845456035934966e-03,4.014903289063196934e-01
7.811706625951745156e-03,4.012757411539685792e-01
1.389139705019461560e-02,3.949365363628733472e-01
2.470278535103651030e-02,3.771885600812228123e-01
4.392845456035934792e-02,3.737721012809457899e-01
7.811706625951746197e-02,3.787636533506983372e-01
1.389139705019461490e-01,3.770827783763887608e-01
2.470278535103651030e-01,3.767525632252490819e-01
4.392845456035935348e-01,3.732551581654506290e-01
7.811706625951745364e-01,3.637078296145697665e-01
