# pos_1,average_velocity_axis
1.389139705019461386e-03,1.001123350528674849e-01
2.470278535103650856e-03,1.003699293323082053e-01
4.392845456035934966e-03,1.008454485232167797e-01
7.811706625951745156e-03,1.016919775346024069e-01
1.389139705019461560e-02,1.014114658411831987e-01
2.470278535103651030e-02,1.024002710065897020e-01
4.392845456035934792e-02,1.050523800184696294e-01
7.811706625951746197e-02,1.092638991842908303e-01
1.389139705019461490e-01,1.126390775938215655e-01
2.470278535103651030e-01,1.133496205595008050e-01
4.392845456035935348e-01,1.096585295469933302e-01
7.811706625951745364e-01,1.054716730172726297e-01
