# us,max_surftimeconst,max_average_velocity_axis
1.000000000000000056e-01,9.183673469387755306e-01,1.151930512498866299e-01
2.000000000000000111e-01,5.510204081632652517e-01,2.097301570041564256e-01
8.000000000000000444e-01,0.000000000000000000e+00,8.063022782994346827e-01
5.000000000000000278e-02,1.163265306122448939e+00,6.656345129249552350e-02
4.000000000000000222e-01,1.224489795918367319e-01,4.040468335507998998e-01
