# value,p_j_0_0,p_j_0_1,p_j_0_2,p_j_1_0,p_j_1_1,p_j_1_2,p_j_2_0,p_j_2_1,p_j_2_2
-1.132031250000000000e+01,6.547046029190871450e-04,2.577971940394802909e-03,3.297627344506813725e-03,2.965733049768080627e-03,7.990990884810029614e-04,3.264248689387300260e-03,2.435945163541545014e-03,2.860817236635176172e-03,1.076618533752900057e-03
-1.096093750000000000e+01,7.935565058830647712e-04,3.258314556556439825e-03,3.810424269886529981e-03,3.569138751429027853e-03,9.860843873818689060e-04,4.045602628194343471e-03,2.794355436228454070e-03,3.519426296732807574e-03,1.274260537741579713e-03
-1.060156250000000000e+01,1.011475513254768291e-03,3.647010938717792743e-03,4.553252789106617543e-03,4.175068266526084718e-03,1.330379580627193050e-03,4.932197135994429403e-03,3.319225674075722190e-03,4.138291161325805684e-03,1.679423361201237523e-03
-1.024218750000000000e+01,1.324842212673541441e-03,4.446844287246856653e-03,5.395032135282031363e-03,5.042214322907002076e-03,1.602196259312926559e-03,5.820773363015611934e-03,4.090517909408099284e-03,4.759547371005185164e-03,1.969169038841867003e-03
-9.882812500000000000e+00,1.722314404440138244e-03,5.260237964627388456e-03,6.293448500274525029e-03,6.032559367467219685e-03,2.011990890539190526e-03,6.787960264374026144e-03,5.070046283794514726e-03,5.493636009044089788e-03,2.197818442390574514e-03
-9.523437500000000000e+00,2.167044307416555668e-03,6.253993198601487044e-03,7.125914531472788208e-03,7.009291505604299706e-03,2.545675971463996334e-03,7.815384576714910075e-03,6.172994665208415485e-03,6.370976029285484177e-03,2.803022127233387086e-03
-9.164062500000000000e+00,2.804477952496504944e-03,7.463404752817042083e-03,8.541940950305880464e-03,8.266796634229731100e-03,3.105594812113909257e-03,9.264569208512256349e-03,7.129155041601232742e-03,7.508379594586918684e-03,3.443027846324740737e-03
-8.804687500000000000e+00,3.544808455381140769e-03,9.020869170149116087e-03,9.970006953635934116e-03,9.698799777292823124e-03,3.935557642552569430e-03,1.069531479131812825e-02,8.573673118715418109e-03,8.648367210612652872e-03,4.141090157548909731e-03
-8.445312500000000000e+00,4.646263523457982124e-03,1.069074573538460887e-02,1.149791591354276318e-02,1.114827179926343101e-02,4.845836609516771323e-03,1.242459520750868740e-02,1.018565094735605220e-02,9.984677079204813677e-03,5.240634235142859268e-03
-8.085937500000000000e+00,5.805032569244005999e-03,1.219613083499885599e-02,1.331335127875280487e-02,1.261861799697456404e-02,5.923632794202899482e-03,1.395989030284579095e-02,1.198401486448769440e-02,1.151553975068120295e-02,6.276438161267765270e-03
-7.726562500000000000e+00,7.089672131233738274e-03,1.410550947600047560e-02,1.532899926816202844e-02,1.473144233935325467e-02,7.426798690910246629e-03,1.645971232539832074e-02,1.376089976283102756e-02,1.352980373361905783e-02,7.626144831024143228e-03
-7.367187500000000000e+00,8.246414112363766383e-03,1.634670848186898021e-02,1.747595294064997404e-02,1.702732658988942438e-02,8.948448418649990882e-03,1.901602630955311762e-02,1.604752159959033433e-02,1.592851051241604352e-02,9.087627408523408709e-03
-7.007812500000000000e+00,1.013046206906073436e-02,1.907545729300573478e-02,2.011212076088952222e-02,1.937456107391104937e-02,1.080842058395086597e-02,2.194332563072783765e-02,1.849706640337816718e-02,1.875900855960034933e-02,1.122182453242668611e-02
-6.648437500000000000e+00,1.243284779392779191e-02,2.193066811762461529e-02,2.301978307141208310e-02,2.283182584417541711e-02,1.283912145298439847e-02,2.519595277180417328e-02,2.183385684372633057e-02,2.176826516134349951e-02,1.392996469900852595e-02
-6.289062500000000000e+00,1.565957662887971016e-02,2.482008935445756750e-02,2.626245267478612491e-02,2.631966940109320766e-02,1.572002041587487395e-02,2.842692484739110445e-02,2.532133916197799872e-02,2.514896375195554284e-02,1.683158732393031168e-02
-5.929687500000000000e+00,1.881802120928635288e-02,2.854771950013187259e-02,3.033856830183253098e-02,2.984449326007203654e-02,1.850670938552823400e-02,3.209620293503517852e-02,2.869904983540757723e-02,2.868236316004760950e-02,1.966847360361545158e-02
