# rms_flow_velocity,rms_vorticity,average_flow_velocity_intensity,average_streching,average_vorticity_intensity,u_x,u_y,u_z,w_x,w_y,w_z,a_u_x,a_u_y,a_u_z,grads_norm,sym_grads_norm,skew_grads_norm,skew_grads_norm/sym_grads_norm
3.648220018165403977e-01,5.857662255795298201e+00,6.322986829438365097e-01,7.437633167553898694e+00,-1.088169946965397705e-02,-1.390899155052220323e-03,5.457039603667391582e-03,-2.214399791443992082e-03,-8.968755172880486098e-03,-1.938207940100654392e-02,-4.294263835074899407e-03,3.141010489333112554e-01,3.249166622368301338e-01,3.094168280696241169e-01,1.069354390444865466e+01,7.437633167553898694e+00,7.177799349091487535e+00,1.094479530362998165e+00
