# value,p_u_x,p_u_y,p_u_z
-8.268750000000000266e-01,1.204713437767451073e-01,1.320857552847495842e-01,1.047113007639025040e-01
-8.006249999999999201e-01,1.327810360838961312e-01,1.541752414132410709e-01,1.214476065520721376e-01
-7.743750000000000355e-01,1.553866696433629790e-01,1.720525418647964322e-01,1.418176012791259877e-01
-7.481249999999999289e-01,1.733717662477493593e-01,1.927555758417114906e-01,1.626423628233853724e-01
-7.218750000000000444e-01,1.979095303352376711e-01,2.175502753987311744e-01,1.887480224136265095e-01
-6.956249999999999378e-01,2.193148241650698660e-01,2.403439119189300643e-01,2.107545083693315724e-01
-6.693750000000000533e-01,2.471603690048274626e-01,2.691394921862571010e-01,2.423779686942822142e-01
-6.431249999999999467e-01,2.712500071061483831e-01,2.934624667600381209e-01,2.776659696747416084e-01
-6.168750000000000622e-01,2.994168503499254896e-01,3.253370770445995208e-01,3.051423030422397709e-01
-5.906249999999999556e-01,3.310395387346635188e-01,3.575389248153962862e-01,3.437411514638396004e-01
-5.643749999999999600e-01,3.653048773298679941e-01,3.935917911822349735e-01,3.785016451353420686e-01
-5.381249999999999645e-01,3.999366078599464469e-01,4.299983582588726150e-01,4.124234550054198811e-01
-5.118749999999999689e-01,4.384418100243489547e-01,4.706280915737330872e-01,4.543330033888849928e-01
-4.856249999999999734e-01,4.772188612168861144e-01,5.054623813981030667e-01,4.937284548811925466e-01
-4.593749999999999778e-01,5.179761296850311503e-01,5.421002163772689064e-01,5.332251557435521150e-01
-4.331249999999999822e-01,5.619210617611666292e-01,5.815446894794327193e-01,5.809500060477374994e-01
-4.068749999999999867e-01,6.074758824085533249e-01,6.252121971643196385e-01,6.245409396659956647e-01
-3.806249999999999911e-01,6.521359306156587765e-01,6.613599027602085068e-01,6.654072448141883367e-01
-3.543749999999999956e-01,6.860340061062094597e-01,7.002103527358226609e-01,7.144633787778326139e-01
-3.281250000000000000e-01,7.389170456399989373e-01,7.476471018258231682e-01,7.473828752981935830e-01
-3.018749999999999489e-01,7.825675398514695402e-01,7.768171690719560818e-01,7.906866415904544310e-01
-2.756249999999999534e-01,8.266172277952720249e-01,8.138760243747481526e-01,8.421079768931936105e-01
-2.493749999999999578e-01,8.608155104446402195e-01,8.438025532959129160e-01,8.724687897313512241e-01
-2.231249999999999623e-01,8.925971798308853788e-01,8.783772862448120389e-01,9.059452082899135394e-01
-1.968749999999999667e-01,9.238025302103755054e-01,9.080106959949785228e-01,9.402266076718813759e-01
-1.706249999999999711e-01,9.508121894106249528e-01,9.384269949819089573e-01,9.660182209556527066e-01
-1.443749999999999756e-01,9.855474981149454639e-01,9.578126073232782201e-01,9.834501552278210879e-01
-1.181249999999999800e-01,1.005499119753476611e+00,9.775703189698652373e-01,1.003981982067937428e+00
-9.187499999999998446e-02,1.019433130048985392e+00,9.966158201353890744e-01,1.020341609738426358e+00
-6.562499999999998890e-02,1.031705589493104647e+00,1.005717284749760410e+00,1.024612696990111482e+00
-3.937499999999999334e-02,1.041398866249027888e+00,1.014699463016033532e+00,1.038391605353826241e+00
-1.312499999999999778e-02,1.046357895993647036e+00,1.015576662075715175e+00,1.047516344820342837e+00
1.312499999999999778e-02,1.047939285974251789e+00,1.015788572764918962e+00,1.035893172195716527e+00
3.937499999999999334e-02,1.041577940771251765e+00,1.009293116600851858e+00,1.036089299993164126e+00
6.562499999999998890e-02,1.031744519355840106e+00,1.001874581503322093e+00,1.023817761520295244e+00
9.187499999999998446e-02,1.010457651086076103e+00,9.954965010373448830e-01,1.010239408164290920e+00
1.181249999999999800e-01,9.963905963059116466e-01,9.758755615625431812e-01,9.994339680016451899e-01
1.443749999999999756e-01,9.793401618575690026e-01,9.558071139976582753e-01,9.820778613728016193e-01
1.706249999999999711e-01,9.514432755168111822e-01,9.230496561306008596e-01,9.544216479577717349e-01
1.968750000000000222e-01,9.261601660836715766e-01,8.932383605400434634e-01,9.279574961421623858e-01
2.231250000000000178e-01,8.913201667833033914e-01,8.650726025414223752e-01,8.890872417365447422e-01
2.493750000000000133e-01,8.604678965631189502e-01,8.264507269526676358e-01,8.525271164369436772e-01
2.756250000000000089e-01,8.180620924179837772e-01,7.939604483019065961e-01,8.062022168181635084e-01
3.018750000000000044e-01,7.807434723774275831e-01,7.587805438867463170e-01,7.770967325440919504e-01
3.281250000000000000e-01,7.428028918774189915e-01,7.215083832205374526e-01,7.295104502153306747e-01
3.543749999999999956e-01,6.962771852032673126e-01,6.814267137348454240e-01,6.872110014984640358e-01
3.806249999999999911e-01,6.605017948506902714e-01,6.433564286717092795e-01,6.547249511190832427e-01
4.068749999999999867e-01,6.194797283069026772e-01,5.973042750761620168e-01,6.129850655634226930e-01
4.331249999999999822e-01,5.771538273217428072e-01,5.667644966410312346e-01,5.782743074901176561e-01
4.593749999999999778e-01,5.403396255455159558e-01,5.295911672316275798e-01,5.371659809897146864e-01
4.856249999999999734e-01,4.994626586531122348e-01,4.951115849784027967e-01,4.912138396718000455e-01
5.118749999999999689e-01,4.547344344678566630e-01,4.638437177920868293e-01,4.553265086725127309e-01
5.381249999999999645e-01,4.205925862454135689e-01,4.323309685659987855e-01,4.117764858093288516e-01
5.643749999999999600e-01,3.857716990594075579e-01,3.990245568752001648e-01,3.761050281176914201e-01
5.906249999999999556e-01,3.521926458416815287e-01,3.656374246897924341e-01,3.392906814322211861e-01
6.168749999999999512e-01,3.201041015484694108e-01,3.351812945496410734e-01,3.063242982100594647e-01
6.431249999999999467e-01,2.824255374630769144e-01,3.004168192445418883e-01,2.782609546277787782e-01
6.693749999999999423e-01,2.521512716857796099e-01,2.733577046783550735e-01,2.470126303215951502e-01
6.956249999999999378e-01,2.246325059056696605e-01,2.485603283537531349e-01,2.189391301418399938e-01
7.218749999999999334e-01,1.975493352553039927e-01,2.191120603092658048e-01,1.906950524858591900e-01
7.481249999999999289e-01,1.736369895227236615e-01,1.964493397815789966e-01,1.667448944386343002e-01
7.743749999999999245e-01,1.522158735257272411e-01,1.780839061097164722e-01,1.456980772400302548e-01
8.006249999999999201e-01,1.325014260249206266e-01,1.574606294244258464e-01,1.252183784369225727e-01
8.268749999999999156e-01,1.144463265485741038e-01,1.365292839709019712e-01,1.081636627064567896e-01
