# value,p_norm_ratio
3.906250000000000000e-02,1.293990253628024036e-02
1.171875000000000000e-01,8.460151076691294070e-02
1.953125000000000000e-01,2.017469307338486673e-01
2.734375000000000000e-01,3.404099223078492775e-01
3.515625000000000000e-01,4.731835681479268363e-01
4.296875000000000000e-01,5.951858359369947005e-01
5.078125000000000000e-01,6.910790696452676629e-01
5.859375000000000000e-01,7.654353650829005540e-01
6.640625000000000000e-01,8.029818335597656009e-01
7.421875000000000000e-01,8.083716292630674927e-01
8.203125000000000000e-01,7.917722858698680310e-01
8.984375000000000000e-01,7.651816815730165811e-01
9.765625000000000000e-01,7.116952863107777194e-01
1.054687500000000000e+00,6.639171061791878659e-01
1.132812500000000000e+00,6.052699276012060148e-01
1.210937500000000000e+00,5.439086592693990196e-01
1.289062500000000000e+00,4.879304942204880646e-01
1.367187500000000000e+00,4.352034040923146718e-01
1.445312500000000000e+00,3.820758790161797869e-01
1.523437500000000000e+00,3.363785983241062705e-01
1.601562500000000000e+00,2.926847102553705726e-01
1.679687500000000000e+00,2.560086049197456415e-01
1.757812500000000000e+00,2.203027109602796740e-01
1.835937500000000000e+00,1.919478033238843362e-01
1.914062500000000000e+00,1.666501273014170115e-01
1.992187500000000000e+00,1.443957377149085175e-01
2.070312500000000000e+00,1.256072342571767919e-01
2.148437500000000000e+00,1.071728762577091598e-01
2.226562500000000000e+00,9.524558994425470770e-02
2.304687500000000000e+00,8.208582026239470697e-02
2.382812500000000000e+00,7.139223686055341800e-02
2.460937500000000000e+00,6.306928980205468716e-02
2.539062500000000000e+00,5.430644801403737565e-02
2.617187500000000000e+00,4.818869529141756730e-02
2.695312500000000000e+00,4.274395905656987876e-02
2.773437500000000000e+00,3.756396981105197819e-02
2.851562500000000000e+00,3.360940170450770620e-02
2.929687500000000000e+00,2.970936236233391939e-02
3.007812500000000000e+00,2.623873126339041142e-02
3.085937500000000000e+00,2.335301380236224841e-02
3.164062500000000000e+00,2.080859631225713546e-02
3.242187500000000000e+00,1.837661909985701530e-02
3.320312500000000000e+00,1.679773027413253295e-02
3.398437500000000000e+00,1.488878792839251099e-02
3.476562500000000000e+00,1.380938002361588139e-02
3.554687500000000000e+00,1.201020339307011867e-02
3.632812500000000000e+00,1.060413470545267488e-02
3.710937500000000000e+00,9.581468298009420195e-03
3.789062500000000000e+00,8.502419312429277537e-03
3.867187500000000000e+00,7.811059104073350169e-03
3.945312500000000000e+00,6.833206763618239477e-03
4.023437500000000000e+00,6.382722680471765268e-03
4.101562500000000000e+00,5.296312280970938424e-03
4.179687500000000000e+00,5.168509532439695582e-03
4.257812500000000000e+00,4.680252534068363515e-03
4.335937500000000000e+00,4.183621379752910756e-03
4.414062500000000000e+00,3.864059521800879398e-03
4.492187500000000000e+00,3.687535765711080511e-03
4.570312500000000000e+00,3.319068425970096974e-03
4.648437500000000000e+00,2.710394386649725342e-03
4.726562500000000000e+00,2.575176311750327143e-03
4.804687500000000000e+00,2.375577615312248880e-03
4.882812500000000000e+00,2.255791544318698234e-03
4.960937500000000000e+00,1.932159203099299231e-03
