# time,std_x,std_y,std_z
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.449999999999999734e-01,6.890659912016904032e-02,5.454573829532037565e-02,5.532669648960508724e-02
6.899999999999999467e-01,1.036726474799983949e-01,8.168716251040585019e-02,8.371479448991785144e-02
1.034999999999999920e+00,1.166108561043917025e-01,1.059707140858955066e-01,9.631986459115482457e-02
1.379999999999999893e+00,1.358060520419412387e-01,1.385443130681964785e-01,1.174728873764944587e-01
1.725000000000000089e+00,1.772391699913564433e-01,1.892162703734385221e-01,1.394245343834223938e-01
2.069999999999999840e+00,2.172787833265502899e-01,2.383987996915741814e-01,1.589622030773311101e-01
2.415000000000000036e+00,2.574149112022121599e-01,2.764911034253409450e-01,1.832432134417444070e-01
2.757000000000000117e+00,2.961759685008659160e-01,2.892432403139513775e-01,1.980194005081740705e-01
3.101999999999999869e+00,3.101997158339574456e-01,2.999103033123778905e-01,1.988986258715923494e-01
3.447000000000000064e+00,3.232578483567336569e-01,3.219601980939004182e-01,2.135880745278576354e-01
3.791999999999999815e+00,3.464371473681958635e-01,3.416581321540652638e-01,2.346220523916090206e-01
4.136999999999999567e+00,3.703147567955504260e-01,3.592998902137329864e-01,2.469816609638399441e-01
4.482000000000000206e+00,3.854644385344984103e-01,3.822572864919582813e-01,2.540793456866521915e-01
4.826999999999999957e+00,3.941750543755007108e-01,4.012435538757125331e-01,2.616781043123700967e-01
5.171999999999999709e+00,3.905846247386031700e-01,4.184423641231191371e-01,2.740555916747013376e-01
5.517000000000000348e+00,3.972663256375756902e-01,4.370401148899324961e-01,2.901984480001593147e-01
5.862000000000000099e+00,4.176228289741977795e-01,4.603017733257154798e-01,2.993128704574258836e-01
6.206999999999999851e+00,4.302313304378834746e-01,4.859670194664183485e-01,3.100679183488718738e-01
6.551999999999999602e+00,4.465055998224075617e-01,4.989963898813424836e-01,3.182100294011152575e-01
6.897000000000000242e+00,4.694199676889046491e-01,5.133223558439763412e-01,3.303069016480770781e-01
7.241999999999999993e+00,4.855374431270522706e-01,5.263694851358968751e-01,3.335037024277519024e-01
7.583999999999999631e+00,5.041760554982355202e-01,5.377583893785891078e-01,3.384311730383970374e-01
7.929000000000000270e+00,5.333233460999441400e-01,5.487714619640378100e-01,3.415475448536126613e-01
8.273999999999999133e+00,5.581745623636287235e-01,5.578296095599347693e-01,3.481918582834645504e-01
8.618999999999999773e+00,5.815524673563183811e-01,5.644741724841916275e-01,3.606507271009368187e-01
8.964000000000000412e+00,6.028751075623158817e-01,5.666140303901543440e-01,3.729296197067231144e-01
9.308999999999999275e+00,6.091052685242069886e-01,5.693454548661142089e-01,3.817209685510914996e-01
9.653999999999999915e+00,6.195823805636385684e-01,5.760282109729141231e-01,3.963822484345086994e-01
9.999000000000000554e+00,6.384296450763055075e-01,5.725756018253816970e-01,4.055193038993169519e-01
