# value,p_norm_ratio
3.906250000000000000e-02,1.337855196930120595e-02
1.171875000000000000e-01,8.382554401260837451e-02
1.953125000000000000e-01,1.993833245197533521e-01
2.734375000000000000e-01,3.331718055072532825e-01
3.515625000000000000e-01,4.680947378670767267e-01
4.296875000000000000e-01,5.887578020548117630e-01
5.078125000000000000e-01,6.869587701738764096e-01
5.859375000000000000e-01,7.586967191383148235e-01
6.640625000000000000e-01,8.025372459243030887e-01
7.421875000000000000e-01,8.120126695437718256e-01
8.203125000000000000e-01,8.005744974920606660e-01
8.984375000000000000e-01,7.687152639900399764e-01
9.765625000000000000e-01,7.280824994839796283e-01
1.054687500000000000e+00,6.721400394983967352e-01
1.132812500000000000e+00,6.098131197171883233e-01
1.210937500000000000e+00,5.518459829420654383e-01
1.289062500000000000e+00,4.885980554694637212e-01
1.367187500000000000e+00,4.335792611553015985e-01
1.445312500000000000e+00,3.814686715883410240e-01
1.523437500000000000e+00,3.316050538408810144e-01
1.601562500000000000e+00,2.899764664676774961e-01
1.679687500000000000e+00,2.536851380519706822e-01
1.757812500000000000e+00,2.202083637577536557e-01
1.835937500000000000e+00,1.924345845912831532e-01
1.914062500000000000e+00,1.665208242512149217e-01
1.992187500000000000e+00,1.443386106040516204e-01
2.070312500000000000e+00,1.243632898315627788e-01
2.148437500000000000e+00,1.093488069123665363e-01
2.226562500000000000e+00,9.513654932011027243e-02
2.304687500000000000e+00,8.246519267533621023e-02
2.382812500000000000e+00,7.174613805027596491e-02
2.460937500000000000e+00,6.263790642648561779e-02
2.539062500000000000e+00,5.447194213029292464e-02
2.617187500000000000e+00,4.870292464851871950e-02
2.695312500000000000e+00,4.222024923509518773e-02
2.773437500000000000e+00,3.774613868819981510e-02
2.851562500000000000e+00,3.290891610521541610e-02
2.929687500000000000e+00,2.936949808673051943e-02
3.007812500000000000e+00,2.596383869175574940e-02
3.085937500000000000e+00,2.286053157458660390e-02
3.164062500000000000e+00,2.030870431731011949e-02
3.242187500000000000e+00,1.797486161608181920e-02
3.320312500000000000e+00,1.569015059200064288e-02
3.398437500000000000e+00,1.397989491977868343e-02
3.476562500000000000e+00,1.300662560798602520e-02
3.554687500000000000e+00,1.109005513185591825e-02
3.632812500000000000e+00,1.007231502937092245e-02
3.710937500000000000e+00,9.245328935666522266e-03
3.789062500000000000e+00,8.320483964356526971e-03
3.867187500000000000e+00,7.459753533845042348e-03
3.945312500000000000e+00,6.561545934032526894e-03
4.023437500000000000e+00,6.031973173226933167e-03
4.101562500000000000e+00,5.397047058461427842e-03
4.179687500000000000e+00,4.825312904148578927e-03
4.257812500000000000e+00,4.449882902299199389e-03
4.335937500000000000e+00,3.968515951243323410e-03
4.414062500000000000e+00,3.581661881230155994e-03
4.492187500000000000e+00,3.303707757489911419e-03
4.570312500000000000e+00,2.916356889559465742e-03
4.648437500000000000e+00,2.732386860231297062e-03
4.726562500000000000e+00,2.389967274522284031e-03
4.804687500000000000e+00,2.224847906597981432e-03
4.882812500000000000e+00,2.194863256734362958e-03
4.960937500000000000e+00,1.928230612689455338e-03
