# value,p_w
8.984375000000000000e-02,6.211468951411797047e-05
2.695312500000000000e-01,4.989430243256781465e-04
4.492187500000000000e-01,1.305159788390899186e-03
6.289062500000000000e-01,2.632748321905284405e-03
8.085937500000000000e-01,4.479219244926835319e-03
9.882812500000000000e-01,6.309149189404270920e-03
1.167968750000000000e+00,9.269095978580188869e-03
1.347656250000000000e+00,1.161477406437276538e-02
1.527343750000000000e+00,1.480339113223281926e-02
1.707031250000000000e+00,1.854220994202599934e-02
1.886718750000000000e+00,2.180093225873372051e-02
2.066406250000000000e+00,2.587008898003276963e-02
2.246093750000000000e+00,3.036928971976075517e-02
2.425781250000000000e+00,3.444651998083647637e-02
2.605468750000000000e+00,3.822132377537851289e-02
2.785156250000000000e+00,4.332096325014771904e-02
2.964843750000000000e+00,4.770587311265591518e-02
3.144531250000000000e+00,5.282905462269303631e-02
3.324218750000000000e+00,5.716442588409141601e-02
3.503906250000000000e+00,6.205126893962837481e-02
3.683593750000000000e+00,6.764552967188611210e-02
3.863281250000000000e+00,7.103397126068984602e-02
4.042968750000000000e+00,7.612724554224413465e-02
4.222656250000000000e+00,8.048917864474361417e-02
4.402343750000000000e+00,8.529574935959173543e-02
4.582031250000000000e+00,8.949243089435765519e-02
4.761718750000000000e+00,9.294817224453236215e-02
4.941406250000000000e+00,9.738612680098210350e-02
5.121093750000000000e+00,1.009494208564214457e-01
5.300781250000000000e+00,1.046897862864142187e-01
5.480468750000000000e+00,1.074800579641239234e-01
5.660156250000000000e+00,1.109375496871437689e-01
5.839843750000000000e+00,1.139825603476007920e-01
6.019531250000000000e+00,1.187810306092390161e-01
6.199218750000000000e+00,1.192348782772928995e-01
6.378906250000000000e+00,1.208406527442833223e-01
6.558593750000000000e+00,1.236369399845176770e-01
6.738281250000000000e+00,1.270158416062079354e-01
6.917968750000000000e+00,1.277841789780596038e-01
7.097656250000000000e+00,1.288010042822264056e-01
7.277343750000000000e+00,1.314867564672309586e-01
7.457031250000000000e+00,1.319526223387902653e-01
7.636718750000000000e+00,1.330822413790191672e-01
7.816406250000000000e+00,1.333587613766060720e-01
7.996093750000000000e+00,1.336292143060530124e-01
8.175781250000000000e+00,1.325774846839142818e-01
8.355468750000000000e+00,1.337325195572916237e-01
8.535156250000000000e+00,1.326553413146748794e-01
8.714843750000000000e+00,1.320024262159850414e-01
8.894531250000000000e+00,1.321822334132689292e-01
9.074218750000000000e+00,1.305832217221427061e-01
9.253906250000000000e+00,1.302739051989029451e-01
9.433593750000000000e+00,1.279263293236215793e-01
9.613281250000000000e+00,1.277099311173071627e-01
9.792968750000000000e+00,1.262155561990429831e-01
9.972656250000000000e+00,1.235292722135927918e-01
1.015234375000000000e+01,1.215307757562422292e-01
1.033203125000000000e+01,1.207463877132696900e-01
1.051171875000000000e+01,1.200355036585988855e-01
1.069140625000000000e+01,1.165909485240469723e-01
1.087109375000000000e+01,1.139456185984977638e-01
1.105078125000000000e+01,1.124075407924979009e-01
1.123046875000000000e+01,1.104124638552636123e-01
1.141015625000000000e+01,1.088014836362957011e-01
