# rms_flow_velocity,rms_vorticity,average_flow_velocity_intensity,average_streching,average_vorticity_intensity,u_x,u_y,u_z,w_x,w_y,w_z,a_u_x,a_u_y,a_u_z,grads_norm,sym_grads_norm,skew_grads_norm,skew_grads_norm/sym_grads_norm
3.648996037267546177e-01,5.859394560191281798e+00,6.323514990808130065e-01,7.438911820486239002e+00,-8.859398177513069447e-03,1.876091256000601013e-03,-7.996921613059759142e-04,2.130613191885595906e-03,2.011176484357418692e-02,-1.515176060945939811e-02,-3.153819876665399369e-02,3.134412305056685777e-01,3.252859724567184196e-01,3.096844243054175383e-01,1.069569917728732378e+01,7.438911820486239002e+00,7.179702718783402382e+00,1.093303816965425224e+00
