# value,p_u_x,p_u_y,p_u_z
-8.268750000000000266e-01,1.202934556308298264e-01,1.381987916689287610e-01,1.066789307999411601e-01
-8.006249999999999201e-01,1.360370017555190547e-01,1.552475171460366843e-01,1.256099992441821744e-01
-7.743750000000000355e-01,1.531861900092066076e-01,1.756211324505786986e-01,1.433999710602166799e-01
-7.481249999999999289e-01,1.727460604139208489e-01,1.936919100588482268e-01,1.663979001364170596e-01
-7.218750000000000444e-01,2.003888629312121084e-01,2.182447163408274826e-01,1.882330580998249348e-01
-6.956249999999999378e-01,2.242117201489572109e-01,2.404417844866320597e-01,2.129232469962538676e-01
-6.693750000000000533e-01,2.539144549484098623e-01,2.664132669082958094e-01,2.441839274606128762e-01
-6.431249999999999467e-01,2.789371116007616780e-01,2.935991246296975055e-01,2.795162203115372224e-01
-6.168750000000000622e-01,3.075296934496236645e-01,3.295745951205082958e-01,3.090868195794299611e-01
-5.906249999999999556e-01,3.430955320571663081e-01,3.608940105375590957e-01,3.437349627253283302e-01
-5.643749999999999600e-01,3.762886781124011870e-01,3.953999516882991117e-01,3.785709349674742930e-01
-5.381249999999999645e-01,4.113389416176703728e-01,4.316415843656731255e-01,4.157433371146528889e-01
-5.118749999999999689e-01,4.492496521267080323e-01,4.728213485971686780e-01,4.502827794131341599e-01
-4.856249999999999734e-01,4.853756908982674867e-01,5.083326453576109127e-01,4.873402078183514119e-01
-4.593749999999999778e-01,5.269837379130898336e-01,5.434008347061616284e-01,5.259052903336585150e-01
-4.331249999999999822e-01,5.727127898502510917e-01,5.870430000746813537e-01,5.668598420680676098e-01
-4.068749999999999867e-01,6.147535488174017404e-01,6.272530206452959778e-01,6.097364468130872517e-01
-3.806249999999999911e-01,6.530575522590101878e-01,6.642102150560542650e-01,6.539705335719601109e-01
-3.543749999999999956e-01,6.958658961986018410e-01,7.029072269147440544e-01,6.944105342834174799e-01
-3.281250000000000000e-01,7.294352655651274997e-01,7.433916307888470687e-01,7.483399917865158901e-01
-3.018749999999999489e-01,7.742694271145942331e-01,7.760883555571408410e-01,7.877525617992816587e-01
-2.756249999999999534e-01,8.064757152043957600e-01,8.083818896161705236e-01,8.263378124315211570e-01
-2.493749999999999578e-01,8.431390738336886903e-01,8.296522085013351422e-01,8.579505856799520824e-01
-2.231249999999999623e-01,8.740984834981589957e-01,8.646695349390060015e-01,8.882168830578663909e-01
-1.968749999999999667e-01,9.024213431587222445e-01,8.948536028473309534e-01,9.301570594655788060e-01
-1.706249999999999711e-01,9.345618047874644230e-01,9.163697193853614920e-01,9.635974445639797770e-01
-1.443749999999999756e-01,9.603579529961335792e-01,9.470613982786214580e-01,9.957514932298865418e-01
-1.181249999999999800e-01,9.871123674382211721e-01,9.647719176594125035e-01,1.010811578741589667e+00
-9.187499999999998446e-02,1.012672445548886691e+00,9.813814064281118910e-01,1.040551723055365363e+00
-6.562499999999998890e-02,1.020728620915586360e+00,9.998249276092051607e-01,1.046549835367558856e+00
-3.937499999999999334e-02,1.029095652218186441e+00,1.012390854128890849e+00,1.049230547262921087e+00
-1.312499999999999778e-02,1.034635880681553877e+00,1.010541686366766889e+00,1.062746804505050990e+00
1.312499999999999778e-02,1.029727825996620272e+00,1.026255483857018813e+00,1.050866194714694224e+00
3.937499999999999334e-02,1.019212345166449873e+00,1.017340879204187809e+00,1.038898335716896826e+00
6.562499999999998890e-02,1.008123863651937846e+00,1.012981347587126102e+00,1.023508449865210501e+00
9.187499999999998446e-02,9.939115417218814530e-01,9.924963244763206349e-01,1.001781842052086535e+00
1.181249999999999800e-01,9.793746041798602198e-01,9.786305092329580235e-01,9.827944807224547885e-01
1.443749999999999756e-01,9.648780337834050869e-01,9.531387691459807243e-01,9.657907164586978510e-01
1.706249999999999711e-01,9.453019590751295942e-01,9.267366217984689403e-01,9.335259267517850290e-01
1.968750000000000222e-01,9.173333748889831440e-01,9.017021151724324834e-01,9.136532521049691713e-01
2.231250000000000178e-01,8.935237933393053167e-01,8.630003221461577390e-01,8.832437634720916586e-01
2.493750000000000133e-01,8.560567850757330177e-01,8.388203815618301418e-01,8.506444380081356060e-01
2.756250000000000089e-01,8.210364260265009539e-01,8.000691420168662971e-01,8.091912107929266629e-01
3.018750000000000044e-01,7.951582421318830196e-01,7.615809525255792245e-01,7.775292412169558798e-01
3.281250000000000000e-01,7.568133797832623522e-01,7.281962845745464374e-01,7.351829307762371979e-01
3.543749999999999956e-01,7.226089207540543624e-01,6.887098614252975537e-01,6.980399338685894239e-01
3.806249999999999911e-01,6.837523753640601942e-01,6.407194259653405943e-01,6.552787063334072348e-01
4.068749999999999867e-01,6.414812284621388416e-01,6.049232900486815057e-01,6.129011458119022482e-01
4.331249999999999822e-01,5.916693721403408768e-01,5.684089778498527812e-01,5.781444684761770647e-01
4.593749999999999778e-01,5.547390176433194542e-01,5.338615498588633601e-01,5.406269978017617106e-01
4.856249999999999734e-01,5.114793249515956486e-01,4.920221173737262532e-01,5.039039409746601805e-01
5.118749999999999689e-01,4.718017532376655998e-01,4.604747547158902221e-01,4.583725805451125401e-01
5.381249999999999645e-01,4.347230579229233727e-01,4.283888989238690548e-01,4.221477472740729486e-01
5.643749999999999600e-01,3.900622503327698110e-01,3.912447583929679062e-01,3.866156279781288174e-01
