# value,p_w_0,p_w_1,p_w_2
-1.132031250000000000e+01,1.278414505726269482e-02,1.298903281690638560e-02,1.316834279590628834e-02
-1.096093750000000000e+01,1.452926935505842454e-02,1.427876053554330560e-02,1.415712891911270928e-02
-1.060156250000000000e+01,1.587146292390208963e-02,1.539076151784954036e-02,1.558653623424525493e-02
-1.024218750000000000e+01,1.753926312705629195e-02,1.629475750865062855e-02,1.723433474748845701e-02
-9.882812500000000000e+00,1.896612727646023594e-02,1.774672586059519719e-02,1.872965100055105220e-02
-9.523437500000000000e+00,2.061044116127656867e-02,1.962522711093385094e-02,2.050444647828733938e-02
-9.164062500000000000e+00,2.256658268609671586e-02,2.139391072542620384e-02,2.173436700203987965e-02
-8.804687500000000000e+00,2.435011104499219814e-02,2.327583352031500560e-02,2.369309942241711736e-02
-8.445312500000000000e+00,2.646308236820799770e-02,2.504491343791479321e-02,2.561707080363592043e-02
-8.085937500000000000e+00,2.873084321311190556e-02,2.706391017495652154e-02,2.747806952169207229e-02
-7.726562500000000000e+00,3.055871999005550441e-02,2.950640777538195841e-02,2.966232331220226143e-02
-7.367187500000000000e+00,3.257355308821714701e-02,3.154660180198804592e-02,3.244491608024935303e-02
-7.007812500000000000e+00,3.494117491993157382e-02,3.347733335218654183e-02,3.487243454193963282e-02
-6.648437500000000000e+00,3.736010887678680586e-02,3.572171928993335410e-02,3.756401125075453651e-02
-6.289062500000000000e+00,3.976397676352871891e-02,3.809452319503187079e-02,4.033212380752589088e-02
-5.929687500000000000e+00,4.222265245390495469e-02,4.072215017220511685e-02,4.318632315405709909e-02
-5.570312500000000000e+00,4.475050640702574883e-02,4.321346889981715622e-02,4.603819862487414788e-02
-5.210937500000000000e+00,4.721178783814472535e-02,4.609617047801178175e-02,4.876136154517258375e-02
-4.851562500000000000e+00,4.948711616799762736e-02,4.886840814341895933e-02,5.102846720135609943e-02
-4.492187500000000000e+00,5.207547458040734378e-02,5.142666550186945906e-02,5.343601535622108378e-02
-4.132812500000000000e+00,5.437874437762324487e-02,5.374507861511708395e-02,5.564831018871645857e-02
-3.773437500000000000e+00,5.686499009021791368e-02,5.613781694299070646e-02,5.799552113625557059e-02
-3.414062500000000000e+00,5.904667413908709639e-02,5.822133314323892084e-02,5.999901108507012942e-02
-3.054687500000000000e+00,6.148015515675089165e-02,6.082853861554012725e-02,6.216253417311992657e-02
-2.695312500000000000e+00,6.370619062103864694e-02,6.276285012899959770e-02,6.426108968392311993e-02
-2.335937500000000000e+00,6.583962977748943068e-02,6.566077295328683061e-02,6.562938458802050623e-02
-1.976562500000000000e+00,6.650294872512343969e-02,6.775192434757969229e-02,6.664917589860516745e-02
-1.617187500000000000e+00,6.850483693597979318e-02,6.917465943135055195e-02,6.765244648648574555e-02
-1.257812500000000000e+00,6.948887092965463919e-02,7.057900742502148939e-02,6.942528096732862586e-02
-8.984375000000000000e-01,6.975690982576736310e-02,7.114412634316392980e-02,7.023745504047215760e-02
-5.390625000000000000e-01,7.052947343482249276e-02,7.178478117923552115e-02,7.017858068128619842e-02
-1.796875000000000000e-01,7.013617523319184976e-02,7.178969994725355186e-02,7.096881043556944879e-02
1.796875000000000000e-01,6.993110625444470818e-02,7.175879898364408149e-02,7.149190295478662083e-02
5.390625000000000000e-01,6.989486545145702501e-02,7.190640980632487245e-02,7.084881113543063658e-02
8.984375000000000000e-01,6.960199559416033188e-02,7.129831794909398390e-02,7.024022632090488882e-02
1.257812500000000000e+00,6.915488326753121973e-02,7.083814378678841839e-02,6.952194423885316166e-02
1.617187500000000000e+00,6.828510798287021344e-02,6.897392346244758665e-02,6.883510988364581473e-02
1.976562500000000000e+00,6.692824249546862336e-02,6.792177697271438441e-02,6.733996675224193651e-02
2.335937500000000000e+00,6.471092472760459069e-02,6.597124830036457666e-02,6.603134598994160609e-02
2.695312500000000000e+00,6.284348769034259208e-02,6.461172318539575021e-02,6.404997862800312913e-02
3.054687500000000000e+00,6.085282649612028250e-02,6.222103806059581244e-02,6.244449346387848099e-02
3.414062500000000000e+00,5.848267956008466883e-02,6.050695757896699944e-02,6.002582501541733895e-02
3.773437500000000000e+00,5.622222449754665091e-02,5.799591122032711488e-02,5.719990564596139776e-02
4.132812500000000000e+00,5.440542780659499145e-02,5.546361947913695800e-02,5.473794733415001529e-02
4.492187500000000000e+00,5.216036699996622061e-02,5.292438812032790318e-02,5.292742551647724308e-02
4.851562500000000000e+00,5.013149909968776796e-02,5.075765983880995563e-02,5.002686994900994860e-02
5.210937500000000000e+00,4.727973927609076948e-02,4.859442028308798289e-02,4.749851450940408698e-02
5.570312500000000000e+00,4.497343885809366310e-02,4.595358488246128331e-02,4.460608099036048046e-02
5.929687500000000000e+00,4.276305719607333133e-02,4.355642401329817837e-02,4.237354134022951885e-02
6.289062500000000000e+00,4.006853735509784825e-02,4.055670698996412943e-02,3.905605393733068559e-02
6.648437500000000000e+00,3.779269352448530461e-02,3.798104151278728496e-02,3.661663341479725470e-02
7.007812500000000000e+00,3.571151240605928423e-02,3.548990165855105128e-02,3.362407946402331399e-02
7.367187500000000000e+00,3.263469275762628102e-02,3.296221288125068816e-02,3.144717481156891065e-02
7.726562500000000000e+00,3.059930090455453486e-02,3.066171252612850603e-02,2.920030798877016123e-02
8.085937500000000000e+00,2.890162138537566427e-02,2.868811728884951978e-02,2.748836777999735109e-02
8.445312500000000000e+00,2.688199890304711348e-02,2.661462286239221764e-02,2.562400343501247679e-02
8.804687500000000000e+00,2.487513532874182504e-02,2.472619368732069042e-02,2.387460839836606091e-02
9.164062500000000000e+00,2.318204190905202508e-02,2.269386382133175770e-02,2.189530820345205256e-02
9.523437500000000000e+00,2.155115205361841924e-02,2.090591509899348763e-02,1.992032037464596533e-02
9.882812500000000000e+00,1.958462302610753519e-02,1.889009218933674489e-02,1.808323794996855374e-02
1.024218750000000000e+01,1.770195998842894608e-02,1.723417936345147602e-02,1.691341402838226690e-02
1.060156250000000000e+01,1.637819454985416437e-02,1.546893446060600315e-02,1.540303700997236978e-02
1.096093750000000000e+01,1.475382846827629456e-02,1.420228065150992008e-02,1.419252390671599771e-02
1.132031250000000000e+01,1.377753129154163543e-02,1.292070384420425377e-02,1.303291311589920530e-02
