# value,p_j_0_0,p_j_0_1,p_j_0_2,p_j_1_0,p_j_1_1,p_j_1_2,p_j_2_0,p_j_2_1,p_j_2_2
-1.132031250000000000e+01,5.794211835324303500e-04,2.680178297773367670e-03,3.289252976183099086e-03,3.035555241297850301e-03,6.711204750194215687e-04,3.445438612687750247e-03,2.407973303679145950e-03,2.765584261407315683e-03,9.434075023576301601e-04
-1.096093750000000000e+01,7.662243400181817160e-04,3.120521567525607037e-03,3.930923352272150048e-03,3.514136067933501875e-03,8.874753197069888385e-04,4.201677397888596219e-03,2.942874190155505762e-03,3.351203569394190299e-03,1.181798383279043232e-03
-1.060156250000000000e+01,9.767711012703299885e-04,3.664845966846158164e-03,4.532066828746217010e-03,4.208035345643316646e-03,1.227618308690540342e-03,4.955949567347677810e-03,3.509209236066711864e-03,3.864800088838481109e-03,1.471565676058888758e-03
-1.024218750000000000e+01,1.266445841636147651e-03,4.384598168527408142e-03,5.278888569854956435e-03,5.063523057989463387e-03,1.438916340320542516e-03,5.598903722955250913e-03,4.221963218344208617e-03,4.553859927780988699e-03,1.811059856499531951e-03
-9.882812500000000000e+00,1.644037613447608352e-03,5.179102982718276210e-03,6.085422503596399878e-03,5.781780867208103324e-03,1.859228077543752765e-03,6.716438116803672559e-03,5.076651563812472137e-03,5.320381592013994146e-03,2.190639240252354337e-03
-9.523437500000000000e+00,2.174427222064685694e-03,6.049958036251659038e-03,7.121693670457066722e-03,6.966505418799523279e-03,2.299073790178214529e-03,7.474874378542438989e-03,6.219123506575496840e-03,6.286869701788233046e-03,2.726108411366830447e-03
-9.164062500000000000e+00,2.702317131382541218e-03,7.195243540614855438e-03,8.038260523962569709e-03,8.049819879415052656e-03,2.973821997274361806e-03,9.055837354951299864e-03,7.099700987549425503e-03,7.112010530477011483e-03,3.197216746396152470e-03
-8.804687500000000000e+00,3.546601386596022910e-03,8.476457743438645456e-03,9.540735940247980010e-03,9.624898846915837594e-03,3.701681217408128895e-03,1.078078846423240200e-02,8.356689189361563366e-03,8.548471790834649697e-03,3.989002760796573482e-03
-8.445312500000000000e+00,4.509194466537189312e-03,9.831245528161692074e-03,1.104610240901127659e-02,1.104354623931554438e-02,4.569861450659949177e-03,1.240485036040756342e-02,9.948046246812223756e-03,9.887239332820018864e-03,4.957776621383557999e-03
-8.085937500000000000e+00,5.535034546125112455e-03,1.169787532847562338e-02,1.279266432341943580e-02,1.279510842588662406e-02,5.748853656650843892e-03,1.422210776558203472e-02,1.153476879311088853e-02,1.179893182882618165e-02,5.893266873964072422e-03
-7.726562500000000000e+00,6.886548481848868246e-03,1.351576115255949916e-02,1.477688377833154959e-02,1.515737181980208320e-02,7.202962505470054955e-03,1.646113821637718369e-02,1.340792892158549320e-02,1.386654721082610474e-02,7.266815374788578030e-03
-7.367187500000000000e+00,8.354954568356854142e-03,1.561991725387988465e-02,1.716597855304043130e-02,1.747341589594174002e-02,8.786829224207917330e-03,1.874723092484240072e-02,1.573162676566857224e-02,1.596404658124755266e-02,8.927050995016673832e-03
-7.007812500000000000e+00,1.035773388228147969e-02,1.795887043387832047e-02,1.953218060799019259e-02,1.980270138321087517e-02,1.059286156361867806e-02,2.132805452587836770e-02,1.812251056903941768e-02,1.839282484009025290e-02,1.104717448697814172e-02
-6.648437500000000000e+00,1.264468460630533211e-02,2.101950849048934977e-02,2.245059187770973019e-02,2.290763395573308658e-02,1.278462656390605065e-02,2.430344850414760047e-02,2.121670037489320482e-02,2.156739206157055541e-02,1.356516483725048357e-02
-6.289062500000000000e+00,1.538005763504757782e-02,2.450588360174667246e-02,2.578850103536108052e-02,2.633888698403461306e-02,1.563785263081158075e-02,2.769171979016813584e-02,2.471438511017221007e-02,2.478290463884455855e-02,1.626163470422025206e-02
-5.929687500000000000e+00,1.845456376616629382e-02,2.799264402411624775e-02,2.961801359632920683e-02,3.021505078943789724e-02,1.907309598665913458e-02,3.152230435581536427e-02,2.860383643469699075e-02,2.839408465879590671e-02,1.927088176276371689e-02
-5.570312500000000000e+00,2.205989845376443020e-02,3.177045220189725350e-02,3.343618267106733544e-02,3.401621924647529882e-02,2.258901262447126149e-02,3.545093346451175242e-02,3.287323819095219757e-02,3.248068051384825350e-02,2.288248276581351590e-02
-5.210937500000000000e+00,2.651775757674137979e-02,3.616102585515892226e-02,3.825873462944596320e-02,3.873777626420091269e-02,2.667796791878835824e-02,3.992721915320383841e-02,3.752180583236765232e-02,3.722281482555805238e-02,2.724161849086285947e-02
-4.851562500000000000e+00,3.166414965083799021e-02,4.115688687127688761e-02,4.314504594141102545e-02,4.340043835827157165e-02,3.182313365024937168e-02,4.463733492004393066e-02,4.274354175968906461e-02,4.227595295820315430e-02,3.204389131593443629e-02
-4.492187500000000000e+00,3.738355936787392947e-02,4.622059342356286959e-02,4.836049893332578647e-02,4.908488714350037890e-02,3.724036757146020199e-02,4.918864371157227744e-02,4.806104535382595133e-02,4.774322781833812562e-02,3.770061728224319286e-02
-4.132812500000000000e+00,4.392215834484160253e-02,5.199411780133243732e-02,5.402831755834267696e-02,5.479090464895321894e-02,4.308443235163342266e-02,5.434706011138692311e-02,5.466281830169264500e-02,5.322499161726241407e-02,4.412522830134289753e-02
-3.773437500000000000e+00,5.107712946026409656e-02,5.808341138954013771e-02,6.027873058802705325e-02,5.988916872281788151e-02,5.011234338701234942e-02,5.993408213106148769e-02,6.051582226310363299e-02,5.958631922486045535e-02,5.090270034466047588e-02
-3.414062500000000000e+00,5.912373286455561289e-02,6.416145891672736523e-02,6.663016790184307647e-02,6.596214688006665772e-02,5.823103341204362293e-02,6.616499630054148429e-02,6.738705868530552034e-02,6.660400308055376695e-02,5.906877892644791378e-02
-3.054687500000000000e+00,6.767963917013256059e-02,7.098098282377819646e-02,7.292005998734393812e-02,7.194769327082650712e-02,6.704916852660774973e-02,7.197064471282409170e-02,7.432449637524093933e-02,7.296815417050077357e-02,6.746227553301004098e-02
-2.695312500000000000e+00,7.635334828058926160e-02,7.765273228761739033e-02,7.933100222128500190e-02,7.934042779512116839e-02,7.558975987426512499e-02,7.783587749786494148e-02,8.081436118967368076e-02,7.897624263032233805e-02,7.631011646929819481e-02
-2.335937500000000000e+00,8.641133491586858173e-02,8.416598640027543599e-02,8.540074317906112822e-02,8.544866818524242402e-02,8.495743402497114849e-02,8.404041243232543423e-02,8.755790353401853021e-02,8.520496707589195196e-02,8.523748571833769661e-02
