# value,p_j_0_0,p_j_0_1,p_j_0_2,p_j_1_0,p_j_1_1,p_j_1_2,p_j_2_0,p_j_2_1,p_j_2_2
-1.132031250000000000e+01,6.866814953979980896e-04,2.489460464534339577e-03,3.298271045793453420e-03,3.136481998010798126e-03,8.320930848746688202e-04,3.642843111485404885e-03,2.643095533432137257e-03,2.682926804590005272e-03,1.002385391132547959e-03
-1.096093750000000000e+01,8.529433283108778284e-04,3.077525775961874408e-03,3.816085150777260779e-03,3.787381724462104710e-03,1.089109189678541968e-03,4.142877228240716796e-03,3.081954599950827330e-03,3.059442019234507974e-03,1.178666986405173343e-03
-1.060156250000000000e+01,1.217707871962975513e-03,3.730218114014089825e-03,4.580515491440543055e-03,4.553874067856937373e-03,1.404349350016516904e-03,4.903812002346432525e-03,3.595485386510720392e-03,3.768544870025686017e-03,1.471741856586603883e-03
-1.024218750000000000e+01,1.502462674972600146e-03,4.518971398156721234e-03,5.224181640749535512e-03,5.426611252697831865e-03,1.706146318534216329e-03,5.807876560482166765e-03,4.449326560229113076e-03,4.590530451843179843e-03,1.849594110255589358e-03
-9.882812500000000000e+00,1.966816220480619576e-03,5.241537479935393616e-03,6.148614337422096503e-03,6.357517586828074010e-03,1.951099578136342811e-03,6.874162414224571811e-03,5.326448871828867032e-03,5.335516617487611607e-03,2.092972405524326160e-03
-9.523437500000000000e+00,2.635100841463021686e-03,6.501583658125718868e-03,7.312377683739809675e-03,7.487019706652671414e-03,2.333028736858519091e-03,8.000379330540140568e-03,6.359239181955229567e-03,6.271273102777846949e-03,2.651389743286021797e-03
-9.164062500000000000e+00,3.133755498408751124e-03,7.626912498021742350e-03,8.433768460724926433e-03,8.624639443598499863e-03,2.864179787753252503e-03,9.428439935647370609e-03,7.076353154694551943e-03,7.253805505203539047e-03,3.147649786789748130e-03
-8.804687500000000000e+00,3.745706285257810984e-03,8.789628597318509609e-03,9.687852372409641588e-03,9.894133379771692660e-03,3.761933818871690365e-03,1.067688966105132670e-02,8.263275576101937470e-03,8.268248269125965180e-03,3.938635803041362800e-03
-8.445312500000000000e+00,4.817270622254267443e-03,1.028335577083245959e-02,1.111043536323624153e-02,1.170817521797517385e-02,4.721202927835219977e-03,1.235214854530576091e-02,9.962812436007568301e-03,9.811419141463545782e-03,4.824111605297313858e-03
-8.085937500000000000e+00,5.987283986022121952e-03,1.219570182162847509e-02,1.277889001997000763e-02,1.323665366064462508e-02,5.829960824777414251e-03,1.417643703095525405e-02,1.190537087562958465e-02,1.140988525960718800e-02,5.730614514224616207e-03
