# value,p_u_x,p_u_y,p_u_z
-8.268750000000000266e-01,1.207734929073133873e-01,1.356247295967950572e-01,1.020741631262531146e-01
-8.006249999999999201e-01,1.374950704317337291e-01,1.548640349562437346e-01,1.205428718246234626e-01
-7.743750000000000355e-01,1.548643979203817023e-01,1.730747847139302298e-01,1.403962721042727735e-01
-7.481249999999999289e-01,1.719289082643466471e-01,1.926141509286869724e-01,1.623551419796200879e-01
-7.218750000000000444e-01,1.955829021399986267e-01,2.116331219440162614e-01,1.848373976058264867e-01
-6.956249999999999378e-01,2.202567098899671783e-01,2.356097271284900707e-01,2.123765045036841437e-01
-6.693750000000000533e-01,2.420034648531435573e-01,2.618975896781894352e-01,2.401078647925756759e-01
-6.431249999999999467e-01,2.707548446571431677e-01,2.944000645982772224e-01,2.712199704382545762e-01
-6.168750000000000622e-01,3.024275868894419905e-01,3.298319015029588241e-01,3.000794360173775210e-01
-5.906249999999999556e-01,3.364303644239693969e-01,3.598832455935521146e-01,3.395398628370250305e-01
-5.643749999999999600e-01,3.722732131074948936e-01,3.935587857988662175e-01,3.772990246502502809e-01
-5.381249999999999645e-01,4.094894823070537315e-01,4.313915272195667505e-01,4.176458385223051351e-01
-5.118749999999999689e-01,4.521322033503067939e-01,4.714007328264085417e-01,4.569832544986248135e-01
-4.856249999999999734e-01,4.890380460127384810e-01,5.113575288312800504e-01,4.955101154849230749e-01
-4.593749999999999778e-01,5.315760732910430608e-01,5.522485963148104915e-01,5.392635648738666188e-01
-4.331249999999999822e-01,5.783039535047813651e-01,5.853046628300205834e-01,5.866672734135398581e-01
-4.068749999999999867e-01,6.177505687381621424e-01,6.196180256363768013e-01,6.331623969362043525e-01
-3.806249999999999911e-01,6.603863120939358344e-01,6.656286056896659753e-01,6.802792916337917495e-01
-3.543749999999999956e-01,7.078877044231198790e-01,7.062108313784817293e-01,7.245008223500534195e-01
-3.281250000000000000e-01,7.510647574295201689e-01,7.367309623595927892e-01,7.670555811706933902e-01
-3.018749999999999489e-01,7.935592554460938475e-01,7.859956913728403105e-01,8.118854868082449050e-01
-2.756249999999999534e-01,8.231882766102210924e-01,8.179282087584013317e-01,8.438817386925920871e-01
-2.493749999999999578e-01,8.564194248201518755e-01,8.434531392605265632e-01,8.880465005548485724e-01
-2.231249999999999623e-01,8.905567929243534131e-01,8.787020378872826276e-01,9.232775631990811638e-01
-1.968749999999999667e-01,9.181666190450197274e-01,8.994005686546601153e-01,9.608020146541230710e-01
-1.706249999999999711e-01,9.485611456343601144e-01,9.291328577687396617e-01,9.795568895448231173e-01
-1.443749999999999756e-01,9.758759357898494358e-01,9.477182337662909406e-01,1.010882872081626305e+00
-1.181249999999999800e-01,9.983039840286765942e-01,9.789128014399794964e-01,1.022963488402941712e+00
-9.187499999999998446e-02,1.016877241974441626e+00,9.985078029752045836e-01,1.035520287813252116e+00
-6.562499999999998890e-02,1.040386906076036899e+00,1.009797898145562423e+00,1.049817162828004857e+00
-3.937499999999999334e-02,1.054502717228536834e+00,1.005468615982629599e+00,1.051684385295187818e+00
-1.312499999999999778e-02,1.058583218645614998e+00,1.004342690972533703e+00,1.053954407499561263e+00
1.312499999999999778e-02,1.056222738319598342e+00,1.005448138293138394e+00,1.042602958182547779e+00
3.937499999999999334e-02,1.041682773993654498e+00,1.009427761865600681e+00,1.025885609194415071e+00
6.562499999999998890e-02,1.028896662716141996e+00,9.950133810255347155e-01,1.031814040545531386e+00
9.187499999999998446e-02,1.004235023183177811e+00,9.873041986568497075e-01,1.021074999658675209e+00
1.181249999999999800e-01,9.915659623894946817e-01,9.695617202499663412e-01,9.994984856813815544e-01
1.443749999999999756e-01,9.671458878441124840e-01,9.450009481086073526e-01,9.723246621735502915e-01
1.706249999999999711e-01,9.512308660943832317e-01,9.213329328588782952e-01,9.455161675498522378e-01
1.968750000000000222e-01,9.101791491437681847e-01,8.878843874459074748e-01,9.161684978748928510e-01
2.231250000000000178e-01,8.778612939912814328e-01,8.600924765374241554e-01,8.801419638338608964e-01
2.493750000000000133e-01,8.556116245185139135e-01,8.200091096318041783e-01,8.482643136803009742e-01
2.756250000000000089e-01,8.107361514430214688e-01,7.829820096471307167e-01,8.028849893464278242e-01
3.018750000000000044e-01,7.770043283565354342e-01,7.532328131035811447e-01,7.672510764436285546e-01
3.281250000000000000e-01,7.327410662360317462e-01,7.155182608468638739e-01,7.204615452493087213e-01
3.543749999999999956e-01,6.974108215037106984e-01,6.837048141594116446e-01,6.813780578226796836e-01
3.806249999999999911e-01,6.551243565699466087e-01,6.435573648170253014e-01,6.360596867608947491e-01
4.068749999999999867e-01,6.106831344540893936e-01,6.047253828322826097e-01,5.966684412802570892e-01
4.331249999999999822e-01,5.700213854109094092e-01,5.762627766133460172e-01,5.592108333586852664e-01
4.593749999999999778e-01,5.296046155101883368e-01,5.354850020534398514e-01,5.248763935842856165e-01
4.856249999999999734e-01,4.958341045319464846e-01,4.997954218472079324e-01,4.820259829409259678e-01
5.118749999999999689e-01,4.608880824469333559e-01,4.663666180657281557e-01,4.424276681719019333e-01
5.381249999999999645e-01,4.208950227233499430e-01,4.406470895005691335e-01,4.002936166645850724e-01
5.643749999999999600e-01,3.787426366168741287e-01,4.093443134054630117e-01,3.611304240845166769e-01
5.906249999999999556e-01,3.438670262746003070e-01,3.746607959256124110e-01,3.305071870068136408e-01
6.168749999999999512e-01,3.112863753006879231e-01,3.347427737037548257e-01,2.982430898155047916e-01
6.431249999999999467e-01,2.805745594231943696e-01,3.051921296350510460e-01,2.687668638571567015e-01
6.693749999999999423e-01,2.555270647168550457e-01,2.781280662144327009e-01,2.386655537474779709e-01
6.956249999999999378e-01,2.260822000319040737e-01,2.522522691429402442e-01,2.120790126176589074e-01
7.218749999999999334e-01,1.991132630624476985e-01,2.283204676816553425e-01,1.856372160034241992e-01
7.481249999999999289e-01,1.701035050389899661e-01,2.059256587633579438e-01,1.606104464462954629e-01
7.743749999999999245e-01,1.474443840330082189e-01,1.820661266559559510e-01,1.379859766953026867e-01
8.006249999999999201e-01,1.293436346587257257e-01,1.596187220427046083e-01,1.196958985848925877e-01
8.268749999999999156e-01,1.101768198411987865e-01,1.393900073961613084e-01,1.009169902425901127e-01
